complex,name,genes,source
G6194-MONOMER,G6194-MONOMER,b0329(),Sync
ADHE-MONOMER,ADHE-MONOMER,b1241(),Sync
G6180-MONOMER,G6180-MONOMER,b0310(),Sync
EG12119-MONOMER,EG12119-MONOMER,b1233(),Sync
KETOBUTFORMLY-MONOMER,KETOBUTFORMLY-MONOMER,b3114(),Sync
EG11660-MONOMER,EG11660-MONOMER,b1929(),Sync
HYCELARGE-MONOMER,HYCELARGE-MONOMER,b2721(),Sync
G7468-MONOMER,G7468-MONOMER,b2848(),Sync
TTDB-MONOMER,TTDB-MONOMER,b3062(),Sync
G6979-MONOMER,G6979-MONOMER,b1793(),Sync
HYCBSMALL-MONOMER,HYCBSMALL-MONOMER,b2724(),Sync
EG12708-MONOMER,EG12708-MONOMER,b0527(),Sync
G6633-MONOMER,G6633-MONOMER,b1248(),Sync
PKI-MONOMER,PKI-MONOMER,b1676(),Sync
EG12291-MONOMER,EG12291-MONOMER,b3587(),Sync
PYRUVFORMLY-MONOMER,PYRUVFORMLY-MONOMER,b0903(),Sync
EG12104-MONOMER,EG12104-MONOMER,b2173(),Sync
EG11991-MONOMER,EG11991-MONOMER,b2112(),Sync
EG11935-MONOMER,EG11935-MONOMER,b4056(),Sync
EG11607-MONOMER,EG11607-MONOMER,b1251(),Sync
FORMATEDEHYDROGH-MONOMER,FORMATEDEHYDROGH-MONOMER,b4079(),Sync
EG11744-MONOMER,EG11744-MONOMER,b1494(),Sync
G8202-MONOMER,G8202-MONOMER,b0013(),Sync
ADHC-MONOMER,ADHC-MONOMER,b0356(),Sync
THIOESTERI-MONOMER,THIOESTERI-MONOMER,b0494(),Sync
G7267-MONOMER,G7267-MONOMER,b2432(),Sync
6PGLUCONDEHYDROG-MONOMER,6PGLUCONDEHYDROG-MONOMER,b2029(),Sync
EG11360-MONOMER,EG11360-MONOMER,b3570(),Sync
G6938-MONOMER,G6938-MONOMER,b1742(),Sync
G7853-MONOMER,G7853-MONOMER,b4190(),Sync
G6579-MONOMER,G6579-MONOMER,b1122(),Sync
EG11188-MONOMER,EG11188-MONOMER,b3618(),Sync
EG12865-MONOMER,EG12865-MONOMER,b1426(),Sync
KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER,KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER,b1850(),Sync
G7733-MONOMER,G7733-MONOMER,b3381(),Sync
EG11882-MONOMER,EG11882-MONOMER,b3937(),Sync
EG11125-MONOMER,EG11125-MONOMER,b1257(),Sync
EG11323-MONOMER,EG11323-MONOMER,b2909(),Sync
DHHB-METHYLTRANSFER-MONOMER,DHHB-METHYLTRANSFER-MONOMER,b2232(),Sync
G7620-MONOMER,G7620-MONOMER,b3106(),Sync
G7838-MONOMER,G7838-MONOMER,b4157(),Sync
EG11962-MONOMER,EG11962-MONOMER,b3604(),Sync
GLUTATHIONE-REDUCT-NADPH-MONOMER,GLUTATHIONE-REDUCT-NADPH-MONOMER,b3500(),Sync
G7200-MONOMER,G7200-MONOMER,b2325(),Sync
G7520-MONOMER,G7520-MONOMER,b4465(),Sync
G6900-MONOMER,G6900-MONOMER,b1672(),Sync
G7417-MONOMER,G7417-MONOMER,b2736(),Sync
G6469-MONOMER,G6469-MONOMER,b0906(),Sync
AERGLYC3PDEHYDROG-MONOMER,AERGLYC3PDEHYDROG-MONOMER,b3426(),Sync
G7236-MONOMER,G7236-MONOMER,b2373(),Sync
EG12448-MONOMER,EG12448-MONOMER,b0567(),Sync
UBIX-MONOMER,UBIX-MONOMER,b2311(),Sync
G7048-MONOMER,G7048-MONOMER,b1955(),Sync
EG11807-MONOMER,EG11807-MONOMER,b1847(),Sync
EG11091-MONOMER,EG11091-MONOMER,b0239(),Sync
G6970-MONOMER,G6970-MONOMER,b1784(),Sync
EG11142-MONOMER,EG11142-MONOMER,b2230(),Sync
G6865-MONOMER,G6865-MONOMER,b1614(),Sync
G7667-MONOMER,G7667-MONOMER,b3207(),Sync
E1P-MONOMER,E1P-MONOMER,b0114(),Sync
G6652-MONOMER,G6652-MONOMER,b1314(),Sync
G7152-MONOMER,G7152-MONOMER,b2225(),Sync
EG10025-MONOMER,EG10025-MONOMER,b0115(),Sync
G6506-MONOMER,G6506-MONOMER,b0985(),Sync
G6843-MONOMER,G6843-MONOMER,b1585(),Sync
E3-MONOMER,E3-MONOMER,b0116(),Sync
G6413-MONOMER,G6413-MONOMER,b0804(),Sync
G6371-MONOMER,G6371-MONOMER,b0682(),Sync
PHOSPHO-DCUS-MONOMER,PHOSPHO-DCUS-MONOMER,b4125(),Sync
G6289-MONOMER,G6289-MONOMER,b0520(),Sync
G6351-MONOMER,G6351-MONOMER,b0644(),Sync
G6427-MONOMER,G6427-MONOMER,b0824(),Sync
G6108-MONOMER,G6108-MONOMER,b0224(),Sync
EG12395-MONOMER,EG12395-MONOMER,b0735(),Sync
NIKE-MONOMER,NIKE-MONOMER,b3480(),Sync
EG11749-MONOMER,EG11749-MONOMER,b0130(),Sync
EG11910-MONOMER,EG11910-MONOMER,b3951(),Sync
G7604-MONOMER,G7604-MONOMER,b3085(),Sync
NARY-MONOMER,NARY-MONOMER,b1467(),Sync
G7015-MONOMER,G7015-MONOMER,b1843(),Sync
EG10471-MONOMER,EG10471-MONOMER,b0975(),Sync
G6738-MONOMER,G6738-MONOMER,b1423(),Sync
G7308-MONOMER,G7308-MONOMER,b2491(),Sync
G6216-MONOMER,G6216-MONOMER,b0364(),Sync
MENF-MONOMER,MENF-MONOMER,b2265(),Sync
EG12171-MONOMER,EG12171-MONOMER,b4380(),Sync
NAPA-MONOMER,NAPA-MONOMER,b2206(),Sync
EG11661-MONOMER,EG11661-MONOMER,b1930(),Sync
FDOG-MONOMER,FDOG-MONOMER,b3894(),Sync
G7471-MONOMER,G7471-MONOMER,b2851(),Sync
G6994-MONOMER,G6994-MONOMER,b1810(),Sync
HYAA-MONOMER,HYAA-MONOMER,b0972(),Sync
G6641-MONOMER,G6641-MONOMER,b1289(),Sync
MONOMER0-150,MONOMER0-150,b2487(),Sync
G6081-MONOMER,G6081-MONOMER,b0005(),Sync
NAPB-MONOMER,NAPB-MONOMER,b2203(),Sync
EG11999-MONOMER,EG11999-MONOMER,b2120(),Sync
NUOI-MONOMER,NUOI-MONOMER,b2281(),Sync
EG11650-MONOMER,EG11650-MONOMER,b0209(),Sync
EG11950-MONOMER,EG11950-MONOMER,b4076(),Sync
G7295-MONOMER,G7295-MONOMER,b2466(),Sync
EG11804-MONOMER,EG11804-MONOMER,b2991(),Sync
G6955-MONOMER,G6955-MONOMER,b1760(),Sync
MEND-MONOMER,MEND-MONOMER,b2264(),Sync
G6612-MONOMER,G6612-MONOMER,b1172(),Sync
G7022-MONOMER,G7022-MONOMER,b1872(),Sync
EG12868-MONOMER,EG12868-MONOMER,b1273(),Sync
NUOE-MONOMER,NUOE-MONOMER,b2285(),Sync
EG11903-MONOMER,EG11903-MONOMER,b3944(),Sync
MONOMER0-152,MONOMER0-152,b2481(),Sync
EG11464-MONOMER,EG11464-MONOMER,b3817(),Sync
EG10485-MONOMER,EG10485-MONOMER,b2728(),Sync
G7861-MONOMER,G7861-MONOMER,b4199(),Sync
EG10330-MONOMER,EG10330-MONOMER,b4154(),Sync
G7203-MONOMER,G7203-MONOMER,b2332(),Sync
G6928-MONOMER,G6928-MONOMER,b1722(),Sync
NUOF-MONOMER,NUOF-MONOMER,b2284(),Sync
G6473-MONOMER,G6473-MONOMER,b0919(),Sync
NARZ-MONOMER,NARZ-MONOMER,b1468(),Sync
EG12842-MONOMER,EG12842-MONOMER,b0850(),Sync
EG10472-MONOMER,EG10472-MONOMER,b0976(),Sync
EG11830-MONOMER,EG11830-MONOMER,b3858(),Sync
MONOMER0-145,MONOMER0-145,b2997(),Sync
EG11155-MONOMER,EG11155-MONOMER,b2824(),Sync
O-SUCCINYLBENZOATE-COA-LIG-MONOMER,O-SUCCINYLBENZOATE-COA-LIG-MONOMER,b2260(),Sync
G7719-MONOMER,G7719-MONOMER,b3354(),Sync
NAPF-MONOMER,NAPF-MONOMER,b2208(),Sync
G7156-MONOMER,G7156-MONOMER,b2229(),Sync
EG11859-MONOMER,EG11859-MONOMER,b3895(),Sync
G6844-MONOMER,G6844-MONOMER,b1586(),Sync
EG11551-MONOMER,EG11551-MONOMER,b2712(),Sync
G6385-MONOMER,G6385-MONOMER,b0716(),Sync
G6352-MONOMER,G6352-MONOMER,b0645(),Sync
HYAB-MONOMER,HYAB-MONOMER,b0973(),Sync
EG12421-MONOMER,EG12421-MONOMER,b0803(),Sync
EG11763-MONOMER,EG11763-MONOMER,b3596(),Sync
MONOMER0-144,MONOMER0-144,b2488(),Sync
EG11127-MONOMER,EG11127-MONOMER,b1259(),Sync
NAPH-MONOMER,NAPH-MONOMER,b2204(),Sync
G7614-MONOMER,G7614-MONOMER,b3100(),Sync
G7025-MONOMER,G7025-MONOMER,b1875(),Sync
G6809-MONOMER,G6809-MONOMER,b1523(),Sync
G6325-MONOMER,G6325-MONOMER,b0580(),Sync
EG11805-MONOMER,EG11805-MONOMER,b2990(),Sync
EG12201-MONOMER,EG12201-MONOMER,b2671(),Sync
NARG-MONOMER,NARG-MONOMER,b1224(),Sync
EG11695-MONOMER,EG11695-MONOMER,b3675(),Sync
G7023-MONOMER,G7023-MONOMER,b1873(),Sync
G7555-MONOMER,G7555-MONOMER,b2998(),Sync
NUOG-MONOMER,NUOG-MONOMER,b2283(),Sync
G7001-MONOMER,G7001-MONOMER,b1825(),Sync
HYBC-MONOMER,HYBC-MONOMER,b2994(),Sync
G6668-MONOMER,G6668-MONOMER,b1332(),Sync
FDNG-MONOMER,FDNG-MONOMER,b1474(),Sync
G6191-MONOMER,G6191-MONOMER,b0326(),Sync
EG10486-MONOMER,EG10486-MONOMER,b2729(),Sync
EG12025-MONOMER,EG12025-MONOMER,b2144(),Sync
EG10331-MONOMER,EG10331-MONOMER,b4153(),Sync
EG11659-MONOMER,EG11659-MONOMER,b1928(),Sync
G7357-MONOMER,G7357-MONOMER,b2618(),Sync
NUOB-MONOMER,NUOB-MONOMER,b2287(),Sync
G6978-MONOMER,G6978-MONOMER,b1792(),Sync
CYTOCHROMEC-MONOMER,CYTOCHROMEC-MONOMER,b4071(),Sync
G6624-MONOMER,G6624-MONOMER,b1195(),Sync
CYTOCHROMEC552-MONOMER,CYTOCHROMEC552-MONOMER,b4070(),Sync
NIRB-MONOMER,NIRB-MONOMER,b3365(),Sync
EG11931-MONOMER,EG11931-MONOMER,b4048(),Sync
EG10473-MONOMER,EG10473-MONOMER,b0977(),Sync
EG11537-MONOMER,EG11537-MONOMER,b1067(),Sync
EG10284-MONOMER,EG10284-MONOMER,b3891(),Sync
G7870-MONOMER,G7870-MONOMER,b4215(),Sync
PHOSPHO-DCUR-MONOMER,PHOSPHO-DCUR-MONOMER,b4124(),Sync
G7261-MONOMER,G7261-MONOMER,b2420(),Sync
TORR-MONOMER,TORR-MONOMER,b0995(),Sync
G6929-MONOMER,G6929-MONOMER,b1724(),Sync
NIKD-MONOMER,NIKD-MONOMER,b3479(),Sync
G6498-MONOMER,G6498-MONOMER,b0964(),Sync
EG11552-MONOMER,EG11552-MONOMER,b2713(),Sync
EG12857-MONOMER,EG12857-MONOMER,b2586(),Sync
MONOMER0-151,MONOMER0-151,b2489(),Sync
EG11876-MONOMER,EG11876-MONOMER,b3922(),Sync
EG12332-MONOMER,EG12332-MONOMER,b0156(),Sync
EG11287-MONOMER,EG11287-MONOMER,b2732(),Sync
NAPG-MONOMER,NAPG-MONOMER,b2205(),Sync
G7746-MONOMER,G7746-MONOMER,b3407(),Sync
G7180-MONOMER,G7180-MONOMER,b2273(),Sync
G6860-MONOMER,G6860-MONOMER,b1604(),Sync
NAPC-MONOMER,NAPC-MONOMER,b2202(),Sync
G6424-MONOMER,G6424-MONOMER,b0821(),Sync
TORA-MONOMER,TORA-MONOMER,b0997(),Sync
NAPHTHOATE-SYN-MONOMER,NAPHTHOATE-SYN-MONOMER,b2262(),Sync
G6798-MONOMER,G6798-MONOMER,b1511(),Sync
NARH-MONOMER,NARH-MONOMER,b1225(),Sync
EG11949-MONOMER,EG11949-MONOMER,b4075(),Sync
EG11802-MONOMER,EG11802-MONOMER,b2993(),Sync
EG12429-MONOMER,EG12429-MONOMER,b0461(),Sync
MONOMER0-4166,MONOMER0-4166,b2730(),Sync
G7509-MONOMER,G7509-MONOMER,b2896(),Sync
NUOC-MONOMER,NUOC-MONOMER,b2286(),Sync
EG11784-MONOMER,EG11784-MONOMER,b2579(),Sync
NIRD-MONOMER,NIRD-MONOMER,b3366(),Sync
EG11498-MONOMER,EG11498-MONOMER,b3262(),Sync
EG10483-MONOMER,EG10483-MONOMER,b2726(),Sync
EG10489-MONOMER,EG10489-MONOMER,b1136(),Sync
ACONITATEDEHYDRB-MONOMER,ACONITATEDEHYDRB-MONOMER,b0118(),Sync
FUMB-MONOMER,FUMB-MONOMER,b4122(),Sync
EG10982-MONOMER,EG10982-MONOMER,b0729(),Sync
E1O-MONOMER,E1O-MONOMER,b0726(),Sync
FUMC-MONOMER,FUMC-MONOMER,b1611(),Sync
EG10980-MONOMER,EG10980-MONOMER,b0727(),Sync
PEPCARBOX-MONOMER,PEPCARBOX-MONOMER,b3956(),Sync
CITSYN-MONOMER,CITSYN-MONOMER,b0720(),Sync
ACONITASE-MONOMER,ACONITASE-MONOMER,b1276(),Sync
FUMA-MONOMER,FUMA-MONOMER,b1612(),Sync
G6557-MONOMER,G6557-MONOMER,b1060(),Sync
EG10981-MONOMER,EG10981-MONOMER,b0728(),Sync
G6805-MONOMER,G6805-MONOMER,b1518(),Sync
GLUC1PADENYLTRANS-MONOMER,GLUC1PADENYLTRANS-MONOMER,b3430(),Sync
G6436-MONOMER,G6436-MONOMER,b0836(),Sync
G6215-MONOMER,G6215-MONOMER,b0363(),Sync
GLYCOPHOSPHORYL-MONOMER,GLYCOPHOSPHORYL-MONOMER,b3428(),Sync
YHBN-MONOMER,YHBN-MONOMER,b3200(),Sync
G7039-MONOMER,G7039-MONOMER,b1920(),Sync
EG11381-MONOMER,EG11381-MONOMER,b3049(),Sync
YNEA-MONOMER,YNEA-MONOMER,b1516(),Sync
EG12257-MONOMER,EG12257-MONOMER,b3530(),Sync
NIKA-MONOMER,NIKA-MONOMER,b3476(),Sync
G7287-MONOMER,G7287-MONOMER,b2457(),Sync
G7105-MONOMER,G7105-MONOMER,b2060(),Sync
YLIB-MONOMER,YLIB-MONOMER,b0830(),Sync
G6161-MONOMER,G6161-MONOMER,b0290(),Sync
G7102-MONOMER,G7102-MONOMER,b2057(),Sync
G7342-MONOMER,G7342-MONOMER,b2548(),Sync
G7292-MONOMER,G7292-MONOMER,b2462(),Sync
G7099-MONOMER,G7099-MONOMER,b2054(),Sync
G6949-MONOMER,G6949-MONOMER,b1754(),Sync
G6415-MONOMER,G6415-MONOMER,b0806(),Sync
G7095-MONOMER,G7095-MONOMER,b2044(),Sync
YEHZ-MONOMER,YEHZ-MONOMER,b2131(),Sync
EG11972-MONOMER,EG11972-MONOMER,b0139(),Sync
EG11790-MONOMER,EG11790-MONOMER,b2050(),Sync
YGIS-MONOMER,YGIS-MONOMER,b3020(),Sync
G7106-MONOMER,G7106-MONOMER,b2061(),Sync
YTFQ-MONOMER,YTFQ-MONOMER,b4227(),Sync
G7103-MONOMER,G7103-MONOMER,b2058(),Sync
ZNUA-MONOMER,ZNUA-MONOMER,b1857(),Sync
G7100-MONOMER,G7100-MONOMER,b2055(),Sync
EG12334-MONOMER,EG12334-MONOMER,b0158(),Sync
PHND-MONOMER,PHND-MONOMER,b4105(),Sync
G7104-MONOMER,G7104-MONOMER,b2059(),Sync
YDDS-MONOMER,YDDS-MONOMER,b1487(),Sync
G7101-MONOMER,G7101-MONOMER,b2056(),Sync
YEJA-MONOMER,YEJA-MONOMER,b2177(),Sync
G7098-MONOMER,G7098-MONOMER,b2047(),Sync
YCJN-MONOMER,YCJN-MONOMER,b1310(),Sync
G6623-MONOMER,G6623-MONOMER,b1194(),Sync
G7094-MONOMER,G7094-MONOMER,b2043(),Sync
METQ-MONOMER,METQ-MONOMER,b0197(),Sync
GDPMANMANHYDRO-MONOMER,GDPMANMANHYDRO-MONOMER,b2051(),Sync
YBHF-MONOMER,YBHF-MONOMER,b0794(),Sync
ACYLCOASYN-MONOMER,ACYLCOASYN-MONOMER,b1805(),Sync
YHDZ-MONOMER,YHDZ-MONOMER,b3271(),Sync
EG11837-MONOMER,EG11837-MONOMER,b3871(),Sync
G6551-MONOMER,G6551-MONOMER,b1046(),Sync
YPHE-MONOMER,YPHE-MONOMER,b2547(),Sync
EG11236-MONOMER,EG11236-MONOMER,b0315(),Sync
YDEX-MONOMER,YDEX-MONOMER,b1513(),Sync
G6784-MONOMER,G6784-MONOMER,b1490(),Sync
YDCT-MONOMER,YDCT-MONOMER,b1441(),Sync
YLIA-MONOMER,YLIA-MONOMER,b0829(),Sync
YEHX-MONOMER,YEHX-MONOMER,b2129(),Sync
EG12252-MONOMER,EG12252-MONOMER,b3525(),Sync
EG11885-MONOMER,EG11885-MONOMER,b1048(),Sync
YBBA-MONOMER,YBBA-MONOMER,b0495(),Sync
EG11277-MONOMER,EG11277-MONOMER,b0001(),Sync
EG12691-MONOMER,EG12691-MONOMER,b1280(),Sync
YNJD-MONOMER,YNJD-MONOMER,b1756(),Sync
G6804-MONOMER,G6804-MONOMER,b1517(),Sync
EG10855-MONOMER,EG10855-MONOMER,b0641(),Sync
YTFR-MONOMER,YTFR-MONOMER,b4485(),Sync
EG10711-MONOMER,EG10711-MONOMER,b4108(),Sync
G6637-MONOMER,G6637-MONOMER,b1279(),Sync
ABC-MONOMER,ABC-MONOMER,b0199(),Sync
G6500-MONOMER,G6500-MONOMER,b0966(),Sync
G7663-MONOMER,G7663-MONOMER,b3198(),Sync
YDDO-MONOMER,YDDO-MONOMER,b1483(),Sync
EG11569-MONOMER,EG11569-MONOMER,b0054(),Sync
YADG-MONOMER,YADG-MONOMER,b0127(),Sync
EG12402-MONOMER,EG12402-MONOMER,b1217(),Sync
YCFV-MONOMER,YCFV-MONOMER,b1117(),Sync
RCSF-MONOMER,RCSF-MONOMER,b0196(),Sync
YEJF-MONOMER,YEJF-MONOMER,b2180(),Sync
G6869-MONOMER,G6869-MONOMER,b1625(),Sync
YRBF-MONOMER,YRBF-MONOMER,b3195(),Sync
EG10839-MONOMER,EG10839-MONOMER,b3842(),Sync
YHBG-MONOMER,YHBG-MONOMER,b3201(),Sync
G6250-MONOMER,G6250-MONOMER,b0453(),Sync
YDDP-MONOMER,YDDP-MONOMER,b1484(),Sync
G7073-MONOMER,G7073-MONOMER,b1990(),Sync
EG12347-MONOMER,EG12347-MONOMER,b1917(),Sync
G6904-MONOMER,G6904-MONOMER,b1678(),Sync
PANTOTHENATE-KIN-MONOMER,PANTOTHENATE-KIN-MONOMER,b3974(),Sync
G6571-MONOMER,G6571-MONOMER,b1113(),Sync
EG10004-MONOMER,EG10004-MONOMER,b3639(),Sync
MONOMER0-1843,MONOMER0-1843,b0131(),Sync
G7147-MONOMER,G7147-MONOMER,b2175(),Sync
PANTEPADENYLYLTRAN-MONOMER,PANTEPADENYLYLTRAN-MONOMER,b3634(),Sync
G6474-MONOMER,G6474-MONOMER,b0926(),Sync
UPPSYN-MONOMER,UPPSYN-MONOMER,b0174(),Sync
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER,3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER,b0134(),Sync
G7658-MONOMER,G7658-MONOMER,b3191(),Sync
G6193-MONOMER,G6193-MONOMER,b0328(),Sync
G6892-MONOMER,G6892-MONOMER,b1655(),Sync
PANTOATE-BETA-ALANINE-LIG-MONOMER,PANTOATE-BETA-ALANINE-LIG-MONOMER,b0133(),Sync
G7216-MONOMER,G7216-MONOMER,b2346(),Sync
EG11253-MONOMER,EG11253-MONOMER,b0925(),Sync
G6422-MONOMER,G6422-MONOMER,b0819(),Sync
H2NEOPTERINALDOL-MONOMER,H2NEOPTERINALDOL-MONOMER,b3058(),Sync
PABASYN-COMPII-MONOMER,PABASYN-COMPII-MONOMER,b3360(),Sync
G6491-MONOMER,G6491-MONOMER,b0951(),Sync
H2PTEROATESYNTH-MONOMER,H2PTEROATESYNTH-MONOMER,b3177(),Sync
EG10297-MONOMER,EG10297-MONOMER,b0587(),Sync
GTP-CYCLOHYDRO-I-MONOMER,GTP-CYCLOHYDRO-I-MONOMER,b2153(),Sync
G7873-MONOMER,G7873-MONOMER,b4218(),Sync
EG10697-MONOMER,EG10697-MONOMER,b2908(),Sync
G6412-MONOMER,G6412-MONOMER,b0795(),Sync
G7247-MONOMER,G7247-MONOMER,b2384(),Sync
ADCLY-MONOMER,ADCLY-MONOMER,b1096(),Sync
G7659-MONOMER,G7659-MONOMER,b3192(),Sync
EG11549-MONOMER,EG11549-MONOMER,b1127(),Sync
ZNUC-MONOMER,ZNUC-MONOMER,b1858(),Sync
PROY-MONOMER,PROY-MONOMER,b0402(),Sync
EG10694-MONOMER,EG10694-MONOMER,b4260(),Sync
GSAAMINOTRANS-MONOMER,GSAAMINOTRANS-MONOMER,b0154(),Sync
G7405-MONOMER,G7405-MONOMER,b2682(),Sync
EG12799-MONOMER,EG12799-MONOMER,b3193(),Sync
EG10463-MONOMER,EG10463-MONOMER,b0161(),Sync
G7006-MONOMER,G7006-MONOMER,b1833(),Sync
G6463-MONOMER,G6463-MONOMER,b0881(),Sync
PROTOPORGENOXI-MONOMER,PROTOPORGENOXI-MONOMER,b3850(),Sync
G6492-MONOMER,G6492-MONOMER,b0952(),Sync
EG11004-MONOMER,EG11004-MONOMER,b1845(),Sync
EG10657-MONOMER,EG10657-MONOMER,b3661(),Sync
EG10246-MONOMER,EG10246-MONOMER,b0211(),Sync
GLUTRNAREDUCT-MONOMER,GLUTRNAREDUCT-MONOMER,b1210(),Sync
G7888-MONOMER,G7888-MONOMER,b4261(),Sync
G7682-MONOMER,G7682-MONOMER,b3234(),Sync
COPROGENOXI-MONOMER,COPROGENOXI-MONOMER,b2436(),Sync
G6465-MONOMER,G6465-MONOMER,b0891(),Sync
G7474-MONOMER,G7474-MONOMER,b2854(),Sync
G7685-MONOMER,G7685-MONOMER,b3240(),Sync
EG10158-MONOMER,EG10158-MONOMER,b0437(),Sync
G6599-MONOMER,G6599-MONOMER,b1157(),Sync
MONOMER0-4382,MONOMER0-4382,b0484(),Sync
PORPHOBILSYNTH-MONOMER,PORPHOBILSYNTH-MONOMER,b0369(),Sync
G0-16718-MONOMER,G0-16718-MONOMER,b4634(),Sync
G7406-MONOMER,G7406-MONOMER,b2683(),Sync
EG11920-MONOMER,EG11920-MONOMER,b4021(),Sync
SIROHEMESYN-MONOMER,SIROHEMESYN-MONOMER,b3368(),Sync
EG12933-MONOMER,EG12933-MONOMER,b3410(),Sync
EG10698-MONOMER,EG10698-MONOMER,b3847(),Sync
7KAPSYN-MONOMER,7KAPSYN-MONOMER,b0776(),Sync
G7007-MONOMER,G7007-MONOMER,b1834(),Sync
G7248-MONOMER,G7248-MONOMER,b2385(),Sync
BIOTIN-SYN-MONOMER,BIOTIN-SYN-MONOMER,b0775(),Sync
EG11304-MONOMER,EG11304-MONOMER,b1577(),Sync
EG11988-MONOMER,EG11988-MONOMER,b2109(),Sync
EG11652-MONOMER,EG11652-MONOMER,b3235(),Sync
G7224-MONOMER,G7224-MONOMER,b2355(),Sync
G6674-MONOMER,G6674-MONOMER,b1342(),Sync
EG10695-MONOMER,EG10695-MONOMER,b0237(),Sync
G6377-MONOMER,G6377-MONOMER,b0705(),Sync
EG11197-MONOMER,EG11197-MONOMER,b3705(),Sync
G6470-MONOMER,G6470-MONOMER,b0909(),Sync
G6851-MONOMER,G6851-MONOMER,b1593(),Sync
G0-16715-MONOMER,G0-16715-MONOMER,b4626(),Sync
G6490-MONOMER,G6490-MONOMER,b0950(),Sync
EG11112-MONOMER,EG11112-MONOMER,b0885(),Sync
DETHIOBIOTIN-SYN-MONOMER,DETHIOBIOTIN-SYN-MONOMER,b0778(),Sync
G7686-MONOMER,G7686-MONOMER,b3241(),Sync
G7925-MONOMER,G7925-MONOMER,b4328(),Sync
DAPASYN-MONOMER,DAPASYN-MONOMER,b0774(),Sync
G6321-MONOMER,G6321-MONOMER,b0573(),Sync
EG10956-MONOMER,EG10956-MONOMER,b1272(),Sync
EG12881-MONOMER,EG12881-MONOMER,b2238(),Sync
EG10159-MONOMER,EG10159-MONOMER,b0438(),Sync
GTP-CYCLOHYDRO-II-MONOMER,GTP-CYCLOHYDRO-II-MONOMER,b1277(),Sync
EG11202-MONOMER,EG11202-MONOMER,b3812(),Sync
G7903-MONOMER,G7903-MONOMER,b4282(),Sync
RIBOFLAVIN-SYN-MONOMER,RIBOFLAVIN-SYN-MONOMER,b1662(),Sync
G7079-MONOMER,G7079-MONOMER,b1999(),Sync
EG10760-MONOMER,EG10760-MONOMER,b1830(),Sync
RIBOFLAVINSYNDEAM-MONOMER,RIBOFLAVINSYNDEAM-MONOMER,b0414(),Sync
G6271-MONOMER,G6271-MONOMER,b0499(),Sync
DIOHBUTANONEPSYN-MONOMER,DIOHBUTANONEPSYN-MONOMER,b3041(),Sync
G7265-MONOMER,G7265-MONOMER,b2430(),Sync
G6442-MONOMER,G6442-MONOMER,b0844(),Sync
LUMAZINESYN-MONOMER,LUMAZINESYN-MONOMER,b0415(),Sync
EG12364-MONOMER,EG12364-MONOMER,b4271(),Sync
G7798-MONOMER,G7798-MONOMER,b3777(),Sync
EG11761-MONOMER,EG11761-MONOMER,b1461(),Sync
EG10968-MONOMER,EG10968-MONOMER,b1766(),Sync
EG11309-MONOMER,EG11309-MONOMER,b1406(),Sync
G6836-MONOMER,G6836-MONOMER,b1578(),Sync
G7490-MONOMER,G7490-MONOMER,b2871(),Sync
EG10212-MONOMER,EG10212-MONOMER,b1538(),Sync
PDXA-MONOMER,PDXA-MONOMER,b0052(),Sync
G6137-MONOMER,G6137-MONOMER,b0263(),Sync
EG12436-MONOMER,EG12436-MONOMER,b0176(),Sync
EG12693-MONOMER,EG12693-MONOMER,b1813(),Sync
EG11568-MONOMER,EG11568-MONOMER,b0046(),Sync
EG10786-MONOMER,EG10786-MONOMER,b2821(),Sync
PDXJ-MONOMER,PDXJ-MONOMER,b2564(),Sync
G7160-MONOMER,G7160-MONOMER,b2247(),Sync
EG10156-MONOMER,EG10156-MONOMER,b0882(),Sync
EG12020-MONOMER,EG12020-MONOMER,b2139(),Sync
EG11862-MONOMER,EG11862-MONOMER,b3898(),Sync
G7515-MONOMER,G7515-MONOMER,b2915(),Sync
EG11289-MONOMER,EG11289-MONOMER,b2147(),Sync
EG11306-MONOMER,EG11306-MONOMER,b0628(),Sync
G6767-MONOMER,G6767-MONOMER,b1459(),Sync
G7123-MONOMER,G7123-MONOMER,b2086(),Sync
EG12198-MONOMER,EG12198-MONOMER,b1733(),Sync
DMBPPRIBOSYLTRANS-MONOMER,DMBPPRIBOSYLTRANS-MONOMER,b1991(),Sync
G6113-MONOMER,G6113-MONOMER,b0229(),Sync
G6261-MONOMER,G6261-MONOMER,b0485(),Sync
BTUD-MONOMER,BTUD-MONOMER,b1709(),Sync
MALDEXPHOSPHORYL-MONOMER,MALDEXPHOSPHORYL-MONOMER,b3417(),Sync
COBU-MONOMER,COBU-MONOMER,b1993(),Sync
G7877-MONOMER,G7877-MONOMER,b4243(),Sync
EG12258-MONOMER,EG12258-MONOMER,b3531(),Sync
EG11766-MONOMER,EG11766-MONOMER,b3595(),Sync
G6731-MONOMER,G6731-MONOMER,b1412(),Sync
G7475-MONOMER,G7475-MONOMER,b2855(),Sync
G6632-MONOMER,G6632-MONOMER,b4573(),Sync
