Transcription-Units	Genes of transcription unit	Direction
TU1OEB-349	USA300HOU_RS03035	-
TU1OEB-807	USA300HOU_RS07320	+
TU1OEB-1146	USA300HOU_RS15470	+
TU1OEB-1129	USA300HOU_RS10680 // USA300HOU_RS10675 // USA300HOU_RS10670 // USA300HOU_RS10665 // USA300HOU_RS10660 // USA300HOU_RS10655 // USA300HOU_RS10650 // USA300HOU_RS10645 // USA300HOU_RS10640 // USA300HOU_RS10635 // USA300HOU_RS10630	-
TU1OEB-408	USA300HOU_RS03540	+
TU1OEB-1355	USA300HOU_RS12980	-
TU1OEB-210	USA300HOU_RS01830 // USA300HOU_RS01825 // USA300HOU_RS01820	+
TU1OEB-530	USA300HOU_RS15200 // USA300HOU_RS15195 // USA300HOU_RS04490	+
TU1OEB-142	USA300HOU_RS01165 // USA300HOU_RS01160	+
TU1OEB-1130	USA300HOU_RS10685	-
TU1OEB-1624	USA300HOU_RS12825	+
TU1OEB-475	USA300HOU_RS04060 // USA300HOU_RS04055	+
TU1OEB-1411	USA300HOU_RS13510	+
TU1OEB-1700	USA300HOU_RS09665	+
TU1OEB-1443	USA300HOU_RS13770	-
TU1OEB-826	USA300HOU_RS07485 // USA300HOU_RS07480 // USA300HOU_RS07475	-
TU1OEB-898	USA300HOU_RS08380 // USA300HOU_RS08375 // USA300HOU_RS08370 // USA300HOU_RS08365 // USA300HOU_RS08360 // USA300HOU_RS08355	-
TU1OEB-527	USA300HOU_RS04465 // USA300HOU_RS04460 // USA300HOU_RS04455 // USA300HOU_RS15185 // USA300HOU_RS04450 // USA300HOU_RS04445	+
TU1OEB-394	USA300HOU_RS03415	+
TU1OEB-236	USA300HOU_RS02075	-
TU1OEB-786	USA300HOU_RS07070	-
TU1OEB-1654	USA300HOU_RS11790	+
TU1OEB-1435	USA300HOU_RS13715	-
TU1OEB-638	USA300HOU_RS05580	+
TU1OEB-18	USA300HOU_RS00055 // USA300HOU_RS00050	+
TU1OEB-479	USA300HOU_RS04080	+
TU1OEB-323	USA300HOU_RS02870	+
TU1OEB-440	USA300HOU_RS03800	+
TU1OEB-510	USA300HOU_RS04300	-
TU1OEB-1627	USA300HOU_RS12750	+
TU1OEB-757	USA300HOU_RS06775	-
TU1OEB-584	USA300HOU_RS05005 // USA300HOU_RS05000 // USA300HOU_RS04995 // USA300HOU_RS04990 // USA300HOU_RS04985 // USA300HOU_RS04980	+
TU1OEB-330	USA300HOU_RS02910	+
TU1OEB-1556	USA300HOU_RS14685	-
TU1OEB-1492	USA300HOU_RS14155	-
TU1OEB-1007	USA300HOU_RS09460	+
TU1OEB-1429	USA300HOU_RS13650	+
TU1OEB-733	USA300HOU_RS06540	+
TU1OEB-467	USA300HOU_RS03995 // USA300HOU_RS03990	-
TU1OEB-569	USA300HOU_RS04830	+
TU1OEB-1318	USA300HOU_RS12660 // USA300HOU_RS12655	-
TU1OEB-500	USA300HOU_RS04245 // USA300HOU_RS04240	-
TU1OEB-1500	USA300HOU_RS14205	-
TU1OEB-1766	USA300HOU_RS15285	+
TU1OEB-1736	USA300HOU_RS08085	+
TU1OEB-1487	USA300HOU_RS14120	+
TU1OEB-1199	USA300HOU_RS11465 // USA300HOU_RS11460	-
TU1OEB-1388	USA300HOU_RS13270 // USA300HOU_RS13265 // USA300HOU_RS13260 // USA300HOU_RS13255	-
TU1OEB-1414	USA300HOU_RS13535	-
TU1OEB-1488	USA300HOU_RS14125	+
TU1OEB-765	USA300HOU_RS06830	+
TU1OEB-987	USA300HOU_RS09270	-
TU1OEB-677	USA300HOU_RS05915	+
TU1OEB-1573	USA300HOU_RS14585	+
TU1OEB-610	USA300HOU_RS05240	-
TU1OEB-295	USA300HOU_RS02615 // USA300HOU_RS02610	+
TU1OEB-806	USA300HOU_RS07315 // USA300HOU_RS07310 // USA300HOU_RS07305 // USA300HOU_RS07300	-
TU1OEB-1886	USA300HOU_RS01805	-
TU1OEB-957	USA300HOU_RS09040	-
TU1OEB-341	USA300HOU_RS02980 // USA300HOU_RS02975 // USA300HOU_RS02970	-
TU1OEB-443	USA300HOU_RS03820	-
TU1OEB-791	USA300HOU_RS07135	-
TU1OEB-302	USA300HOU_RS02710 // USA300HOU_RS02705 // USA300HOU_RS02700 // USA300HOU_RS02695 // USA300HOU_RS02690 // USA300HOU_RS02685 // USA300HOU_RS02680 // USA300HOU_RS02675 // USA300HOU_RS02670 // USA300HOU_RS02665 // USA300HOU_RS02660 // USA300HOU_RS02655	+
TU1OEB-1375	USA300HOU_RS13145 // USA300HOU_RS13140	-
TU1OEB-1518	USA300HOU_RS14345	+
TU1OEB-61	USA300HOU_RS00410	+
TU1OEB-138	USA300HOU_RS01115 // USA300HOU_RS01110	+
TU1OEB-542	USA300HOU_RS04610	+
TU1OEB-1150	USA300HOU_RS10925	-
TU1OEB-1559	USA300HOU_RS14700	-
TU1OEB-1901	USA300HOU_RS01170	-
TU1OEB-43	USA300HOU_RS00250	+
TU1OEB-986	USA300HOU_RS09265	-
TU1OEB-1139	USA300HOU_RS10865	+
TU1OEB-1617	USA300HOU_RS13085	+
TU1OEB-1764	USA300HOU_RS06900	-
TU1OEB-682	USA300HOU_RS05990 // USA300HOU_RS05985	+
TU1OEB-1839	USA300HOU_RS04335	+
TU1OEB-699	USA300HOU_RS06220 // USA300HOU_RS06215 // USA300HOU_RS06210 // USA300HOU_RS06205	+
TU1OEB-135	USA300HOU_RS01080	-
TU1OEB-1361	USA300HOU_RS13015 // USA300HOU_RS13010	-
TU1OEB-1098	USA300HOU_RS10370 // USA300HOU_RS10365	+
TU1OEB-513	USA300HOU_RS04320 // USA300HOU_RS04315	-
TU1OEB-1497	USA300HOU_RS14180	-
TU1OEB-984	USA300HOU_RS09240	-
TU1OEB-568	USA300HOU_RS04825	+
TU1OEB-1837	USA300HOU_RS04500	-
TU1OEB-1036	USA300HOU_RS09700 // USA300HOU_RS09695 // USA300HOU_RS09690 // USA300HOU_RS09685 // USA300HOU_RS09680 // USA300HOU_RS09675 // USA300HOU_RS15380	-
TU1OEB-350	USA300HOU_RS03045 // USA300HOU_RS03040	+
TU1OEB-1272	USA300HOU_RS12220	-
TU1OEB-1097	USA300HOU_RS15420	+
TU1OEB-201	USA300HOU_RS01740	+
TU1OEB-139	USA300HOU_RS01120	+
TU1OEB-127	USA300HOU_RS00980	-
TU1OEB-86	USA300HOU_RS00570	+
TU1OEB-1148	USA300HOU_RS10905	-
TU1OEB-71	USA300HOU_RS00490	+
TU1OEB-1479	USA300HOU_RS14040	+
TU1OEB-81	USA300HOU_RS00545 // USA300HOU_RS00540	+
TU1OEB-11	USA300HOU_RS14865	+
TU1OEB-1515	USA300HOU_RS14330 // USA300HOU_RS14325	-
TU1OEB-1347	USA300HOU_RS12900	-
TU1OEB-65	USA300HOU_RS14955	+
TU1OEB-1078	USA300HOU_RS10180	-
TU1OEB-1666	USA300HOU_RS11165	+
TU1OEB-1875	USA300HOU_RS02140	+
TU1OEB-1301	USA300HOU_RS12505	-
TU1OEB-992	USA300HOU_RS09315 // USA300HOU_RS09310 // USA300HOU_RS09305 // USA300HOU_RS15360	-
TU1OEB-1531	USA300HOU_RS14470 // USA300HOU_RS14465 // USA300HOU_RS14460	-
TU1OEB-1732	USA300HOU_RS15330	+
TU1OEB-1392	USA300HOU_RS13310 // USA300HOU_RS13305	-
TU1OEB-1784	USA300HOU_RS06190	-
TU1OEB-1376	USA300HOU_RS13155 // USA300HOU_RS13150	-
TU1OEB-539	USA300HOU_RS04580	+
TU1OEB-1599	USA300HOU_RS15575	+
TU1OEB-1029	USA300HOU_RS09630	-
TU1OEB-955	USA300HOU_RS09025	-
TU1OEB-1847	USA300HOU_RS04040	+
TU1OEB-1902	USA300HOU_RS01130	+
TU1OEB-1016	USA300HOU_RS09535	-
TU1OEB-1920	USA300HOU_RS00230	-
TU1OEB-1441	USA300HOU_RS13760	-
TU1OEB-1691	USA300HOU_RS10280	-
TU1OEB-1482	USA300HOU_RS14065	-
TU1OEB-1735	USA300HOU_RS08185	-
TU1OEB-982	USA300HOU_RS09230	-
TU1OEB-1557	USA300HOU_RS14690	-
TU1OEB-850	USA300HOU_RS07720	-
TU1OEB-764	USA300HOU_RS06825	+
TU1OEB-1598	USA300HOU_RS13540	+
TU1OEB-886	USA300HOU_RS08245	-
TU1OEB-690	USA300HOU_RS06090 // USA300HOU_RS06085	+
TU1OEB-1188	USA300HOU_RS11320	-
TU1OEB-1163	USA300HOU_RS11015	-
TU1OEB-1780	USA300HOU_RS06485	-
TU1OEB-439	USA300HOU_RS03795	+
TU1OEB-471	USA300HOU_RS04015	+
TU1OEB-646	USA300HOU_RS05695 // USA300HOU_RS05690	+
TU1OEB-920	USA300HOU_RS15340	-
TU1OEB-250	USA300HOU_RS02175 // USA300HOU_RS02170	+
TU1OEB-770	USA300HOU_RS06875	+
TU1OEB-788	USA300HOU_RS15295	+
TU1OEB-1316	USA300HOU_RS12620	+
TU1OEB-1872	USA300HOU_RS02190	-
TU1OEB-6	USA300HOU_RS15660 // USA300HOU_RS14805	-
TU1OEB-442	USA300HOU_RS03815 // USA300HOU_RS03810	-
TU1OEB-1385	USA300HOU_RS13225	-
TU1OEB-1278	USA300HOU_RS12310 // USA300HOU_RS12305 // USA300HOU_RS12300 // USA300HOU_RS12295 // USA300HOU_RS12290 // USA300HOU_RS12285	-
TU1OEB-499	USA300HOU_RS04235	+
TU1OEB-126	USA300HOU_RS00975 // USA300HOU_RS00970 // USA300HOU_RS00965 // USA300HOU_RS00960	-
TU1OEB-931	USA300HOU_RS08795 // USA300HOU_RS08790	-
TU1OEB-447	USA300HOU_RS03860 // USA300HOU_RS03855 // USA300HOU_RS03850	+
TU1OEB-1366	USA300HOU_RS13075	-
TU1OEB-1052	USA300HOU_RS09855	-
TU1OEB-1704	USA300HOU_RS09455	-
TU1OEB-1682	USA300HOU_RS10475	+
TU1OEB-1930	USA300HOU_RS14790	+
TU1OEB-450	USA300HOU_RS03880	+
TU1OEB-463	USA300HOU_RS15140	+
TU1OEB-1179	USA300HOU_RS11230 // USA300HOU_RS11225	+
TU1OEB-958	USA300HOU_RS09060	-
TU1OEB-1434	USA300HOU_RS13700 // USA300HOU_RS13695	+
TU1OEB-102	USA300HOU_RS00705	+
TU1OEB-1548	USA300HOU_RS14630	+
TU1OEB-1491	USA300HOU_RS14150	-
TU1OEB-743	USA300HOU_RS06615	+
TU1OEB-1879	USA300HOU_RS02025	+
TU1OEB-775	USA300HOU_RS06920 // USA300HOU_RS06915	+
TU1OEB-333	USA300HOU_RS02925 // USA300HOU_RS02920	-
TU1OEB-265	USA300HOU_RS02335 // USA300HOU_RS02330 // USA300HOU_RS02325	+
TU1OEB-593	USA300HOU_RS05075	+
TU1OEB-1309	USA300HOU_RS12565	-
TU1OEB-1038	USA300HOU_RS09710	-
TU1OEB-1409	USA300HOU_RS13500	+
TU1OEB-173	USA300HOU_RS01440	+
TU1OEB-692	USA300HOU_RS06130 // USA300HOU_RS06125 // USA300HOU_RS06120 // USA300HOU_RS06115 // USA300HOU_RS06110 // USA300HOU_RS06105	+
TU1OEB-311	USA300HOU_RS02810	+
TU1OEB-1776	USA300HOU_RS06730	+
TU1OEB-1762	USA300HOU_RS06935	+
TU1OEB-7	USA300HOU_RS14835 // USA300HOU_RS14830 // USA300HOU_RS14825 // USA300HOU_RS14820	-
TU1OEB-1234	USA300HOU_RS11760	-
TU1OEB-308	USA300HOU_RS02775	+
TU1OEB-104	USA300HOU_RS00750 // USA300HOU_RS00745 // USA300HOU_RS00740	-
TU1OEB-1501	USA300HOU_RS14210	-
TU1OEB-1247	USA300HOU_RS11900	-
TU1OEB-679	USA300HOU_RS05950 // USA300HOU_RS05945 // USA300HOU_RS05940	+
TU1OEB-146	USA300HOU_RS01210 // USA300HOU_RS01205	-
TU1OEB-930	USA300HOU_RS08785	-
TU1OEB-515	USA300HOU_RS04345	-
TU1OEB-178	USA300HOU_RS01485	+
TU1OEB-837	USA300HOU_RS07585	-
TU1OEB-1536	USA300HOU_RS14500	-
TU1OEB-321	USA300HOU_RS02860	+
TU1OEB-77	USA300HOU_RS00520	+
TU1OEB-1827	USA300HOU_RS04840	-
TU1OEB-1128	USA300HOU_RS15455	-
TU1OEB-1841	USA300HOU_RS04325	+
TU1OEB-784	USA300HOU_RS07055 // USA300HOU_RS07050	-
TU1OEB-441	USA300HOU_RS03805	+
TU1OEB-883	USA300HOU_RS08220	-
TU1OEB-184	USA300HOU_RS01580	+
TU1OEB-1136	USA300HOU_RS10850	+
TU1OEB-1913	USA300HOU_RS00480	+
TU1OEB-110	USA300HOU_RS00785	+
TU1OEB-979	USA300HOU_RS09215	-
TU1OEB-404	USA300HOU_RS03515	+
TU1OEB-511	USA300HOU_RS04305	-
TU1OEB-1297	USA300HOU_RS12480	-
TU1OEB-1064	USA300HOU_RS10090 // USA300HOU_RS10085 // USA300HOU_RS10080 // USA300HOU_RS10075 // USA300HOU_RS10070 // USA300HOU_RS10065 // USA300HOU_RS10060 // USA300HOU_RS10055 // USA300HOU_RS10050 // USA300HOU_RS10045 // USA300HOU_RS10040 // USA300HOU_RS10035 // USA300HOU_RS10030 // USA300HOU_RS10025 // USA300HOU_RS10020 // USA300HOU_RS10015 // USA300HOU_RS10010 // USA300HOU_RS10005 // USA300HOU_RS10000 // USA300HOU_RS09995 // USA300HOU_RS09990 // USA300HOU_RS09985 // USA300HOU_RS09980 // USA300HOU_RS09975 // USA300HOU_RS09970 // USA300HOU_RS09965 // USA300HOU_RS09960 // USA300HOU_RS09955 // USA300HOU_RS09950 // USA300HOU_RS09945	-
TU1OEB-1217	USA300HOU_RS11615	-
TU1OEB-1452	USA300HOU_RS13845 // USA300HOU_RS13840 // USA300HOU_RS13835	-
TU1OEB-919	USA300HOU_RS08670 // USA300HOU_RS08665	-
TU1OEB-252	USA300HOU_RS02205 // USA300HOU_RS02200 // USA300HOU_RS02195	+
TU1OEB-203	USA300HOU_RS15015 // USA300HOU_RS01765 // USA300HOU_RS01760 // USA300HOU_RS01755 // USA300HOU_RS01750	-
TU1OEB-809	USA300HOU_RS07335	+
TU1OEB-324	USA300HOU_RS02875	+
TU1OEB-1060	USA300HOU_RS09910 // USA300HOU_RS09905	-
TU1OEB-928	USA300HOU_RS08775	-
TU1OEB-869	USA300HOU_RS08050	+
TU1OEB-1554	USA300HOU_RS14675 // USA300HOU_RS15630	+
TU1OEB-137	USA300HOU_RS01105 // USA300HOU_RS01100 // USA300HOU_RS01095 // USA300HOU_RS01090	+
TU1OEB-344	USA300HOU_RS03000	+
TU1OEB-219	USA300HOU_RS15025 // USA300HOU_RS01930	-
TU1OEB-1100	USA300HOU_RS10390 // USA300HOU_RS10385	-
TU1OEB-897	USA300HOU_RS08345 // USA300HOU_RS08340	-
TU1OEB-1688	USA300HOU_RS10330	+
TU1OEB-1673	USA300HOU_RS15475	+
TU1OEB-162	USA300HOU_RS01355 // USA300HOU_RS01350	+
TU1OEB-703	USA300HOU_RS06260 // USA300HOU_RS06255	+
TU1OEB-33	USA300HOU_RS00170	+
TU1OEB-109	USA300HOU_RS00780 // USA300HOU_RS00775	+
TU1OEB-1373	USA300HOU_RS13130 // USA300HOU_RS13125	-
TU1OEB-1507	USA300HOU_RS14270 // USA300HOU_RS14265 // USA300HOU_RS14260	-
TU1OEB-247	USA300HOU_RS02150	+
TU1OEB-1022	USA300HOU_RS09580 // USA300HOU_RS09575 // USA300HOU_RS09570	-
TU1OEB-653	USA300HOU_RS05750 // USA300HOU_RS05745	+
TU1OEB-1856	USA300HOU_RS03450	-
TU1OEB-121	USA300HOU_RS00930	+
TU1OEB-1338	USA300HOU_RS12840 // USA300HOU_RS12835	-
TU1OEB-402	USA300HOU_RS03495	+
TU1OEB-240	USA300HOU_RS02105	+
TU1OEB-651	USA300HOU_RS05735	+
TU1OEB-1535	USA300HOU_RS15620	+
TU1OEB-836	USA300HOU_RS07580	-
TU1OEB-902	USA300HOU_RS08425	-
TU1OEB-1595	USA300HOU_RS13685	+
TU1OEB-457	USA300HOU_RS03930	-
TU1OEB-1708	USA300HOU_RS09320	+
TU1OEB-1254	USA300HOU_RS11945	-
TU1OEB-458	USA300HOU_RS03940 // USA300HOU_RS03935 // USA300HOU_RS15130	-
TU1OEB-273	USA300HOU_RS02400 // USA300HOU_RS02395	+
TU1OEB-1426	USA300HOU_RS15585	-
TU1OEB-1144	USA300HOU_RS10890	-
TU1OEB-1490	USA300HOU_RS14145	-
TU1OEB-192	USA300HOU_RS01645 // USA300HOU_RS01640	+
TU1OEB-1256	USA300HOU_RS11965 // USA300HOU_RS11960	-
TU1OEB-772	USA300HOU_RS06895 // USA300HOU_RS06890	+
TU1OEB-1601	USA300HOU_RS13450	-
TU1OEB-674	USA300HOU_RS05895	+
TU1OEB-558	USA300HOU_RS15215	-
TU1OEB-796	USA300HOU_RS07190 // USA300HOU_RS07185	-
TU1OEB-318	USA300HOU_RS02845	+
TU1OEB-800	USA300HOU_RS07225	-
TU1OEB-991	USA300HOU_RS15355	-
TU1OEB-1729	USA300HOU_RS08530	+
TU1OEB-698	USA300HOU_RS06200	+
TU1OEB-1391	USA300HOU_RS13300	-
TU1OEB-315	USA300HOU_RS02830	+
TU1OEB-554	USA300HOU_RS04740	+
TU1OEB-1157	USA300HOU_RS10980	+
TU1OEB-37	USA300HOU_RS00210 // USA300HOU_RS00205	-
TU1OEB-1821	USA300HOU_RS05100	-
TU1OEB-181	USA300HOU_RS01550	+
TU1OEB-1586	USA300HOU_RS14055	+
TU1OEB-1120	USA300HOU_RS15445	-
TU1OEB-377	USA300HOU_RS03240	+
TU1OEB-432	USA300HOU_RS03745 // USA300HOU_RS03740	-
TU1OEB-747	USA300HOU_RS06650	+
TU1OEB-1222	USA300HOU_RS11665 // USA300HOU_RS11660 // USA300HOU_RS11655	-
TU1OEB-731	USA300HOU_RS06520 // USA300HOU_RS06515 // USA300HOU_RS06510	+
TU1OEB-409	USA300HOU_RS03570 // USA300HOU_RS03565 // USA300HOU_RS03560	+
TU1OEB-1444	USA300HOU_RS13780 // USA300HOU_RS13775	-
TU1OEB-480	USA300HOU_RS04085	+
TU1OEB-846	USA300HOU_RS07660 // USA300HOU_RS07655	-
TU1OEB-953	USA300HOU_RS09010 // USA300HOU_RS09005	-
TU1OEB-258	USA300HOU_RS02270	+
TU1OEB-83	USA300HOU_RS00555	-
TU1OEB-20	USA300HOU_RS00080 // USA300HOU_RS00075 // USA300HOU_RS00070 // USA300HOU_RS00065	+
TU1OEB-1581	USA300HOU_RS14130	-
TU1OEB-793	USA300HOU_RS07165 // USA300HOU_RS07160 // USA300HOU_RS07155	+
TU1OEB-822	USA300HOU_RS07440	-
TU1OEB-978	USA300HOU_RS09210 // USA300HOU_RS09205	+
TU1OEB-59	USA300HOU_RS00395 // USA300HOU_RS00390	+
TU1OEB-1149	USA300HOU_RS10915 // USA300HOU_RS10910	-
TU1OEB-354	USA300HOU_RS03075	+
TU1OEB-1909	USA300HOU_RS14970	-
TU1OEB-1257	USA300HOU_RS11975	-
TU1OEB-215	USA300HOU_RS01905 // USA300HOU_RS01900 // USA300HOU_RS01895 // USA300HOU_RS01890	-
TU1OEB-608	USA300HOU_RS05225	-
TU1OEB-1819	USA300HOU_RS05155	-
TU1OEB-1442	USA300HOU_RS13765	-
TU1OEB-1076	USA300HOU_RS10170	-
TU1OEB-1331	USA300HOU_RS12785 // USA300HOU_RS12780	+
TU1OEB-288	USA300HOU_RS02540 // USA300HOU_RS02535 // USA300HOU_RS02530	+
TU1OEB-436	USA300HOU_RS03765	+
TU1OEB-1255	USA300HOU_RS11950	-
TU1OEB-251	USA300HOU_RS02185 // USA300HOU_RS02180	+
TU1OEB-932	USA300HOU_RS08810 // USA300HOU_RS08805	-
TU1OEB-1472	USA300HOU_RS13990 // USA300HOU_RS13985	+
TU1OEB-1269	USA300HOU_RS12205	+
TU1OEB-916	USA300HOU_RS08635 // USA300HOU_RS08630	-
TU1OEB-664	USA300HOU_RS05820	-
TU1OEB-180	USA300HOU_RS01545	+
TU1OEB-1405	USA300HOU_RS13455	-
TU1OEB-630	USA300HOU_RS05510	+
TU1OEB-870	USA300HOU_RS08070 // USA300HOU_RS08065 // USA300HOU_RS08060 // USA300HOU_RS08055	-
TU1OEB-1156	USA300HOU_RS10975 // USA300HOU_RS10970	+
TU1OEB-260	USA300HOU_RS02285	+
TU1OEB-1882	USA300HOU_RS01985	+
TU1OEB-624	USA300HOU_RS05450	+
TU1OEB-316	USA300HOU_RS02835	+
TU1OEB-1363	USA300HOU_RS13050 // USA300HOU_RS13045 // USA300HOU_RS13040	-
TU1OEB-1509	USA300HOU_RS14285	-
TU1OEB-1102	USA300HOU_RS10405	+
TU1OEB-213	USA300HOU_RS01865 // USA300HOU_RS01860 // USA300HOU_RS01855 // USA300HOU_RS01850	+
TU1OEB-22	USA300HOU_RS00095 // USA300HOU_RS00090	+
TU1OEB-241	USA300HOU_RS02110	+
TU1OEB-1049	USA300HOU_RS09830	+
TU1OEB-223	USA300HOU_RS01960	-
TU1OEB-1917	USA300HOU_RS00300	+
TU1OEB-1212	USA300HOU_RS11585 // USA300HOU_RS11580	+
TU1OEB-115	USA300HOU_RS00875	+
TU1OEB-1593	USA300HOU_RS13705	-
TU1OEB-1290	USA300HOU_RS12445	-
TU1OEB-609	USA300HOU_RS05235 // USA300HOU_RS05230	+
TU1OEB-1296	USA300HOU_RS12475	+
TU1OEB-444	USA300HOU_RS03825	-
TU1OEB-171	USA300HOU_RS01425	+
TU1OEB-347	USA300HOU_RS03025 // USA300HOU_RS03020	+
TU1OEB-190	USA300HOU_RS15005	+
TU1OEB-517	USA300HOU_RS04355	+
TU1OEB-1336	USA300HOU_RS12820	-
TU1OEB-12	USA300HOU_RS14870	+
TU1OEB-498	USA300HOU_RS15175	+
TU1OEB-740	USA300HOU_RS06600	+
TU1OEB-1619	USA300HOU_RS13035	+
TU1OEB-242	USA300HOU_RS02115	+
TU1OEB-1523	USA300HOU_RS14400 // USA300HOU_RS14395 // USA300HOU_RS14390 // USA300HOU_RS14385	-
TU1OEB-804	USA300HOU_RS07280 // USA300HOU_RS07275 // USA300HOU_RS07270 // USA300HOU_RS07265	-
TU1OEB-106	USA300HOU_RS00760	+
TU1OEB-1770	USA300HOU_RS06815	-
TU1OEB-1546	USA300HOU_RS14615	+
TU1OEB-631	USA300HOU_RS05515	-
TU1OEB-1687	USA300HOU_RS10430	-
TU1OEB-917	USA300HOU_RS08650 // USA300HOU_RS08645	-
TU1OEB-781	USA300HOU_RS07010	-
TU1OEB-1815	USA300HOU_RS05260	+
TU1OEB-628	USA300HOU_RS05500 // USA300HOU_RS05495 // USA300HOU_RS05490 // USA300HOU_RS05485 // USA300HOU_RS05480	+
TU1OEB-353	USA300HOU_RS03065 // USA300HOU_RS03060	-
TU1OEB-521	USA300HOU_RS04385 // USA300HOU_RS04380	+
TU1OEB-1198	USA300HOU_RS11455	-
TU1OEB-903	USA300HOU_RS08435 // USA300HOU_RS08430	-
TU1OEB-285	USA300HOU_RS02510 // USA300HOU_RS02505 // USA300HOU_RS02495 // USA300HOU_RS02490 // USA300HOU_RS02485	+
TU1OEB-1483	USA300HOU_RS14085 // USA300HOU_RS14080 // USA300HOU_RS14075	-
TU1OEB-1194	USA300HOU_RS11415 // USA300HOU_RS11410 // USA300HOU_RS11405 // USA300HOU_RS11400	-
TU1OEB-876	USA300HOU_RS08130	-
TU1OEB-1085	USA300HOU_RS10250	+
TU1OEB-191	USA300HOU_RS01630	+
TU1OEB-123	USA300HOU_RS00940	+
TU1OEB-834	USA300HOU_RS07555	-
TU1OEB-290	USA300HOU_RS02555 // USA300HOU_RS02550	+
TU1OEB-1809	USA300HOU_RS05375	-
TU1OEB-828	USA300HOU_RS07505	-
TU1OEB-546	USA300HOU_RS04670	+
TU1OEB-882	USA300HOU_RS08215 // USA300HOU_RS08210	-
TU1OEB-1779	USA300HOU_RS06570	-
TU1OEB-255	USA300HOU_RS02235 // USA300HOU_RS02230	+
TU1OEB-1924	USA300HOU_RS14905	-
TU1OEB-1450	USA300HOU_RS13810	-
TU1OEB-1858	USA300HOU_RS03440	-
TU1OEB-1344	USA300HOU_RS12885	+
TU1OEB-1258	USA300HOU_RS11980	-
TU1OEB-708	USA300HOU_RS06295	+
TU1OEB-820	USA300HOU_RS07420 // USA300HOU_RS07415	+
TU1OEB-1611	USA300HOU_RS13235	-
TU1OEB-649	USA300HOU_RS05720 // USA300HOU_RS05715	+
TU1OEB-345	USA300HOU_RS03005	+
TU1OEB-1041	USA300HOU_RS15390	+
TU1OEB-879	USA300HOU_RS08170 // USA300HOU_RS08165	-
TU1OEB-1271	USA300HOU_RS12215	-
TU1OEB-19	USA300HOU_RS00060	+
TU1OEB-956	USA300HOU_RS09035 // USA300HOU_RS09030	-
TU1OEB-1358	USA300HOU_RS12995	-
TU1OEB-478	USA300HOU_RS04075	+
TU1OEB-1390	USA300HOU_RS15555 // USA300HOU_RS13285 // USA300HOU_RS13280	-
TU1OEB-52	USA300HOU_RS00320	-
TU1OEB-825	USA300HOU_RS07470	-
TU1OEB-112	USA300HOU_RS00795	+
TU1OEB-553	USA300HOU_RS04735	+
TU1OEB-533	USA300HOU_RS04520	+
TU1OEB-877	USA300HOU_RS08145 // USA300HOU_RS08140 // USA300HOU_RS08135	-
TU1OEB-1929	USA300HOU_RS15650	-
TU1OEB-1	USA300HOU_RS15640 // USA300HOU_RS14730	+
TU1OEB-1524	USA300HOU_RS14415 // USA300HOU_RS14410 // USA300HOU_RS14405	-
TU1OEB-477	USA300HOU_RS04070	+
TU1OEB-952	USA300HOU_RS15350	-
TU1OEB-211	USA300HOU_RS01840 // USA300HOU_RS01835	-
TU1OEB-154	USA300HOU_RS01265	+
TU1OEB-983	USA300HOU_RS09235	-
TU1OEB-235	USA300HOU_RS02070 // USA300HOU_RS02065 // USA300HOU_RS02060 // USA300HOU_RS02055	+
TU1OEB-1094	USA300HOU_RS10350 // USA300HOU_RS10345 // USA300HOU_RS10340 // USA300HOU_RS10335	-
TU1OEB-1560	USA300HOU_RS14710 // USA300HOU_RS14705	-
TU1OEB-1161	USA300HOU_RS11005	-
TU1OEB-918	USA300HOU_RS08655	-
TU1OEB-710	USA300HOU_RS06315 // USA300HOU_RS06310	+
TU1OEB-14	USA300HOU_RS00005	+
TU1OEB-1480	USA300HOU_RS14045	+
TU1OEB-188	USA300HOU_RS01620	-
TU1OEB-1133	USA300HOU_RS10800 // USA300HOU_RS10795	-
TU1OEB-1131	USA300HOU_RS10770 // USA300HOU_RS10765 // USA300HOU_RS10760 // USA300HOU_RS10755 // USA300HOU_RS10750 // USA300HOU_RS10745 // USA300HOU_RS10740 // USA300HOU_RS10735 // USA300HOU_RS10730 // USA300HOU_RS10725 // USA300HOU_RS10720 // USA300HOU_RS10715 // USA300HOU_RS10710 // USA300HOU_RS10705 // USA300HOU_RS10700 // USA300HOU_RS10695 // USA300HOU_RS10690	-
TU1OEB-1045	USA300HOU_RS09815 // USA300HOU_RS09810	-
TU1OEB-831	USA300HOU_RS07535	-
TU1OEB-325	USA300HOU_RS02880	+
TU1OEB-1508	USA300HOU_RS15610	-
TU1OEB-1710	USA300HOU_RS09180	+
TU1OEB-8	USA300HOU_RS14850 // USA300HOU_RS14840	-
TU1OEB-231	USA300HOU_RS15035	-
TU1OEB-1125	USA300HOU_RS10595	-
TU1OEB-1028	USA300HOU_RS09625 // USA300HOU_RS09620 // USA300HOU_RS09615	-
TU1OEB-545	USA300HOU_RS04665	+
TU1OEB-1757	USA300HOU_RS15290	+
TU1OEB-1099	USA300HOU_RS10380 // USA300HOU_RS10375	-
TU1OEB-863	USA300HOU_RS07995 // USA300HOU_RS07990 // USA300HOU_RS07985	-
