Transcription-Units,Genes of transcription unit,Direction
TU271D-726,CLJU_RS06265 // CLJU_RS06260,+
TU271D-579,CLJU_RS04855 // CLJU_RS21250 // CLJU_RS21245,+
TU271D-1877,CLJU_RS15975 // CLJU_RS21450,-
TU271D-2148,CLJU_RS18235,+
TU271D-2520,CLJU_RS19150,+
TU271D-996,CLJU_RS08550,+
TU271D-2877,CLJU_RS01860,-
TU271D-2868,CLJU_RS02635,-
TU271D-2904,CLJU_RS00185,-
TU271D-2294,CLJU_RS19420 // CLJU_RS19415 // CLJU_RS19410 // CLJU_RS19405 // CLJU_RS19400 // CLJU_RS19395 // CLJU_RS19390,-
TU271D-1979,CLJU_RS16755,+
TU271D-1020,CLJU_RS08725,-
TU271D-725,CLJU_RS06255,-
TU271D-2033,CLJU_RS17230,-
TU271D-141,CLJU_RS01080,+
TU271D-917,CLJU_RS07855,+
TU271D-1348,CLJU_RS11460 // CLJU_RS11455 // CLJU_RS11450,-
TU271D-2519,CLJU_RS19155,-
TU271D-2130,CLJU_RS17965 // CLJU_RS17960 // CLJU_RS22470 // CLJU_RS17955 // CLJU_RS17950,-
TU271D-724,CLJU_RS06250,-
TU271D-17,CLJU_RS22100,+
TU271D-1072,CLJU_RS09160,+
TU271D-837,CLJU_RS07230,+
TU271D-1619,CLJU_RS13760,+
TU271D-499,CLJU_RS04140,+
TU271D-578,CLJU_RS04845 // CLJU_RS04840,-
TU271D-1250,CLJU_RS10595 // CLJU_RS10590,-
TU271D-2582,CLJU_RS16500,+
TU271D-1829,CLJU_RS15545 // CLJU_RS15540 // CLJU_RS15535,-
TU271D-2518,CLJU_RS19305,+
TU271D-440,CLJU_RS03695,+
TU271D-2711,CLJU_RS11310,+
TU271D-1279,CLJU_RS10810 // CLJU_RS10805,-
TU271D-1171,CLJU_RS09930,+
TU271D-64,CLJU_RS00515 // CLJU_RS00510,+
TU271D-1273,CLJU_RS10770,-
TU271D-289,CLJU_RS02315,+
TU271D-723,CLJU_RS06245 // CLJU_RS06240 // CLJU_RS06235,+
TU271D-1727,CLJU_RS14585,-
TU271D-259,CLJU_RS02075 // CLJU_RS02070,+
TU271D-916,CLJU_RS07850,+
TU271D-733,CLJU_RS06335 // CLJU_RS06330,+
TU271D-109,CLJU_RS00860 // CLJU_RS00855,+
TU271D-1222,CLJU_RS10380,+
TU271D-353,CLJU_RS02940,+
TU271D-1350,CLJU_RS11470,-
TU271D-2517,CLJU_RS19330,+
TU271D-2372,CLJU_RS20050 // CLJU_RS20045,-
TU271D-1674,CLJU_RS14155,-
TU271D-722,CLJU_RS06230,+
TU271D-188,CLJU_RS01465,+
TU271D-2710,CLJU_RS11405,+
TU271D-2177,CLJU_RS18430 // CLJU_RS18425 // CLJU_RS18420,+
TU271D-577,CLJU_RS04835,-
TU271D-2516,CLJU_RS19365,+
TU271D-2806,CLJU_RS06920,+
TU271D-1902,CLJU_RS16160 // CLJU_RS16155,-
TU271D-1993,CLJU_RS16895,-
TU271D-1927,CLJU_RS16355,-
TU271D-1040,CLJU_RS08900,+
TU271D-2293,CLJU_RS19380,-
TU271D-1637,CLJU_RS13885 // CLJU_RS13880 // CLJU_RS13875,-
TU271D-721,CLJU_RS06225 // CLJU_RS06220,+
TU271D-2234,CLJU_RS18890,-
TU271D-1310,CLJU_RS11065,-
TU271D-2021,CLJU_RS17120,-
TU271D-2896,CLJU_RS00645,-
TU271D-1750,CLJU_RS14800,-
TU271D-915,CLJU_RS07840 // CLJU_RS07835,+
TU271D-1336,CLJU_RS11305,-
TU271D-2515,CLJU_RS19385,+
TU271D-2371,CLJU_RS20040,-
TU271D-720,CLJU_RS22555,+
TU271D-16,CLJU_RS00150,+
TU271D-209,CLJU_RS01655,+
TU271D-1703,CLJU_RS14395 // CLJU_RS14390 // CLJU_RS14385 // CLJU_RS14380 // CLJU_RS14375 // CLJU_RS14370 // CLJU_RS14365 // CLJU_RS14360,-
TU271D-1270,CLJU_RS10760 // CLJU_RS10755 // CLJU_RS10750,-
TU271D-498,CLJU_RS04135,+
TU271D-576,CLJU_RS21240 // CLJU_RS21550 // CLJU_RS04825 // CLJU_RS04820,-
TU271D-2709,CLJU_RS11410,-
TU271D-1828,CLJU_RS21445,-
TU271D-2514,CLJU_RS19440,-
TU271D-1986,CLJU_RS16820 // CLJU_RS16815,-
TU271D-1904,CLJU_RS16170,-
TU271D-1495,CLJU_RS12710,-
TU271D-439,CLJU_RS03690,+
TU271D-318,CLJU_RS02530 // CLJU_RS02525,+
TU271D-1442,CLJU_RS12265 // CLJU_RS12260,-
TU271D-2068,CLJU_RS17480,-
TU271D-1480,CLJU_RS12595,-
TU271D-719,CLJU_RS06210 // CLJU_RS06205 // CLJU_RS06200 // CLJU_RS06195 // CLJU_RS06190 // CLJU_RS06185 // CLJU_RS06180,+
TU271D-1163,CLJU_RS09865,+
TU271D-1169,CLJU_RS09915,+
TU271D-1133,CLJU_RS09675,+
TU271D-914,CLJU_RS07830,+
TU271D-946,CLJU_RS08155 // CLJU_RS08150,+
TU271D-382,CLJU_RS03190 // CLJU_RS03185 // CLJU_RS03180 // CLJU_RS03175,-
TU271D-90,CLJU_RS00715 // CLJU_RS00710,+
TU271D-2370,CLJU_RS20035,-
TU271D-2114,CLJU_RS17860,-
TU271D-1231,CLJU_RS10440,-
TU271D-335,CLJU_RS02755 // CLJU_RS02750,+
TU271D-718,CLJU_RS06175 // CLJU_RS06170 // CLJU_RS06165,+
TU271D-1130,CLJU_RS09645 // CLJU_RS09640,+
TU271D-1651,CLJU_RS13980 // CLJU_RS13975 // CLJU_RS13970 // CLJU_RS13965,-
TU271D-575,CLJU_RS04815,-
TU271D-1876,CLJU_RS21820 // CLJU_RS15960,+
TU271D-2147,CLJU_RS18230,-
TU271D-1094,CLJU_RS09340,+
TU271D-2512,CLJU_RS19530,-
TU271D-2805,CLJU_RS06970,-
TU271D-2708,CLJU_RS11415,+
TU271D-1534,CLJU_RS13125,-
TU271D-2478,CLJU_RS21005 // CLJU_RS21970,+
TU271D-2292,CLJU_RS19375,-
TU271D-1412,CLJU_RS12045 // CLJU_RS12040,+
TU271D-1180,CLJU_RS09995,+
TU271D-717,CLJU_RS06160,+
TU271D-2804,CLJU_RS07005,+
TU271D-1639,CLJU_RS13895,-
TU271D-913,CLJU_RS07825 // CLJU_RS07820,+
TU271D-2010,CLJU_RS17045 // CLJU_RS17040 // CLJU_RS17035,-
TU271D-1221,CLJU_RS10375,+
TU271D-2511,CLJU_RS19725,+
TU271D-2369,CLJU_RS20030 // CLJU_RS20025,-
TU271D-242,CLJU_RS01930,+
TU271D-1599,CLJU_RS13600,-
TU271D-716,CLJU_RS06155 // CLJU_RS06150 // CLJU_RS06145 // CLJU_RS06140 // CLJU_RS06135,+
TU271D-2506,CLJU_RS20670,+
TU271D-15,CLJU_RS00145,+
TU271D-1553,CLJU_RS22305,-
TU271D-574,CLJU_RS21225 // CLJU_RS04805,+
TU271D-497,CLJU_RS04130,-
TU271D-2455,CLJU_RS20790 // CLJU_RS20785 // CLJU_RS20780 // CLJU_RS20775 // CLJU_RS20770 // CLJU_RS20765 // CLJU_RS20760 // CLJU_RS20755 // CLJU_RS20750 // CLJU_RS20745,-
TU271D-1827,CLJU_RS21440 // CLJU_RS15515,-
TU271D-2510,CLJU_RS19775,+
TU271D-438,CLJU_RS22145,+
TU271D-2707,CLJU_RS11530,+
TU271D-63,CLJU_RS00500 // CLJU_RS00495,+
TU271D-1367,CLJU_RS22260 // CLJU_RS11580,-
TU271D-288,CLJU_RS02310 // CLJU_RS02305 // CLJU_RS02300,+
TU271D-715,CLJU_RS06130,+
TU271D-1552,CLJU_RS13295,-
TU271D-912,CLJU_RS07815,+
TU271D-110,CLJU_RS00870 // CLJU_RS00865,+
TU271D-352,CLJU_RS02930 // CLJU_RS02925,+
TU271D-2509,CLJU_RS19815,+
TU271D-2368,CLJU_RS20020,-
TU271D-1124,CLJU_RS09590,+
TU271D-2099,CLJU_RS17760,-
TU271D-714,CLJU_RS06125 // CLJU_RS06120 // CLJU_RS06115,+
TU271D-1981,CLJU_RS16770 // CLJU_RS16765,-
TU271D-2176,CLJU_RS18415,-
TU271D-573,CLJU_RS04800 // CLJU_RS04795,+
TU271D-2508,CLJU_RS19935,+
TU271D-1503,CLJU_RS12815,-
TU271D-1012,CLJU_RS08670 // CLJU_RS08665 // CLJU_RS08660,+
TU271D-1102,CLJU_RS09405 // CLJU_RS09400,+
TU271D-35,CLJU_RS00280,+
TU271D-2291,CLJU_RS19370,-
TU271D-2883,CLJU_RS01305,-
TU271D-713,CLJU_RS06110 // CLJU_RS06105,+
TU271D-155,CLJU_RS01195 // CLJU_RS01190 // CLJU_RS01185 // CLJU_RS01180 // CLJU_RS01175 // CLJU_RS01170,+
TU271D-2232,CLJU_RS18880,-
TU271D-1754,CLJU_RS14850,-
TU271D-1355,CLJU_RS11505,+
TU271D-1551,CLJU_RS13275 // CLJU_RS13270,-
TU271D-911,CLJU_RS07810,+
TU271D-1380,CLJU_RS11740,+
TU271D-2507,CLJU_RS20345,+
TU271D-2367,CLJU_RS20015 // CLJU_RS20010 // CLJU_RS20005 // CLJU_RS20000,-
TU271D-1765,CLJU_RS14945,-
TU271D-2079,CLJU_RS17615,-
TU271D-712,CLJU_RS06100,+
TU271D-1009,CLJU_RS08640,+
TU271D-208,CLJU_RS01650,+
TU271D-1494,CLJU_RS12705,-
TU271D-496,CLJU_RS04125,-
TU271D-572,CLJU_RS04790,+
TU271D-1529,CLJU_RS13090 // CLJU_RS13085 // CLJU_RS13080,+
TU271D-2052,CLJU_RS17375,-
TU271D-1826,CLJU_RS15510,+
TU271D-1919,CLJU_RS16315,-
TU271D-437,CLJU_RS03685,+
TU271D-317,CLJU_RS02520 // CLJU_RS02515,+
TU271D-2705,CLJU_RS11915,+
TU271D-1016,CLJU_RS08695,+
TU271D-1614,CLJU_RS13700,-
TU271D-711,CLJU_RS06095 // CLJU_RS06090 // CLJU_RS06085,+
TU271D-381,CLJU_RS03170 // CLJU_RS03165 // CLJU_RS03160,+
TU271D-910,CLJU_RS07800,-
TU271D-92,CLJU_RS00730,+
TU271D-2505,CLJU_RS20675,-
TU271D-2366,CLJU_RS19995,-
TU271D-2483,CLJU_RS21030,+
TU271D-2869,CLJU_RS02495,-
TU271D-1777,CLJU_RS15025,-
TU271D-710,CLJU_RS06080,+
TU271D-171,CLJU_RS01315,+
TU271D-571,CLJU_RS04785,+
TU271D-1875,CLJU_RS21815,+
TU271D-1791,CLJU_RS15120 // CLJU_RS15115,+
TU271D-2146,CLJU_RS18225,-
TU271D-2504,CLJU_RS20850,+
TU271D-2803,CLJU_RS07175,-
TU271D-2704,CLJU_RS11950,+
TU271D-2290,CLJU_RS19360,-
TU271D-1411,CLJU_RS12035,+
TU271D-709,CLJU_RS06075 // CLJU_RS06070 // CLJU_RS06065,+
TU271D-2231,CLJU_RS18875 // CLJU_RS18870,-
TU271D-140,CLJU_RS01075,+
TU271D-1890,CLJU_RS16070,-
TU271D-909,CLJU_RS07795 // CLJU_RS07790,-
TU271D-2001,CLJU_RS16950 // CLJU_RS16945,-
TU271D-1220,CLJU_RS10365,+
TU271D-2503,CLJU_RS20855,-
TU271D-2365,CLJU_RS19990,-
TU271D-1057,CLJU_RS09065 // CLJU_RS09060 // CLJU_RS09055,-
TU271D-2129,CLJU_RS17945,-
TU271D-708,CLJU_RS06060,+
TU271D-1957,CLJU_RS16565 // CLJU_RS16560,-
TU271D-1676,CLJU_RS14165,-
TU271D-13,CLJU_RS00135 // CLJU_RS00130,+
TU271D-495,CLJU_RS04120,+
TU271D-570,CLJU_RS04780,+
TU271D-1386,CLJU_RS11785 // CLJU_RS11780,-
TU271D-1514,CLJU_RS12930 // CLJU_RS12925,+
TU271D-1825,CLJU_RS15505,+
TU271D-2502,CLJU_RS22095,+
TU271D-1042,CLJU_RS08925 // CLJU_RS08920 // CLJU_RS08915,+
TU271D-436,CLJU_RS03680 // CLJU_RS03675,+
TU271D-2703,CLJU_RS11970,+
TU271D-62,CLJU_RS00490,+
TU271D-1278,CLJU_RS10800 // CLJU_RS10795 // CLJU_RS10790 // CLJU_RS10785,-
TU271D-707,CLJU_RS06055,+
TU271D-1443,CLJU_RS12270,-
TU271D-1550,CLJU_RS13265 // CLJU_RS13260,-
TU271D-258,CLJU_RS02065 // CLJU_RS02060 // CLJU_RS02055 // CLJU_RS02050,+
TU271D-908,CLJU_RS07785 // CLJU_RS07780,-
TU271D-351,CLJU_RS02910 // CLJU_RS02905,-
TU271D-2501,CLJU_RS20885,-
TU271D-2364,CLJU_RS19985 // CLJU_RS19980 // CLJU_RS19975 // CLJU_RS19970 // CLJU_RS19965,-
TU271D-1658,CLJU_RS14035,-
TU271D-706,CLJU_RS06050 // CLJU_RS06045,+
TU271D-192,CLJU_RS01490 // CLJU_RS01485,+
TU271D-118,CLJU_RS00920,+
TU271D-1147,CLJU_RS22590,+
TU271D-569,CLJU_RS04775,+
TU271D-2500,CLJU_RS20900,-
TU271D-2864,CLJU_RS02915,+
TU271D-2802,CLJU_RS07195,-
TU271D-2702,CLJU_RS11975,-
TU271D-1702,CLJU_RS14355,-
TU271D-1327,CLJU_RS11225,-
TU271D-1448,CLJU_RS12320,-
TU271D-2289,CLJU_RS19355 // CLJU_RS19350 // CLJU_RS19345,-
TU271D-705,CLJU_RS06040,+
TU271D-1784,CLJU_RS15070,-
TU271D-2900,CLJU_RS00505,-
TU271D-1262,CLJU_RS10680,-
TU271D-2230,CLJU_RS18865,-
TU271D-929,CLJU_RS07990 // CLJU_RS07985,-
TU271D-1698,CLJU_RS14335,-
TU271D-907,CLJU_RS07775 // CLJU_RS07770 // CLJU_RS07765,+
TU271D-1335,CLJU_RS11300,-
TU271D-1054,CLJU_RS09040 // CLJU_RS09035 // CLJU_RS09030,+
TU271D-2499,CLJU_RS20905,+
TU271D-2363,CLJU_RS19960,-
TU271D-2110,CLJU_RS17840,-
TU271D-1434,CLJU_RS12210,-
TU271D-704,CLJU_RS06035 // CLJU_RS06030,+
TU271D-12,CLJU_RS21185 // CLJU_RS00115,+
TU271D-1007,CLJU_RS08625,-
TU271D-207,CLJU_RS01645 // CLJU_RS01640 // CLJU_RS01635,+
TU271D-1701,CLJU_RS14350,-
TU271D-1913,CLJU_RS16255,-
TU271D-494,CLJU_RS04115,+
TU271D-568,CLJU_RS04770,+
TU271D-1824,CLJU_RS15500 // CLJU_RS22390,-
TU271D-2498,CLJU_RS20910,-
TU271D-435,CLJU_RS03670,+
TU271D-316,CLJU_RS02510,+
TU271D-2801,CLJU_RS07200,+
TU271D-2701,CLJU_RS12095,+
TU271D-2067,CLJU_RS17475,-
TU271D-2849,CLJU_RS03840,-
TU271D-703,CLJU_RS06025,+
TU271D-1025,CLJU_RS08780,+
TU271D-1271,CLJU_RS21640,+
TU271D-380,CLJU_RS03155,+
TU271D-1509,CLJU_RS12860,-
TU271D-906,CLJU_RS07755,+
TU271D-91,CLJU_RS00725 // CLJU_RS00720,+
TU271D-2497,CLJU_RS21170,-
TU271D-2362,CLJU_RS19955 // CLJU_RS19950,-
TU271D-2112,CLJU_RS17850,-
TU271D-334,CLJU_RS02745 // CLJU_RS02740 // CLJU_RS02735 // CLJU_RS02730,+
TU271D-702,CLJU_RS06020,+
TU271D-1670,CLJU_RS21755,-
TU271D-2149,CLJU_RS18240,+
TU271D-567,CLJU_RS04765 // CLJU_RS04760,+
TU271D-1874,CLJU_RS15950,+
TU271D-1511,CLJU_RS12890 // CLJU_RS12885 // CLJU_RS12880 // CLJU_RS12875,-
TU271D-2145,CLJU_RS18220,-
TU271D-2700,CLJU_RS12155,+
TU271D-2496,CLJU_RS21165 // CLJU_RS21160 // CLJU_RS21155 // CLJU_RS21150,-
TU271D-2048,CLJU_RS17350 // CLJU_RS17345 // CLJU_RS17340,+
TU271D-1758,CLJU_RS14890,-
TU271D-1638,CLJU_RS13890,-
TU271D-1410,CLJU_RS12030,-
TU271D-2288,CLJU_RS19340 // CLJU_RS19335,-
TU271D-1479,CLJU_RS12590,+
TU271D-2828,CLJU_RS05310,-
TU271D-701,CLJU_RS06015,+
TU271D-1601,CLJU_RS13610,-
TU271D-2229,CLJU_RS18860,-
TU271D-905,CLJU_RS07750 // CLJU_RS07745,+
TU271D-1464,CLJU_RS12450,-
TU271D-2495,CLJU_RS21145 // CLJU_RS21140 // CLJU_RS21135,-
TU271D-1069,CLJU_RS09145,-
TU271D-2855,CLJU_RS03380,-
TU271D-241,CLJU_RS01925,+
TU271D-1956,CLJU_RS16555,-
TU271D-700,CLJU_RS06010,+
TU271D-2715,CLJU_RS11195,+
TU271D-11,CLJU_RS21180,-
TU271D-493,CLJU_RS04110,-
TU271D-566,CLJU_RS04755,+
TU271D-1823,CLJU_RS15490,-
TU271D-1268,CLJU_RS10740,-
TU271D-2494,CLJU_RS21130,-
TU271D-434,CLJU_RS03660,+
TU271D-300,CLJU_RS02375,+
TU271D-61,CLJU_RS00485,+
TU271D-2745,CLJU_RS09555,+
TU271D-286,CLJU_RS02290,-
TU271D-699,CLJU_RS06005 // CLJU_RS06000,+
TU271D-2175,CLJU_RS18410,-
TU271D-1548,CLJU_RS13245 // CLJU_RS13240 // CLJU_RS13235,-
TU271D-904,CLJU_RS07740,+
TU271D-350,CLJU_RS21200,+
TU271D-2493,CLJU_RS21125 // CLJU_RS21120,-
TU271D-2360,CLJU_RS19940,-
TU271D-2098,CLJU_RS17750,-
TU271D-698,CLJU_RS05995,+
TU271D-178,CLJU_RS01390,+
TU271D-2800,CLJU_RS07295,-
TU271D-1146,CLJU_RS09760,+
TU271D-2174,CLJU_RS18405 // CLJU_RS18400 // CLJU_RS18395,-
TU271D-565,CLJU_RS04750,+
TU271D-2698,CLJU_RS12200,-
TU271D-2492,CLJU_RS21115,-
TU271D-1101,CLJU_RS22030,-
TU271D-1100,CLJU_RS22585,-
TU271D-1924,CLJU_RS16340,+
TU271D-1499,CLJU_RS12775 // CLJU_RS12770,+
TU271D-2287,CLJU_RS19325,-
TU271D-697,CLJU_RS05990 // CLJU_RS05985 // CLJU_RS05980,+
TU271D-1624,CLJU_RS13805 // CLJU_RS13800,-
TU271D-283,CLJU_RS02260,+
TU271D-1533,CLJU_RS13120,-
TU271D-154,CLJU_RS01165,+
TU271D-1178,CLJU_RS09985 // CLJU_RS09980 // CLJU_RS09975,+
TU271D-1897,CLJU_RS16130,-
TU271D-2228,CLJU_RS18845,+
TU271D-2799,CLJU_RS07395,+
TU271D-926,CLJU_RS07970 // CLJU_RS07965,+
TU271D-903,CLJU_RS07735,+
TU271D-1990,CLJU_RS16870,+
TU271D-2491,CLJU_RS21110,-
TU271D-2359,CLJU_RS19930 // CLJU_RS19925 // CLJU_RS19920,-
TU271D-1987,CLJU_RS16825,-
TU271D-696,CLJU_RS05975,+
TU271D-10,CLJU_RS00105,-
TU271D-1005,CLJU_RS08615,-
TU271D-1700,CLJU_RS14345,-
TU271D-492,CLJU_RS04105,-
TU271D-564,CLJU_RS04745 // CLJU_RS04740 // CLJU_RS04735,+
TU271D-1813,CLJU_RS15330 // CLJU_RS15325,-
TU271D-1822,CLJU_RS15485,-
TU271D-2697,CLJU_RS12205,+
TU271D-433,CLJU_RS03655,+
TU271D-315,CLJU_RS02505,+
TU271D-1740,CLJU_RS14690,-
TU271D-2796,CLJU_RS07610,-
TU271D-1277,CLJU_RS22600,+
TU271D-285,CLJU_RS02275,+
TU271D-695,CLJU_RS05970,+
TU271D-2782,CLJU_RS08385,+
TU271D-257,CLJU_RS02045,+
TU271D-902,CLJU_RS07730 // CLJU_RS07725,-
TU271D-1341,CLJU_RS11385,+
TU271D-1969,CLJU_RS16675 // CLJU_RS16670 // CLJU_RS16665 // CLJU_RS16660 // CLJU_RS16655,-
TU271D-379,CLJU_RS03150,+
TU271D-2489,CLJU_RS21100,+
TU271D-2358,CLJU_RS19915 // CLJU_RS19910 // CLJU_RS19905,-
TU271D-206,CLJU_RS01630,+
TU271D-1138,CLJU_RS09705,+
TU271D-125,CLJU_RS00960,+
TU271D-694,CLJU_RS05965,+
TU271D-1120,CLJU_RS09540,+
TU271D-2051,CLJU_RS17365,-
TU271D-563,CLJU_RS04730,+
TU271D-1873,CLJU_RS15945 // CLJU_RS15940,+
TU271D-1812,CLJU_RS15320,-
TU271D-2144,CLJU_RS18215,-
TU271D-2696,CLJU_RS12285,+
TU271D-2488,CLJU_RS21095 // CLJU_RS21090 // CLJU_RS21085,-
TU271D-1409,CLJU_RS12025,-
TU271D-2286,CLJU_RS19320,-
TU271D-1574,CLJU_RS22315,-
TU271D-693,CLJU_RS05960,+
TU271D-2198,CLJU_RS18615,-
TU271D-2227,CLJU_RS22705,+
TU271D-901,CLJU_RS07720,+
TU271D-139,CLJU_RS01070,+
TU271D-1218,CLJU_RS10355,-
TU271D-1940,CLJU_RS16450,+
TU271D-1347,CLJU_RS11445 // CLJU_RS11440,+
TU271D-2083,CLJU_RS22445,-
TU271D-2357,CLJU_RS19900,-
TU271D-2128,CLJU_RS17940 // CLJU_RS22685 // CLJU_RS17935,-
TU271D-240,CLJU_RS01920,+
TU271D-692,CLJU_RS05955,+
TU271D-9,CLJU_RS00100 // CLJU_RS00095 // CLJU_RS00090 // CLJU_RS00085 // CLJU_RS00080 // CLJU_RS00075,+
TU271D-1004,CLJU_RS08610,-
TU271D-1126,CLJU_RS09605 // CLJU_RS09600,-
TU271D-491,CLJU_RS04100,+
TU271D-562,CLJU_RS04725 // CLJU_RS04720,+
TU271D-1248,CLJU_RS10580,-
TU271D-1821,CLJU_RS21435 // CLJU_RS15475 // CLJU_RS15470 // CLJU_RS15465 // CLJU_RS15460,-
TU271D-2695,CLJU_RS12315,+
TU271D-2486,CLJU_RS21065 // CLJU_RS21060 // CLJU_RS21055 // CLJU_RS21050 // CLJU_RS21045,-
TU271D-1170,CLJU_RS09925 // CLJU_RS09920,+
TU271D-2773,CLJU_RS08740,-
TU271D-60,CLJU_RS00480,+
TU271D-1917,CLJU_RS16300 // CLJU_RS16295 // CLJU_RS16290 // CLJU_RS16285,+
TU271D-691,CLJU_RS05950,+
TU271D-1725,CLJU_RS14575 // CLJU_RS14570,-
TU271D-1546,CLJU_RS13220,-
TU271D-900,CLJU_RS21595,+
TU271D-349,CLJU_RS02895,+
TU271D-2485,CLJU_RS21040,-
TU271D-2356,CLJU_RS19895,-
TU271D-2047,CLJU_RS17335 // CLJU_RS17330,+
TU271D-690,CLJU_RS05945 // CLJU_RS05940 // CLJU_RS05935,+
TU271D-191,CLJU_RS01480,+
TU271D-2173,CLJU_RS18390,+
TU271D-561,CLJU_RS04715 // CLJU_RS04710 // CLJU_RS04705 // CLJU_RS04700,+
TU271D-2694,CLJU_RS12330,+
TU271D-163,CLJU_RS01260,+
TU271D-2484,CLJU_RS21035,+
TU271D-2798,CLJU_RS07400,-
TU271D-1427,CLJU_RS12145 // CLJU_RS12140,-
TU271D-1923,CLJU_RS16335 // CLJU_RS16330,+
TU271D-2285,CLJU_RS19315,-
TU271D-2479,CLJU_RS21010,-
TU271D-1359,CLJU_RS11525,-
TU271D-689,CLJU_RS05930 // CLJU_RS05925 // CLJU_RS05920 // CLJU_RS05915 // CLJU_RS05910,+
TU271D-2724,CLJU_RS10510,-
TU271D-2072,CLJU_RS17550 // CLJU_RS17545,-
TU271D-1530,CLJU_RS13095,-
TU271D-899,CLJU_RS07710,+
TU271D-1295,CLJU_RS22240,-
TU271D-1334,CLJU_RS11295 // CLJU_RS11290 // CLJU_RS11285 // CLJU_RS11280 // CLJU_RS11275,+
TU271D-2717,CLJU_RS10780,+
TU271D-2355,CLJU_RS19890,-
TU271D-2787,CLJU_RS08125,+
TU271D-1611,CLJU_RS13685 // CLJU_RS13680 // CLJU_RS13675,-
TU271D-1185,CLJU_RS10070 // CLJU_RS10065 // CLJU_RS10060 // CLJU_RS10055 // CLJU_RS10050,+
TU271D-1757,CLJU_RS14885 // CLJU_RS14880,-
TU271D-688,CLJU_RS05905,+
TU271D-8,CLJU_RS00070,+
TU271D-1003,CLJU_RS08605,-
TU271D-1699,CLJU_RS14340,-
TU271D-490,CLJU_RS04095,+
TU271D-560,CLJU_RS04695 // CLJU_RS04690 // CLJU_RS04685 // CLJU_RS04680,+
TU271D-1820,CLJU_RS15455,-
TU271D-2693,CLJU_RS12415,+
TU271D-2482,CLJU_RS21025,-
TU271D-1493,CLJU_RS12700 // CLJU_RS12695,+
TU271D-431,CLJU_RS03635 // CLJU_RS03630 // CLJU_RS03625,+
TU271D-151,CLJU_RS01140,+
TU271D-1276,CLJU_RS22230,+
TU271D-284,CLJU_RS02270 // CLJU_RS02265,+
TU271D-687,CLJU_RS05900,+
TU271D-1545,CLJU_RS13215,-
TU271D-256,CLJU_RS02040,+
TU271D-898,CLJU_RS07705,+
TU271D-378,CLJU_RS22135,+
TU271D-89,CLJU_RS00705,+
TU271D-2481,CLJU_RS21975,-
TU271D-2354,CLJU_RS19885,-
TU271D-2111,CLJU_RS17845,-
TU271D-1467,CLJU_RS12500 // CLJU_RS12495 // CLJU_RS12490 // CLJU_RS12485 // CLJU_RS12480 // CLJU_RS12475,-
TU271D-333,CLJU_RS02725,+
TU271D-686,CLJU_RS05895,+
TU271D-1650,CLJU_RS21740,-
TU271D-1385,CLJU_RS11775,-
TU271D-559,CLJU_RS04675 // CLJU_RS04670 // CLJU_RS04665,+
TU271D-1872,CLJU_RS15935,+
TU271D-1200,CLJU_RS10190,+
TU271D-2143,CLJU_RS18210 // CLJU_RS18205,-
TU271D-2692,CLJU_RS12455,+
TU271D-2480,CLJU_RS21015,-
TU271D-930,CLJU_RS08000,+
TU271D-1572,CLJU_RS13450,-
TU271D-2898,CLJU_RS00580,-
TU271D-2284,CLJU_RS19310,-
TU271D-2848,CLJU_RS03865,-
TU271D-685,CLJU_RS05885 // CLJU_RS05880,+
TU271D-2225,CLJU_RS18825,-
TU271D-1780,CLJU_RS15050,-
TU271D-897,CLJU_RS07700 // CLJU_RS07695,+
TU271D-1035,CLJU_RS08860,+
TU271D-1217,CLJU_RS10350 // CLJU_RS10345 // CLJU_RS10340,-
TU271D-108,CLJU_RS00850,+
TU271D-2353,CLJU_RS19880,-
TU271D-1002,CLJU_RS08590,+
TU271D-1610,CLJU_RS22335,-
TU271D-684,CLJU_RS05875 // CLJU_RS05870,+
TU271D-2185,CLJU_RS18490,-
TU271D-7,CLJU_RS00065,+
TU271D-987,CLJU_RS08490,+
TU271D-558,CLJU_RS04660 // CLJU_RS04655 // CLJU_RS04650 // CLJU_RS04645 // CLJU_RS04640 // CLJU_RS04635 // CLJU_RS04630,+
TU271D-489,CLJU_RS04090,+
TU271D-2063,CLJU_RS17455,-
TU271D-1819,CLJU_RS15450 // CLJU_RS15445 // CLJU_RS15440,-
TU271D-2691,CLJU_RS12585,-
TU271D-2858,CLJU_RS03270,+
TU271D-1909,CLJU_RS16205,-
TU271D-982,CLJU_RS08460 // CLJU_RS08455 // CLJU_RS08450 // CLJU_RS08445,+
TU271D-430,CLJU_RS03620 // CLJU_RS03615 // CLJU_RS03610,+
TU271D-59,CLJU_RS00475 // CLJU_RS00470 // CLJU_RS00465,+
TU271D-1478,CLJU_RS22610,+
TU271D-1249,CLJU_RS10585,-
TU271D-683,CLJU_RS05865 // CLJU_RS05860 // CLJU_RS05855 // CLJU_RS05850 // CLJU_RS05845 // CLJU_RS05840 // CLJU_RS05835,+
TU271D-1518,CLJU_RS12965 // CLJU_RS12960,-
TU271D-896,CLJU_RS07690,+
TU271D-1955,CLJU_RS16550 // CLJU_RS22075,-
TU271D-2352,CLJU_RS19875,-
TU271D-348,CLJU_RS02890,+
TU271D-2477,CLJU_RS21000,+
TU271D-2767,CLJU_RS08790,-
