Transcription-Units,Genes of transcription unit,Direction
TU1SOZ-2231,ABAYE_RS18245,+
TU1SOZ-2610,ABAYE_RS03130,+
TU1SOZ-1223,ABAYE_RS10755,+
TU1SOZ-1898,ABAYE_RS16730,+
TU1SOZ-1368,ABAYE_RS12245,-
TU1SOZ-938,ABAYE_RS08090,+
TU1SOZ-310,ABAYE_RS02535,-
TU1SOZ-2287,ABAYE_RS16060,-
TU1SOZ-969,ABAYE_RS08355,-
TU1SOZ-930,ABAYE_RS08015,-
TU1SOZ-2652,ABAYE_RS01560,-
TU1SOZ-401,ABAYE_RS03545 // ABAYE_RS03540,+
TU1SOZ-1559,ABAYE_RS13770 // ABAYE_RS13765 // ABAYE_RS13760 // ABAYE_RS13755 // ABAYE_RS13750 // ABAYE_RS13745 // ABAYE_RS13740,+
TU1SOZ-2449,ABAYE_RS10005,+
TU1SOZ-794,ABAYE_RS06825,+
TU1SOZ-2201,ABAYE_RS19340 // ABAYE_RS19335 // ABAYE_RS19330 // ABAYE_RS19325,-
TU1SOZ-33,ABAYE_RS00320 // ABAYE_RS00315,-
TU1SOZ-77,ABAYE_RS00580,-
TU1SOZ-73,ABAYE_RS00070,+
TU1SOZ-322,ABAYE_RS02735 // ABAYE_RS02730 // ABAYE_RS02725,-
TU1SOZ-819,ABAYE_RS07055,+
TU1SOZ-1795,ABAYE_RS15910,+
TU1SOZ-2504,ABAYE_RS19635,+
TU1SOZ-1421,ABAYE_RS12630,-
TU1SOZ-2535,ABAYE_RS06125,+
TU1SOZ-660,ABAYE_RS05630 // ABAYE_RS05625 // ABAYE_RS05620,+
TU1SOZ-672,ABAYE_RS05700,+
TU1SOZ-1102,ABAYE_RS09575,+
TU1SOZ-801,ABAYE_RS06895 // ABAYE_RS06890 // ABAYE_RS06885 // ABAYE_RS06880,+
TU1SOZ-2104,ABAYE_RS18480 // ABAYE_RS18475 // ABAYE_RS18470,-
TU1SOZ-380,ABAYE_RS03280,-
TU1SOZ-2547,ABAYE_RS05705,-
TU1SOZ-1178,ABAYE_RS10295 // ABAYE_RS10290,+
TU1SOZ-931,ABAYE_RS08020,+
TU1SOZ-1288,ABAYE_RS11415,-
TU1SOZ-809,ABAYE_RS06955,-
TU1SOZ-334,ABAYE_RS02860,+
TU1SOZ-777,ABAYE_RS06555,+
TU1SOZ-2582,ABAYE_RS04585,+
TU1SOZ-2554,ABAYE_RS05425,+
TU1SOZ-2210,ABAYE_RS19220,+
TU1SOZ-2632,ABAYE_RS02305,-
TU1SOZ-1849,ABAYE_RS16355,-
TU1SOZ-2301,ABAYE_RS19880,-
TU1SOZ-2463,ABAYE_RS09495,+
TU1SOZ-606,ABAYE_RS05150 // ABAYE_RS05145 // ABAYE_RS05140,-
TU1SOZ-1645,ABAYE_RS14555,-
TU1SOZ-2309,ABAYE_RS15170,-
TU1SOZ-846,ABAYE_RS07305 // ABAYE_RS07300 // ABAYE_RS07295 // ABAYE_RS07290,+
TU1SOZ-2372,ABAYE_RS12805,+
TU1SOZ-108,ABAYE_RS00800,-
TU1SOZ-245,ABAYE_RS02035,+
TU1SOZ-640,ABAYE_RS05450,+
TU1SOZ-231,ABAYE_RS01875 // ABAYE_RS01870 // ABAYE_RS01865,+
TU1SOZ-509,ABAYE_RS04335,+
TU1SOZ-1035,ABAYE_RS09000,-
TU1SOZ-1841,ABAYE_RS16290,+
TU1SOZ-2480,ABAYE_RS08445,-
TU1SOZ-2348,ABAYE_RS13900,-
TU1SOZ-2502,ABAYE_RS07690,+
TU1SOZ-295,ABAYE_RS02415,-
TU1SOZ-683,ABAYE_RS05780,-
TU1SOZ-565,ABAYE_RS04745,-
TU1SOZ-2428,ABAYE_RS19705,-
TU1SOZ-1451,ABAYE_RS12830 // ABAYE_RS12825,+
TU1SOZ-1595,ABAYE_RS14065,-
TU1SOZ-832,ABAYE_RS07180 // ABAYE_RS07175 // ABAYE_RS07170,-
TU1SOZ-2405,ABAYE_RS11455,+
TU1SOZ-312,ABAYE_RS02545,+
TU1SOZ-2313,ABAYE_RS15040,-
TU1SOZ-1921,ABAYE_RS16905,-
TU1SOZ-1798,ABAYE_RS15940 // ABAYE_RS15935,+
TU1SOZ-995,ABAYE_RS08610 // ABAYE_RS08605 // ABAYE_RS08600 // ABAYE_RS08595,+
TU1SOZ-639,ABAYE_RS05445,+
TU1SOZ-1732,ABAYE_RS15290 // ABAYE_RS15285,+
TU1SOZ-2090,ABAYE_RS18370,-
TU1SOZ-1782,ABAYE_RS15760 // ABAYE_RS15755 // ABAYE_RS15750,-
TU1SOZ-760,ABAYE_RS06440 // ABAYE_RS06435,+
TU1SOZ-1126,ABAYE_RS09785,-
TU1SOZ-27,ABAYE_RS00275,+
TU1SOZ-842,ABAYE_RS07255,-
TU1SOZ-2294,ABAYE_RS15685,-
TU1SOZ-2168,ABAYE_RS19075,-
TU1SOZ-2371,ABAYE_RS12810,-
TU1SOZ-2577,ABAYE_RS04705,-
TU1SOZ-974,ABAYE_RS08400 // ABAYE_RS08395 // ABAYE_RS08390,-
TU1SOZ-895,ABAYE_RS07735,+
TU1SOZ-2302,ABAYE_RS15385,+
TU1SOZ-1425,ABAYE_RS12655,-
TU1SOZ-84,ABAYE_RS00615,-
TU1SOZ-1683,ABAYE_RS14810,+
TU1SOZ-228,ABAYE_RS01845,+
TU1SOZ-1337,ABAYE_RS11885,-
TU1SOZ-808,ABAYE_RS06950,+
TU1SOZ-2673,ABAYE_RS00870,-
TU1SOZ-1339,ABAYE_RS11900,-
TU1SOZ-2425,ABAYE_RS10900,-
TU1SOZ-1995,ABAYE_RS17535 // ABAYE_RS17530,-
TU1SOZ-1187,ABAYE_RS10370,-
TU1SOZ-239,ABAYE_RS01965 // ABAYE_RS01960 // ABAYE_RS01955 // ABAYE_RS01950 // ABAYE_RS01945 // ABAYE_RS01940,+
TU1SOZ-716,ABAYE_RS06095,-
TU1SOZ-523,ABAYE_RS04460,+
TU1SOZ-1469,ABAYE_RS12930,-
TU1SOZ-630,ABAYE_RS05390,-
TU1SOZ-2212,ABAYE_RS20090,+
TU1SOZ-2257,ABAYE_RS17575,-
TU1SOZ-1118,ABAYE_RS19695 // ABAYE_RS09710,-
TU1SOZ-2110,ABAYE_RS18530,+
TU1SOZ-903,ABAYE_RS07815,+
TU1SOZ-2147,ABAYE_RS18875 // ABAYE_RS18870,-
TU1SOZ-873,ABAYE_RS07575,+
TU1SOZ-486,ABAYE_RS04160,+
TU1SOZ-471,ABAYE_RS04055 // ABAYE_RS04050 // ABAYE_RS04045,-
TU1SOZ-1872,ABAYE_RS16540 // ABAYE_RS16535,+
TU1SOZ-411,ABAYE_RS03640,-
TU1SOZ-1260,ABAYE_RS11145,-
TU1SOZ-2675,ABAYE_RS00765,-
TU1SOZ-2103,ABAYE_RS18465,-
TU1SOZ-1253,ABAYE_RS11100 // ABAYE_RS11095 // ABAYE_RS11090,-
TU1SOZ-973,ABAYE_RS08380,-
TU1SOZ-915,ABAYE_RS07895 // ABAYE_RS07890,+
TU1SOZ-2341,ABAYE_RS13995,+
TU1SOZ-1764,ABAYE_RS15610 // ABAYE_RS15605 // ABAYE_RS15600 // ABAYE_RS15595 // ABAYE_RS15590,-
TU1SOZ-2448,ABAYE_RS10085,+
TU1SOZ-774,ABAYE_RS06530,+
TU1SOZ-2047,ABAYE_RS18000,+
TU1SOZ-2526,ABAYE_RS06460,-
TU1SOZ-1655,ABAYE_RS14625,-
TU1SOZ-1755,ABAYE_RS15500 // ABAYE_RS15495 // ABAYE_RS15490 // ABAYE_RS15485,-
TU1SOZ-787,ABAYE_RS06755,+
TU1SOZ-2407,ABAYE_RS11405,-
TU1SOZ-2049,ABAYE_RS20020,+
TU1SOZ-966,ABAYE_RS08340 // ABAYE_RS08335 // ABAYE_RS08330,+
TU1SOZ-226,ABAYE_RS01835,-
TU1SOZ-2505,ABAYE_RS07645,-
TU1SOZ-1856,ABAYE_RS16400,+
TU1SOZ-363,ABAYE_RS03150 // ABAYE_RS03145 // ABAYE_RS03140 // ABAYE_RS03135,-
TU1SOZ-2414,ABAYE_RS11175,+
TU1SOZ-1803,ABAYE_RS15985,+
TU1SOZ-1239,ABAYE_RS10945,+
TU1SOZ-2611,ABAYE_RS19570,-
TU1SOZ-224,ABAYE_RS01825,+
TU1SOZ-1083,ABAYE_RS09405,+
TU1SOZ-1897,ABAYE_RS16725,+
TU1SOZ-384,ABAYE_RS03335 // ABAYE_RS03330,-
TU1SOZ-2303,ABAYE_RS15370,+
TU1SOZ-733,ABAYE_RS06210,+
TU1SOZ-2160,ABAYE_RS19020,+
TU1SOZ-1964,ABAYE_RS17290,-
TU1SOZ-868,ABAYE_RS07545 // ABAYE_RS07540,+
TU1SOZ-183,ABAYE_RS01450,-
TU1SOZ-9,ABAYE_RS00175,+
TU1SOZ-975,ABAYE_RS08405,-
TU1SOZ-1092,ABAYE_RS09480 // ABAYE_RS09475,-
TU1SOZ-2528,ABAYE_RS06420,+
TU1SOZ-504,ABAYE_RS04305 // ABAYE_RS04300,-
TU1SOZ-735,ABAYE_RS06220,+
TU1SOZ-743,ABAYE_RS06285,-
TU1SOZ-169,ABAYE_RS01330,+
TU1SOZ-2010,ABAYE_RS17670,+
TU1SOZ-2618,ABAYE_RS02805,+
TU1SOZ-1614,ABAYE_RS14300,+
TU1SOZ-1818,ABAYE_RS16085,-
TU1SOZ-699,ABAYE_RS05930,+
TU1SOZ-2290,ABAYE_RS15810,+
TU1SOZ-1575,ABAYE_RS13890,+
TU1SOZ-2367,ABAYE_RS12950,-
TU1SOZ-1173,ABAYE_RS10235,-
TU1SOZ-1791,ABAYE_RS15880 // ABAYE_RS15875 // ABAYE_RS15870 // ABAYE_RS15865,-
TU1SOZ-991,ABAYE_RS08565 // ABAYE_RS08560,-
TU1SOZ-1715,ABAYE_RS15100 // ABAYE_RS19870,-
TU1SOZ-2014,ABAYE_RS17700 // ABAYE_RS17695 // ABAYE_RS17690,-
TU1SOZ-951,ABAYE_RS08200,-
TU1SOZ-171,ABAYE_RS01345,+
TU1SOZ-1618,ABAYE_RS14325,-
TU1SOZ-582,ABAYE_RS04900 // ABAYE_RS04895,-
TU1SOZ-757,ABAYE_RS06400,+
TU1SOZ-2430,ABAYE_RS10835,+
TU1SOZ-1371,ABAYE_RS12265 // ABAYE_RS12260,+
TU1SOZ-2653,ABAYE_RS01520,-
TU1SOZ-1986,ABAYE_RS17465,-
TU1SOZ-929,ABAYE_RS08010,-
TU1SOZ-1742,ABAYE_RS15355,-
TU1SOZ-1679,ABAYE_RS14775,-
TU1SOZ-2011,ABAYE_RS17675,+
TU1SOZ-1233,ABAYE_RS10870,+
TU1SOZ-1424,ABAYE_RS12645,-
TU1SOZ-493,ABAYE_RS04200,+
TU1SOZ-839,ABAYE_RS07240 // ABAYE_RS07235,-
TU1SOZ-1802,ABAYE_RS15975 // ABAYE_RS15970,+
TU1SOZ-1542,ABAYE_RS13550 // ABAYE_RS13545 // ABAYE_RS13540,-
TU1SOZ-25,ABAYE_RS19505,+
TU1SOZ-2274,ABAYE_RS16670,+
TU1SOZ-1310,ABAYE_RS11655 // ABAYE_RS11650,+
TU1SOZ-1103,ABAYE_RS09585 // ABAYE_RS09580,+
TU1SOZ-2288,ABAYE_RS15980,-
TU1SOZ-1050,ABAYE_RS09095,+
TU1SOZ-324,ABAYE_RS02755 // ABAYE_RS02750 // ABAYE_RS02745,+
TU1SOZ-1355,ABAYE_RS12060,+
TU1SOZ-1541,ABAYE_RS13535 // ABAYE_RS13530,-
TU1SOZ-1965,ABAYE_RS17295,-
TU1SOZ-1155,ABAYE_RS10095,-
TU1SOZ-681,ABAYE_RS05770,-
TU1SOZ-845,ABAYE_RS07275,-
TU1SOZ-2647,ABAYE_RS01655,+
TU1SOZ-1543,ABAYE_RS13555,-
TU1SOZ-2541,ABAYE_RS05880,-
TU1SOZ-2278,ABAYE_RS16465,-
TU1SOZ-1669,ABAYE_RS14705,+
TU1SOZ-2116,ABAYE_RS18565,-
TU1SOZ-1448,ABAYE_RS12795 // ABAYE_RS12790,-
TU1SOZ-1873,ABAYE_RS16545,+
TU1SOZ-1787,ABAYE_RS15805 // ABAYE_RS15800,-
TU1SOZ-763,ABAYE_RS06455,+
TU1SOZ-2284,ABAYE_RS19895,+
TU1SOZ-2331,ABAYE_RS14225,+
TU1SOZ-750,ABAYE_RS06340 // ABAYE_RS06335 // ABAYE_RS06330,+
TU1SOZ-503,ABAYE_RS04295 // ABAYE_RS04290 // ABAYE_RS04285 // ABAYE_RS04280,-
TU1SOZ-2537,ABAYE_RS06005,-
TU1SOZ-1628,ABAYE_RS14400 // ABAYE_RS14395,-
TU1SOZ-2072,ABAYE_RS18265,-
TU1SOZ-1496,ABAYE_RS13135 // ABAYE_RS13130,+
TU1SOZ-323,ABAYE_RS02740,-
TU1SOZ-2662,ABAYE_RS01310,-
TU1SOZ-1553,ABAYE_RS13690 // ABAYE_RS13685 // ABAYE_RS13680,-
TU1SOZ-1842,ABAYE_RS16305,-
TU1SOZ-2507,ABAYE_RS07570,-
TU1SOZ-24,ABAYE_RS00265 // ABAYE_RS00260,+
TU1SOZ-1388,ABAYE_RS12385,-
TU1SOZ-569,ABAYE_RS04785,+
TU1SOZ-116,ABAYE_RS00850 // ABAYE_RS00845 // ABAYE_RS00840,-
TU1SOZ-2475,ABAYE_RS08960,-
TU1SOZ-1871,ABAYE_RS16530,+
TU1SOZ-1876,ABAYE_RS16565 // ABAYE_RS16560,-
TU1SOZ-1969,ABAYE_RS17320,-
TU1SOZ-625,ABAYE_RS05345,-
TU1SOZ-1228,ABAYE_RS10845,+
TU1SOZ-2512,ABAYE_RS07410,+
TU1SOZ-71,ABAYE_RS00060 // ABAYE_RS00055,+
TU1SOZ-1291,ABAYE_RS11450 // ABAYE_RS11445,-
TU1SOZ-341,ABAYE_RS02905,+
TU1SOZ-677,ABAYE_RS05745,+
TU1SOZ-1085,ABAYE_RS09415,-
TU1SOZ-2351,ABAYE_RS13440,-
TU1SOZ-1534,ABAYE_RS13475 // ABAYE_RS13470 // ABAYE_RS13465 // ABAYE_RS13460,-
TU1SOZ-393,ABAYE_RS03475 // ABAYE_RS03470,+
TU1SOZ-798,ABAYE_RS06860,-
TU1SOZ-996,ABAYE_RS08615,+
TU1SOZ-1308,ABAYE_RS11635 // ABAYE_RS11630 // ABAYE_RS11625 // ABAYE_RS11620,-
TU1SOZ-1725,ABAYE_RS15185,-
TU1SOZ-256,ABAYE_RS02130 // ABAYE_RS02125 // ABAYE_RS02120 // ABAYE_RS02115 // ABAYE_RS02110 // ABAYE_RS02105 // ABAYE_RS02100,+
TU1SOZ-520,ABAYE_RS19585,+
TU1SOZ-1822,ABAYE_RS16110,-
TU1SOZ-2468,ABAYE_RS19670,-
TU1SOZ-113,ABAYE_RS00825,+
TU1SOZ-2656,ABAYE_RS01440,+
TU1SOZ-1687,ABAYE_RS14875,+
TU1SOZ-2320,ABAYE_RS19865,+
TU1SOZ-2074,ABAYE_RS18275,-
TU1SOZ-1938,ABAYE_RS17035,+
TU1SOZ-1473,ABAYE_RS12975,+
TU1SOZ-1578,ABAYE_RS13910,+
TU1SOZ-1446,ABAYE_RS12780,+
TU1SOZ-2634,ABAYE_RS01890,+
TU1SOZ-2055,ABAYE_RS18080 // ABAYE_RS18075,-
TU1SOZ-102,ABAYE_RS00730,+
TU1SOZ-654,ABAYE_RS05570,-
TU1SOZ-2185,ABAYE_RS19185,+
TU1SOZ-932,ABAYE_RS08025,+
TU1SOZ-410,ABAYE_RS03635 // ABAYE_RS03630,-
TU1SOZ-34,ABAYE_RS00325,+
TU1SOZ-958,ABAYE_RS08285,-
TU1SOZ-96,ABAYE_RS00695,-
TU1SOZ-2397,ABAYE_RS11545,+
TU1SOZ-1686,ABAYE_RS14870 // ABAYE_RS14865,+
TU1SOZ-2081,ABAYE_RS18315,-
TU1SOZ-501,ABAYE_RS04265,+
TU1SOZ-1366,ABAYE_RS12220 // ABAYE_RS19750 // ABAYE_RS12210 // ABAYE_RS12205 // ABAYE_RS12200,-
TU1SOZ-1109,ABAYE_RS09635,+
TU1SOZ-1799,ABAYE_RS15950 // ABAYE_RS15945,+
TU1SOZ-1978,ABAYE_RS17395 // ABAYE_RS17390 // ABAYE_RS17385 // ABAYE_RS17380,-
TU1SOZ-1168,ABAYE_RS10185,-
TU1SOZ-1454,ABAYE_RS12845,+
TU1SOZ-2557,ABAYE_RS05275,+
TU1SOZ-2347,ABAYE_RS19835,-
TU1SOZ-2538,ABAYE_RS19610,+
TU1SOZ-379,ABAYE_RS03275,-
TU1SOZ-1276,ABAYE_RS11285,-
TU1SOZ-2173,ABAYE_RS19115,-
TU1SOZ-2431,ABAYE_RS10820,+
TU1SOZ-563,ABAYE_RS04735,-
TU1SOZ-1051,ABAYE_RS09105 // ABAYE_RS09100,+
TU1SOZ-2478,ABAYE_RS19655,+
TU1SOZ-2117,ABAYE_RS18570,-
TU1SOZ-1268,ABAYE_RS11230 // ABAYE_RS11225 // ABAYE_RS11220 // ABAYE_RS11215,-
TU1SOZ-1531,ABAYE_RS19825,+
TU1SOZ-28,ABAYE_RS00280,+
TU1SOZ-277,ABAYE_RS02250,+
TU1SOZ-2091,ABAYE_RS18375,-
TU1SOZ-1671,ABAYE_RS14720,-
TU1SOZ-771,ABAYE_RS06515,-
TU1SOZ-1108,ABAYE_RS09630 // ABAYE_RS19680 // ABAYE_RS09615,-
TU1SOZ-1635,ABAYE_RS19860,-
TU1SOZ-155,ABAYE_RS01225 // ABAYE_RS01220 // ABAYE_RS01215,+
TU1SOZ-462,ABAYE_RS03985,-
TU1SOZ-1850,ABAYE_RS16360,-
TU1SOZ-1506,ABAYE_RS13205,-
TU1SOZ-2562,ABAYE_RS05250,-
TU1SOZ-936,ABAYE_RS08060 // ABAYE_RS08055,-
TU1SOZ-308,ABAYE_RS02525,-
TU1SOZ-1110,ABAYE_RS19685,+
TU1SOZ-2089,ABAYE_RS18365 // ABAYE_RS18360,-
TU1SOZ-1133,ABAYE_RS09830,-
TU1SOZ-2598,ABAYE_RS03990,+
TU1SOZ-1973,ABAYE_RS17340,-
TU1SOZ-1660,ABAYE_RS14655,-
TU1SOZ-300,ABAYE_RS02475 // ABAYE_RS02470,+
TU1SOZ-318,ABAYE_RS02705 // ABAYE_RS02700,+
TU1SOZ-510,ABAYE_RS04340,+
TU1SOZ-1563,ABAYE_RS13790,+
TU1SOZ-197,ABAYE_RS01555,+
TU1SOZ-230,ABAYE_RS01860,+
TU1SOZ-1148,ABAYE_RS10050,-
TU1SOZ-1796,ABAYE_RS15925 // ABAYE_RS15920 // ABAYE_RS15915,-
TU1SOZ-2038,ABAYE_RS20000 // ABAYE_RS17925,-
TU1SOZ-1823,ABAYE_RS16125,-
TU1SOZ-532,ABAYE_RS04535 // ABAYE_RS04530,-
TU1SOZ-59,ABAYE_RS00520,+
TU1SOZ-2330,ABAYE_RS14255,+
TU1SOZ-865,ABAYE_RS07490 // ABAYE_RS07485 // ABAYE_RS07480,+
TU1SOZ-1170,ABAYE_RS10210,-
TU1SOZ-1603,ABAYE_RS14175 // ABAYE_RS14170 // ABAYE_RS14165 // ABAYE_RS14160 // ABAYE_RS14155 // ABAYE_RS14150 // ABAYE_RS14145,-
TU1SOZ-524,ABAYE_RS04465,+
TU1SOZ-461,ABAYE_RS03980,-
TU1SOZ-1474,ABAYE_RS12980,-
TU1SOZ-1615,ABAYE_RS14305,+
TU1SOZ-60,ABAYE_RS00525,+
TU1SOZ-1985,ABAYE_RS17460,-
TU1SOZ-1710,ABAYE_RS15070 // ABAYE_RS15065 // ABAYE_RS15060,-
TU1SOZ-1293,ABAYE_RS11490,+
TU1SOZ-603,ABAYE_RS05120 // ABAYE_RS05115 // ABAYE_RS05110,-
TU1SOZ-2410,ABAYE_RS11330,+
TU1SOZ-343,ABAYE_RS02920 // ABAYE_RS02915,+
TU1SOZ-1672,ABAYE_RS14725,-
TU1SOZ-1,ABAYE_RS00540,-
TU1SOZ-1783,ABAYE_RS15770 // ABAYE_RS15765,+
TU1SOZ-378,ABAYE_RS03270,-
TU1SOZ-37,ABAYE_RS00340,-
TU1SOZ-2007,ABAYE_RS17655,-
TU1SOZ-741,ABAYE_RS06275 // ABAYE_RS06270 // ABAYE_RS06265 // ABAYE_RS06260,-
TU1SOZ-1402,ABAYE_RS12465,+
TU1SOZ-1512,ABAYE_RS13285 // ABAYE_RS13280 // ABAYE_RS13275,-
TU1SOZ-1150,ABAYE_RS10060,-
TU1SOZ-1700,ABAYE_RS14990 // ABAYE_RS14985,+
TU1SOZ-615,ABAYE_RS05245,+
TU1SOZ-2440,ABAYE_RS10775,-
TU1SOZ-1868,ABAYE_RS16515,-
TU1SOZ-88,ABAYE_RS00640,+
TU1SOZ-2012,ABAYE_RS17685 // ABAYE_RS17680,+
TU1SOZ-350,ABAYE_RS03005,-
TU1SOZ-1935,ABAYE_RS17000 // ABAYE_RS16995,-
TU1SOZ-1403,ABAYE_RS12470,-
TU1SOZ-427,ABAYE_RS03740,-
TU1SOZ-1319,ABAYE_RS11735 // ABAYE_RS11730 // ABAYE_RS11725,-
TU1SOZ-2157,ABAYE_RS18995,+
TU1SOZ-1081,ABAYE_RS09390 // ABAYE_RS09385,-
TU1SOZ-321,ABAYE_RS02720,+
TU1SOZ-1275,ABAYE_RS11280,+
TU1SOZ-450,ABAYE_RS03890,+
TU1SOZ-2061,ABAYE_RS18135,+
TU1SOZ-2563,ABAYE_RS05185,-
TU1SOZ-1766,ABAYE_RS15620,-
TU1SOZ-2298,ABAYE_RS15440,+
TU1SOZ-129,ABAYE_RS00970,+
TU1SOZ-920,ABAYE_RS07940,+
TU1SOZ-712,ABAYE_RS06075 // ABAYE_RS06070,+
TU1SOZ-742,ABAYE_RS06280,-
TU1SOZ-75,ABAYE_RS00565 // ABAYE_RS00560,+
TU1SOZ-1661,ABAYE_RS14660,-
TU1SOZ-1552,ABAYE_RS13670 // ABAYE_RS13665 // ABAYE_RS13660 // ABAYE_RS13655 // ABAYE_RS13650,-
TU1SOZ-418,ABAYE_RS03690 // ABAYE_RS03685,-
TU1SOZ-979,ABAYE_RS08455,-
TU1SOZ-970,ABAYE_RS08365,-
TU1SOZ-1287,ABAYE_RS11400,+
TU1SOZ-366,ABAYE_RS03180 // ABAYE_RS03175,-
TU1SOZ-981,ABAYE_RS08465,-
TU1SOZ-803,ABAYE_RS06910,+
TU1SOZ-56,ABAYE_RS00495,-
TU1SOZ-2175,ABAYE_RS19125,-
TU1SOZ-1238,ABAYE_RS10915,+
TU1SOZ-1591,ABAYE_RS14035,-
TU1SOZ-283,ABAYE_RS02315 // ABAYE_RS02310,+
TU1SOZ-2137,ABAYE_RS20065,-
TU1SOZ-82,ABAYE_RS00605,+
TU1SOZ-2245,ABAYE_RS19985,+
TU1SOZ-2524,ABAYE_RS06535,-
TU1SOZ-1263,ABAYE_RS11170,-
TU1SOZ-1363,ABAYE_RS19745,+
TU1SOZ-2500,ABAYE_RS07805,+
TU1SOZ-1905,ABAYE_RS16775,+
TU1SOZ-1722,ABAYE_RS15155,-
TU1SOZ-739,ABAYE_RS06245,-
TU1SOZ-465,ABAYE_RS04010,+
TU1SOZ-107,ABAYE_RS00795,-
TU1SOZ-955,ABAYE_RS08225,+
TU1SOZ-1653,ABAYE_RS14615 // ABAYE_RS14610,+
TU1SOZ-2016,ABAYE_RS17710,+
TU1SOZ-1240,ABAYE_RS10950,+
TU1SOZ-390,ABAYE_RS03425,+
TU1SOZ-48,ABAYE_RS00450,-
TU1SOZ-320,ABAYE_RS02715,+
TU1SOZ-328,ABAYE_RS02815,-
TU1SOZ-2256,ABAYE_RS19920,+
TU1SOZ-768,ABAYE_RS06485,-
TU1SOZ-1809,ABAYE_RS16025,-
TU1SOZ-519,ABAYE_RS04430 // ABAYE_RS04425 // ABAYE_RS04420 // ABAYE_RS04415,+
TU1SOZ-1115,ABAYE_RS09690,-
TU1SOZ-526,ABAYE_RS04485,+
TU1SOZ-2540,ABAYE_RS05965,-
TU1SOZ-2045,ABAYE_RS17990,-
TU1SOZ-1893,ABAYE_RS16700 // ABAYE_RS16695,-
TU1SOZ-593,ABAYE_RS05020 // ABAYE_RS05015,-
TU1SOZ-1113,ABAYE_RS09685 // ABAYE_RS09680 // ABAYE_RS09675 // ABAYE_RS09670 // ABAYE_RS09665,-
TU1SOZ-1498,ABAYE_RS13145,-
TU1SOZ-1416,ABAYE_RS12570,-
TU1SOZ-1235,ABAYE_RS10890 // ABAYE_RS10885,+
TU1SOZ-702,ABAYE_RS05975 // ABAYE_RS05970,+
TU1SOZ-950,ABAYE_RS08195,-
TU1SOZ-61,ABAYE_RS19545,+
TU1SOZ-2642,ABAYE_RS01695,+
TU1SOZ-201,ABAYE_RS01600 // ABAYE_RS01595 // ABAYE_RS01590,+
TU1SOZ-2068,ABAYE_RS18240,-
TU1SOZ-1805,ABAYE_RS15995,-
TU1SOZ-1940,ABAYE_RS17080 // ABAYE_RS17075 // ABAYE_RS17070 // ABAYE_RS17065 // ABAYE_RS17060 // ABAYE_RS17055,+
TU1SOZ-211,ABAYE_RS01710,+
TU1SOZ-1508,ABAYE_RS13215,-
TU1SOZ-530,ABAYE_RS04520,-
TU1SOZ-1009,ABAYE_RS08750,+
TU1SOZ-1162,ABAYE_RS10135,-
TU1SOZ-1003,ABAYE_RS08665 // ABAYE_RS08660,+
TU1SOZ-1511,ABAYE_RS19810,-
TU1SOZ-1967,ABAYE_RS17305,-
TU1SOZ-490,ABAYE_RS04185,-
TU1SOZ-619,ABAYE_RS05295,+
TU1SOZ-608,ABAYE_RS05175 // ABAYE_RS05170 // ABAYE_RS05165,+
TU1SOZ-1555,ABAYE_RS13710 // ABAYE_RS13705 // ABAYE_RS13700,-
TU1SOZ-2225,ABAYE_RS18580,-
TU1SOZ-877,ABAYE_RS07600,+
TU1SOZ-724,ABAYE_RS06150 // ABAYE_RS06145,-
TU1SOZ-403,ABAYE_RS03555,-
TU1SOZ-2177,ABAYE_RS19140,-
TU1SOZ-2232,ABAYE_RS18230,+
TU1SOZ-2617,ABAYE_RS02825,+
TU1SOZ-1199,ABAYE_RS10490,-
TU1SOZ-1154,ABAYE_RS10090,-
TU1SOZ-2062,ABAYE_RS18140,+
TU1SOZ-2241,ABAYE_RS17935,-
TU1SOZ-381,ABAYE_RS03290 // ABAYE_RS03285,+
TU1SOZ-542,ABAYE_RS04595 // ABAYE_RS04590,-
TU1SOZ-278,ABAYE_RS02260 // ABAYE_RS02255,-
TU1SOZ-1556,ABAYE_RS13720 // ABAYE_RS13715,-
TU1SOZ-1664,ABAYE_RS14675,-
TU1SOZ-1459,ABAYE_RS12875 // ABAYE_RS12870,-
TU1SOZ-2571,ABAYE_RS04840,-
TU1SOZ-2566,ABAYE_RS05085,-
TU1SOZ-2436,ABAYE_RS10795,-
TU1SOZ-1023,ABAYE_RS08895 // ABAYE_RS08890,-
TU1SOZ-1062,ABAYE_RS09225,+
TU1SOZ-1857,ABAYE_RS16420 // ABAYE_RS16415 // ABAYE_RS16410,+
TU1SOZ-917,ABAYE_RS07915,-
TU1SOZ-1900,ABAYE_RS16745,+
TU1SOZ-1350,ABAYE_RS12040,-
TU1SOZ-485,ABAYE_RS04155,-
TU1SOZ-335,ABAYE_RS02865,-
TU1SOZ-2028,ABAYE_RS17820,-
TU1SOZ-66,ABAYE_RS00105,+
TU1SOZ-2352,ABAYE_RS13390,+
TU1SOZ-2132,ABAYE_RS18740 // ABAYE_RS18735 // ABAYE_RS18730,-
TU1SOZ-145,ABAYE_RS01120 // ABAYE_RS01115,+
TU1SOZ-1290,ABAYE_RS11440,-
