Transcription-Units,Genes of transcription unit,Direction
TU220H-544,SGL_RS05165,+
TU220H-1873,SGL_RS15045,+
TU220H-2002,SGL_RS15930,-
TU220H-1689,SGL_RS19015,-
TU220H-1505,SGL_RS12245 // SGL_RS12240,-
TU220H-424,SGL_RS18695,-
TU220H-2701,SGL_RS11280,+
TU220H-502,SGL_RS04860,-
TU220H-122,SGL_RS18635,-
TU220H-1464,SGL_RS11970 // SGL_RS11965 // SGL_RS11960,+
TU220H-446,SGL_RS04485 // SGL_RS04480,-
TU220H-324,SGL_RS03570,+
TU220H-2483,SGL_RS00265,+
TU220H-2361,SGL_RS00305,-
TU220H-1572,SGL_RS12745,-
TU220H-1896,SGL_RS15205,-
TU220H-2723,SGL_RS10340,+
TU220H-694,SGL_RS06240,+
TU220H-2179,SGL_RS17300,+
TU220H-636,SGL_RS05850 // SGL_RS05845 // SGL_RS05840,-
TU220H-1453,SGL_RS11880,-
TU220H-977,SGL_RS08335 // SGL_RS08330 // SGL_RS08325,-
TU220H-2524,SGL_RS17115,+
TU220H-2091,SGL_RS16585,+
TU220H-1725,SGL_RS13880 // SGL_RS13875,+
TU220H-2081,SGL_RS16525,-
TU220H-965,SGL_RS08230,+
TU220H-101,SGL_RS01945 // SGL_RS01940,+
TU220H-303,SGL_RS03425,+
TU220H-44,SGL_RS01025,-
TU220H-250,SGL_RS03065,-
TU220H-1250,SGL_RS10380,-
TU220H-2250,SGL_RS17815,-
TU220H-397,SGL_RS04140 // SGL_RS04135,-
TU220H-891,SGL_RS07665,+
TU220H-1197,SGL_RS09980,-
TU220H-839,SGL_RS07215,+
TU220H-2599,SGL_RS14225,-
TU220H-912,SGL_RS07835,-
TU220H-1029,SGL_RS08740,-
TU220H-530,SGL_RS05060,+
TU220H-2586,SGL_RS14705,-
TU220H-743,SGL_RS06530,-
TU220H-2400,SGL_RS00580 // SGL_RS00575,-
TU220H-1300,SGL_RS10710 // SGL_RS10705,-
TU220H-1776,SGL_RS14295,+
TU220H-1613,SGL_RS13045,-
TU220H-2550,SGL_RS16085,+
TU220H-445,SGL_RS04475,-
TU220H-2214,SGL_RS17550,-
TU220H-1498,SGL_RS12200,-
TU220H-2509,SGL_RS17620,-
TU220H-2431,SGL_RS01560,+
TU220H-1750,SGL_RS14085,+
TU220H-2919,SGL_RS02455,-
TU220H-693,SGL_RS06235,+
TU220H-2381,SGL_RS00430,+
TU220H-2105,SGL_RS16680,-
TU220H-2822,SGL_RS07195,+
TU220H-795,SGL_RS18745 // SGL_RS06910,-
TU220H-1745,SGL_RS14025 // SGL_RS14020,-
TU220H-2781,SGL_RS08225,-
TU220H-2001,SGL_RS15925,-
TU220H-1677,SGL_RS13505,+
TU220H-575,SGL_RS05395,+
TU220H-1427,SGL_RS11660,+
TU220H-2900,SGL_RS03115,+
TU220H-1632,SGL_RS13175,-
TU220H-100,SGL_RS01935,+
TU220H-1946,SGL_RS15580 // SGL_RS15575,-
TU220H-302,SGL_RS03420 // SGL_RS03415 // SGL_RS03410 // SGL_RS03405,-
TU220H-43,SGL_RS01020,+
TU220H-249,SGL_RS03060,+
TU220H-567,SGL_RS05310,-
TU220H-1249,SGL_RS10375 // SGL_RS10370,+
TU220H-2059,SGL_RS16340,+
TU220H-2238,SGL_RS17750,+
TU220H-2438,SGL_RS01640,-
TU220H-2124,SGL_RS16840 // SGL_RS16835 // SGL_RS16830,+
TU220H-2859,SGL_RS05320,+
TU220H-1592,SGL_RS12890,+
TU220H-890,SGL_RS07660,+
TU220H-1196,SGL_RS09975 // SGL_RS09970 // SGL_RS09965,-
TU220H-1096,SGL_RS09195,+
TU220H-838,SGL_RS07210,-
TU220H-1028,SGL_RS18815,-
TU220H-2849,SGL_RS05875,-
TU220H-635,SGL_RS05835 // SGL_RS05830 // SGL_RS05825 // SGL_RS05820 // SGL_RS05815 // SGL_RS05810 // SGL_RS05805 // SGL_RS05800 // SGL_RS05795,-
TU220H-201,SGL_RS02730,+
TU220H-2471,SGL_RS01745,-
TU220H-2456,SGL_RS01765,+
TU220H-728,SGL_RS06440,+
TU220H-2813,SGL_RS07500,+
TU220H-781,SGL_RS06765 // SGL_RS06760,-
TU220H-516,SGL_RS04960,-
TU220H-2755,SGL_RS09275,+
TU220H-1659,SGL_RS13390,-
TU220H-1688,SGL_RS13580,-
TU220H-353,SGL_RS03815,+
TU220H-2733,SGL_RS10210,-
TU220H-19,SGL_RS00795,+
TU220H-501,SGL_RS04855,+
TU220H-151,SGL_RS02300,-
TU220H-2422,SGL_RS19315,+
TU220H-444,SGL_RS04470,+
TU220H-2266,SGL_RS17925,+
TU220H-1537,SGL_RS12500,+
TU220H-2280,SGL_RS18025,-
TU220H-2242,SGL_RS17780,-
TU220H-2950,SGL_RS19375,+
TU220H-2273,SGL_RS17975 // SGL_RS17970 // SGL_RS17965,-
TU220H-692,SGL_RS06230,-
TU220H-2396,SGL_RS00545,+
TU220H-1880,SGL_RS15080,+
TU220H-1382,SGL_RS11310,+
TU220H-1827,SGL_RS14690,+
TU220H-2776,SGL_RS08315,-
TU220H-1115,SGL_RS18840,+
TU220H-42,SGL_RS01015,+
TU220H-99,SGL_RS01930,+
TU220H-301,SGL_RS03400,+
TU220H-764,SGL_RS06660,-
TU220H-248,SGL_RS03055,+
TU220H-825,SGL_RS07115,-
TU220H-1016,SGL_RS08630,-
TU220H-1248,SGL_RS10365,+
TU220H-1334,SGL_RS10980,+
TU220H-1435,SGL_RS11745,-
TU220H-623,SGL_RS05720 // SGL_RS05715,-
TU220H-889,SGL_RS07645 // SGL_RS07640,-
TU220H-1195,SGL_RS09960,+
TU220H-1078,SGL_RS09080,+
TU220H-837,SGL_RS07205,-
TU220H-941,SGL_RS08045,-
TU220H-1027,SGL_RS08735,-
TU220H-2568,SGL_RS15245,-
TU220H-1623,SGL_RS13125,+
TU220H-634,SGL_RS05790,-
TU220H-2674,SGL_RS12070,-
TU220H-136,SGL_RS02205,-
TU220H-1773,SGL_RS14265,+
TU220H-41,SGL_RS01010 // SGL_RS01005,+
TU220H-713,SGL_RS06365,+
TU220H-18,SGL_RS00790,+
TU220H-338,SGL_RS03720 // SGL_RS03715 // SGL_RS18675 // SGL_RS03705 // SGL_RS03700 // SGL_RS03695,+
TU220H-1477,SGL_RS12055,+
TU220H-1566,SGL_RS19515 // SGL_RS12705,-
TU220H-2612,SGL_RS19255,+
TU220H-1463,SGL_RS11955,+
TU220H-443,SGL_RS04465 // SGL_RS04460,+
TU220H-1352,SGL_RS11090,+
TU220H-2494,SGL_RS18280,-
TU220H-1119,SGL_RS09360,+
TU220H-2766,SGL_RS08800,+
TU220H-2149,SGL_RS17080,-
TU220H-2457,SGL_RS19325,+
TU220H-1557,SGL_RS12640,+
TU220H-691,SGL_RS06225,-
TU220H-2157,SGL_RS17165,+
TU220H-981,SGL_RS08360,+
TU220H-2810,SGL_RS07520,+
TU220H-1404,SGL_RS11460,+
TU220H-772,SGL_RS06705,+
TU220H-2231,SGL_RS17675,+
TU220H-2739,SGL_RS10085,+
TU220H-40,SGL_RS01000,+
TU220H-2499,SGL_RS18000,+
TU220H-2896,SGL_RS03260,+
TU220H-98,SGL_RS01925,+
TU220H-1945,SGL_RS15570,-
TU220H-300,SGL_RS03395,+
TU220H-247,SGL_RS03045,-
TU220H-2342,SGL_RS00130,-
TU220H-1536,SGL_RS12495,+
TU220H-2426,SGL_RS01525,+
TU220H-1247,SGL_RS10360,+
TU220H-926,SGL_RS07925,+
TU220H-374,SGL_RS03985,+
TU220H-1713,SGL_RS13790,-
TU220H-888,SGL_RS07630,-
TU220H-1077,SGL_RS09075,+
TU220H-174,SGL_RS02485 // SGL_RS02480,+
TU220H-836,SGL_RS18765,-
TU220H-2687,SGL_RS11740,+
TU220H-1026,SGL_RS08730,-
TU220H-633,SGL_RS05785,-
TU220H-1366,SGL_RS11180,+
TU220H-2454,SGL_RS01755,+
TU220H-2729,SGL_RS10225,-
TU220H-2407,SGL_RS01395 // SGL_RS01390,+
TU220H-2617,SGL_RS13755,+
TU220H-2952,SGL_RS00670,-
TU220H-2227,SGL_RS17650,+
TU220H-1887,SGL_RS15130 // SGL_RS15125,+
TU220H-1872,SGL_RS15025,+
TU220H-543,SGL_RS05160,+
TU220H-1687,SGL_RS13575 // SGL_RS13570,-
TU220H-1969,SGL_RS15715,-
TU220H-2000,SGL_RS15920,-
TU220H-423,SGL_RS18690,-
TU220H-39,SGL_RS00995 // SGL_RS00990,-
TU220H-17,SGL_RS00785,+
TU220H-2700,SGL_RS11350,-
TU220H-500,SGL_RS04850,+
TU220H-1670,SGL_RS13465,+
TU220H-121,SGL_RS18630,+
TU220H-442,SGL_RS04455,+
TU220H-2480,SGL_RS00400,-
TU220H-323,SGL_RS03565 // SGL_RS03560,+
TU220H-2100,SGL_RS16650 // SGL_RS16645,+
TU220H-2313,SGL_RS18260 // SGL_RS18255,-
TU220H-1591,SGL_RS12885,+
TU220H-237,SGL_RS02990,+
TU220H-690,SGL_RS06220,-
TU220H-2263,SGL_RS17910,+
TU220H-2181,SGL_RS17310,-
TU220H-1730,SGL_RS13905,-
TU220H-2136,SGL_RS16955,-
TU220H-2523,SGL_RS17130,+
TU220H-1734,SGL_RS13935,-
TU220H-1879,SGL_RS19055,+
TU220H-2203,SGL_RS17485 // SGL_RS17480,+
TU220H-2452,SGL_RS01740,+
TU220H-1724,SGL_RS13870 // SGL_RS13865,+
TU220H-38,SGL_RS00985 // SGL_RS00980,-
TU220H-2443,SGL_RS01670,+
TU220H-2769,SGL_RS18810,+
TU220H-964,SGL_RS08215,-
TU220H-794,SGL_RS06905,-
TU220H-1937,SGL_RS19060,+
TU220H-97,SGL_RS01905 // SGL_RS01900,-
TU220H-2645,SGL_RS13120,-
TU220H-299,SGL_RS03390,+
TU220H-2067,SGL_RS16415 // SGL_RS16410 // SGL_RS16405,-
TU220H-2560,SGL_RS15615,-
TU220H-246,SGL_RS03040 // SGL_RS03035,-
TU220H-824,SGL_RS07110,+
TU220H-2908,SGL_RS02760,-
TU220H-1015,SGL_RS08625,+
TU220H-1246,SGL_RS10355,-
TU220H-2848,SGL_RS05990,-
TU220H-622,SGL_RS05710,-
TU220H-887,SGL_RS07625 // SGL_RS07620,-
TU220H-1103,SGL_RS09245,-
TU220H-1194,SGL_RS09955,+
TU220H-1486,SGL_RS12110 // SGL_RS12105,+
TU220H-1124,SGL_RS09390,+
TU220H-835,SGL_RS07180,-
TU220H-911,SGL_RS07830 // SGL_RS07825,+
TU220H-585,SGL_RS05465 // SGL_RS05460 // SGL_RS05455,-
TU220H-1025,SGL_RS08715 // SGL_RS08710,-
TU220H-632,SGL_RS05780 // SGL_RS05775 // SGL_RS05770,-
TU220H-529,SGL_RS05055,+
TU220H-208,SGL_RS02790,+
TU220H-2800,SGL_RS07685,-
TU220H-742,SGL_RS06525,-
TU220H-1299,SGL_RS10700,+
TU220H-1790,SGL_RS14400,+
TU220H-1869,SGL_RS15005,-
TU220H-1698,SGL_RS13680,-
TU220H-1134,SGL_RS09450 // SGL_RS09445,+
TU220H-1906,SGL_RS15295,+
TU220H-37,SGL_RS00975,+
TU220H-1970,SGL_RS15720,-
TU220H-16,SGL_RS00780 // SGL_RS00775,-
TU220H-499,SGL_RS04845 // SGL_RS04840,-
TU220H-2005,SGL_RS15955,-
TU220H-441,SGL_RS04450,+
TU220H-1426,SGL_RS11655 // SGL_RS11650 // SGL_RS11645,+
TU220H-2508,SGL_RS17665,-
TU220H-1460,SGL_RS11930,+
TU220H-1758,SGL_RS14150 // SGL_RS14145,-
TU220H-2049,SGL_RS16280,-
TU220H-2593,SGL_RS14455,+
TU220H-1707,SGL_RS13735,+
TU220H-2171,SGL_RS17245,+
TU220H-689,SGL_RS06215,-
TU220H-2178,SGL_RS17295,+
TU220H-1451,SGL_RS11860 // SGL_RS11855,-
TU220H-1840,SGL_RS14810,+
TU220H-2314,SGL_RS18270,+
TU220H-1826,SGL_RS14685,+
TU220H-1396,SGL_RS11410 // SGL_RS11405 // SGL_RS11400,-
TU220H-36,SGL_RS00970 // SGL_RS00965,+
TU220H-1796,SGL_RS14470,+
TU220H-2286,SGL_RS18055,+
TU220H-96,SGL_RS01895,-
TU220H-298,SGL_RS03385,+
TU220H-2063,SGL_RS16365,+
TU220H-2894,SGL_RS03375,-
TU220H-245,SGL_RS03030,+
TU220H-382,SGL_RS04055,-
TU220H-1535,SGL_RS12490,+
TU220H-566,SGL_RS05305,-
TU220H-1344,SGL_RS11050 // SGL_RS11045,+
TU220H-1245,SGL_RS10350,-
TU220H-1508,SGL_RS12265 // SGL_RS12260 // SGL_RS12255,+
TU220H-2752,SGL_RS09640,-
TU220H-886,SGL_RS07615 // SGL_RS07610,-
TU220H-1076,SGL_RS09070,+
TU220H-182,SGL_RS02570 // SGL_RS02565,-
TU220H-1193,SGL_RS09935,+
TU220H-834,SGL_RS07175,+
TU220H-1904,SGL_RS15285,-
TU220H-1024,SGL_RS08705,-
TU220H-2470,SGL_RS01820,-
TU220H-631,SGL_RS05765,-
TU220H-2542,SGL_RS16530,+
TU220H-2582,SGL_RS14995,+
TU220H-2004,SGL_RS15950 // SGL_RS15945,-
TU220H-2455,SGL_RS01760,+
TU220H-727,SGL_RS06435,+
TU220H-515,SGL_RS04955,-
TU220H-35,SGL_RS00960 // SGL_RS00955,-
TU220H-352,SGL_RS03810,-
TU220H-1476,SGL_RS12050,+
TU220H-15,SGL_RS18535,-
TU220H-498,SGL_RS04835,+
TU220H-150,SGL_RS02295,-
TU220H-440,SGL_RS04445,-
TU220H-1944,SGL_RS15565,-
TU220H-2239,SGL_RS17760 // SGL_RS17755,+
TU220H-1503,SGL_RS12230,+
TU220H-2529,SGL_RS16980,+
TU220H-2887,SGL_RS04020,-
TU220H-2557,SGL_RS19065,-
TU220H-1590,SGL_RS12880,-
TU220H-688,SGL_RS06210 // SGL_RS06205,-
TU220H-236,SGL_RS02985 // SGL_RS02980,-
TU220H-1860,SGL_RS14940,-
TU220H-2946,SGL_RS00890,-
TU220H-2058,SGL_RS16335,+
TU220H-1909,SGL_RS15315,+
TU220H-987,SGL_RS08410,+
TU220H-1420,SGL_RS11585,+
TU220H-1381,SGL_RS11305 // SGL_RS11300,+
TU220H-2814,SGL_RS07460,-
TU220H-1998,SGL_RS15910,+
TU220H-34,SGL_RS00945 // SGL_RS00940 // SGL_RS00935,-
TU220H-95,SGL_RS01890,-
TU220H-297,SGL_RS03380,+
TU220H-2071,SGL_RS19120,-
TU220H-763,SGL_RS06655,+
TU220H-596,SGL_RS05545 // SGL_RS05540,+
TU220H-244,SGL_RS03025,+
TU220H-823,SGL_RS07105,+
TU220H-1797,SGL_RS14475,+
TU220H-1014,SGL_RS08620,+
TU220H-582,SGL_RS05440,+
TU220H-1333,SGL_RS10975,+
TU220H-1244,SGL_RS10345,-
TU220H-2247,SGL_RS17800,+
TU220H-621,SGL_RS05705,-
TU220H-1141,SGL_RS09565 // SGL_RS09560 // SGL_RS09555 // SGL_RS09550 // SGL_RS09545 // SGL_RS09540,+
TU220H-885,SGL_RS07605,+
TU220H-1075,SGL_RS18825 // SGL_RS09065,+
TU220H-1652,SGL_RS13340,-
TU220H-1192,SGL_RS09930 // SGL_RS09925,+
TU220H-833,SGL_RS07170,+
TU220H-940,SGL_RS08040,-
TU220H-1023,SGL_RS08700,-
TU220H-630,SGL_RS05760,-
TU220H-1660,SGL_RS13395,-
TU220H-1089,SGL_RS09155,-
TU220H-1298,SGL_RS10695 // SGL_RS10690,+
TU220H-2673,SGL_RS12270,-
TU220H-135,SGL_RS02200,-
TU220H-2631,SGL_RS13440,-
TU220H-14,SGL_RS00760 // SGL_RS00755,-
TU220H-497,SGL_RS04830,+
TU220H-337,SGL_RS03690 // SGL_RS03685,+
TU220H-1855,SGL_RS14905,+
TU220H-1817,SGL_RS18425,-
TU220H-1564,SGL_RS12695,+
TU220H-439,SGL_RS04440,-
TU220H-2768,SGL_RS08745,+
TU220H-2316,SGL_RS18295,+
TU220H-2414,SGL_RS01450,-
TU220H-2290,SGL_RS18100,+
TU220H-2033,SGL_RS16195,-
TU220H-1900,SGL_RS15240,+
TU220H-971,SGL_RS08265,-
TU220H-687,SGL_RS06200,-
TU220H-2257,SGL_RS17850,+
TU220H-2505,SGL_RS19520,-
TU220H-2135,SGL_RS16950,-
TU220H-1859,SGL_RS14935 // SGL_RS14930 // SGL_RS14925,-
TU220H-1752,SGL_RS14105 // SGL_RS14100 // SGL_RS19040,+
TU220H-1997,SGL_RS15905,+
TU220H-33,SGL_RS00930 // SGL_RS00925 // SGL_RS00920,-
TU220H-1127,SGL_RS09405,+
TU220H-94,SGL_RS01885,+
TU220H-2625,SGL_RS13585,+
TU220H-296,SGL_RS03370,+
TU220H-591,SGL_RS05505,+
TU220H-243,SGL_RS03020,+
TU220H-1534,SGL_RS12485 // SGL_RS12480,+
TU220H-1110,SGL_RS09295,+
TU220H-1243,SGL_RS10335,-
TU220H-2650,SGL_RS12965,-
TU220H-925,SGL_RS07920,+
TU220H-373,SGL_RS03980,+
TU220H-884,SGL_RS07600,+
TU220H-1074,SGL_RS09060,+
TU220H-1191,SGL_RS09920,+
TU220H-173,SGL_RS02475,+
TU220H-756,SGL_RS06610,-
TU220H-832,SGL_RS07165,+
TU220H-1022,SGL_RS08695,-
TU220H-1365,SGL_RS11175,+
TU220H-629,SGL_RS05755,-
TU220H-2926,SGL_RS18640,+
TU220H-2196,SGL_RS17430 // SGL_RS17425,+
TU220H-1886,SGL_RS15120,+
TU220H-2933,SGL_RS02090,+
TU220H-1871,SGL_RS15020,+
TU220H-2795,SGL_RS07805,+
TU220H-2388,SGL_RS00480,+
TU220H-2713,SGL_RS10765,-
TU220H-542,SGL_RS05155,+
TU220H-1599,SGL_RS12925,+
TU220H-2246,SGL_RS17795,+
TU220H-2032,SGL_RS16190 // SGL_RS16185,-
TU220H-422,SGL_RS04300,-
TU220H-32,SGL_RS00915,+
TU220H-13,SGL_RS00750 // SGL_RS00745,-
TU220H-496,SGL_RS04825,-
TU220H-120,SGL_RS02075,+
TU220H-438,SGL_RS04435,-
TU220H-2237,SGL_RS17740,-
TU220H-1943,SGL_RS15555,-
TU220H-2912,SGL_RS02655,+
TU220H-2608,SGL_RS13975,+
TU220H-322,SGL_RS03555 // SGL_RS03550 // SGL_RS03545 // SGL_RS03540,+
TU220H-2261,SGL_RS17890,+
TU220H-1908,SGL_RS15310,+
TU220H-2830,SGL_RS06875,-
TU220H-2360,SGL_RS00300 // SGL_RS00295,-
TU220H-1853,SGL_RS14890 // SGL_RS14885,-
TU220H-2288,SGL_RS18065,+
TU220H-1589,SGL_RS12875,-
TU220H-686,SGL_RS06195,-
TU220H-235,SGL_RS02975,-
TU220H-2787,SGL_RS07990,-
TU220H-2522,SGL_RS17135,-
TU220H-1862,SGL_RS14955,-
TU220H-2148,SGL_RS17070,-
TU220H-2450,SGL_RS01725,-
TU220H-1723,SGL_RS13860,-
TU220H-2721,SGL_RS10475,+
TU220H-31,SGL_RS00910 // SGL_RS00905,+
TU220H-793,SGL_RS06895,-
TU220H-1760,SGL_RS14170 // SGL_RS14165 // SGL_RS14160,-
TU220H-1737,SGL_RS13950,+
TU220H-1697,SGL_RS13675,-
TU220H-963,SGL_RS08210,-
TU220H-93,SGL_RS01880,+
TU220H-2367,SGL_RS00340,-
TU220H-295,SGL_RS03365,+
TU220H-242,SGL_RS03015,-
TU220H-822,SGL_RS07100,+
TU220H-1013,SGL_RS08615 // SGL_RS08610 // SGL_RS08605,+
TU220H-2437,SGL_RS01635,+
TU220H-1242,SGL_RS10330,-
TU220H-2868,SGL_RS04605,+
TU220H-620,SGL_RS05700,-
TU220H-1073,SGL_RS09055,-
TU220H-1190,SGL_RS09915,+
TU220H-831,SGL_RS07160,+
TU220H-910,SGL_RS07795,-
TU220H-2686,SGL_RS11755,+
TU220H-1021,SGL_RS08690 // SGL_RS19510 // SGL_RS08680,+
TU220H-528,SGL_RS05050 // SGL_RS05045,+
TU220H-628,SGL_RS05750,-
TU220H-741,SGL_RS06520,-
TU220H-2039,SGL_RS16230,+
TU220H-1297,SGL_RS10685,+
TU220H-2615,SGL_RS13775,-
TU220H-189,SGL_RS18655,-
TU220H-365,SGL_RS03910,-
TU220H-30,SGL_RS18545,+
TU220H-164,SGL_RS18645,-
TU220H-12,SGL_RS00740,-
TU220H-1968,SGL_RS15710,+
TU220H-2335,SGL_RS00060 // SGL_RS00055,+
TU220H-495,SGL_RS04820,-
TU220H-2732,SGL_RS18885,+
TU220H-1563,SGL_RS12690,+
TU220H-2880,SGL_RS04235,-
TU220H-437,SGL_RS04430,+
TU220H-1999,SGL_RS15915,+
TU220H-2536,SGL_RS16750,+
TU220H-2213,SGL_RS17545,-
TU220H-2507,SGL_RS17680,-
TU220H-2476,SGL_RS00585,+
TU220H-2156,SGL_RS17160,+
TU220H-2031,SGL_RS16180,-
TU220H-1347,SGL_RS11065,-
TU220H-2169,SGL_RS17235,-
TU220H-1919,SGL_RS15410,-
TU220H-2131,SGL_RS16930,+
TU220H-193,SGL_RS02645 // SGL_RS02640,-
TU220H-1446,SGL_RS11815,+
TU220H-2918,SGL_RS02500,-
TU220H-685,SGL_RS06190,-
TU220H-1849,SGL_RS14860,+
TU220H-2380,SGL_RS00425,-
TU220H-1839,SGL_RS14805 // SGL_RS14800 // SGL_RS14795 // SGL_RS14790 // SGL_RS14785 // SGL_RS14780,+
TU220H-2821,SGL_RS19440,-
TU220H-2780,SGL_RS08280,+
TU220H-1395,SGL_RS11395 // SGL_RS11390,+
TU220H-1719,SGL_RS13830,-
TU220H-29,SGL_RS00900,+
TU220H-574,SGL_RS05390 // SGL_RS05385 // SGL_RS05380 // SGL_RS05375 // SGL_RS05370 // SGL_RS05365,+
TU220H-1445,SGL_RS11810,+
TU220H-92,SGL_RS01875,+
TU220H-1562,SGL_RS12680,+
TU220H-294,SGL_RS03360,+
TU220H-241,SGL_RS03010,-
TU220H-1533,SGL_RS12475,+
TU220H-2303,SGL_RS18190,+
TU220H-565,SGL_RS05300,+
TU220H-1241,SGL_RS10325,-
TU220H-954,SGL_RS08130,+
TU220H-883,SGL_RS07580,+
TU220H-2858,SGL_RS05340,+
TU220H-1072,SGL_RS09050,-
TU220H-1189,SGL_RS09910,+
TU220H-1095,SGL_RS09190,+
TU220H-830,SGL_RS07155,+
TU220H-1020,SGL_RS08675,+
TU220H-2469,SGL_RS01870,-
TU220H-200,SGL_RS02725,+
TU220H-1482,SGL_RS12085,+
TU220H-1823,SGL_RS14670,+
TU220H-2544,SGL_RS16460,-
TU220H-726,SGL_RS06430,+
TU220H-1789,SGL_RS14395,-
TU220H-780,SGL_RS06755,-
TU220H-514,SGL_RS04950,-
TU220H-2775,SGL_RS08320,+
TU220H-351,SGL_RS03805,-
TU220H-28,SGL_RS00880,-
TU220H-11,SGL_RS00735,-
TU220H-494,SGL_RS04815,+
TU220H-149,SGL_RS02290,-
TU220H-436,SGL_RS04425,+
TU220H-1942,SGL_RS15550,-
TU220H-409,SGL_RS04215,+
TU220H-1588,SGL_RS12870 // SGL_RS12865 // SGL_RS12860,+
TU220H-684,SGL_RS18730,-
TU220H-234,SGL_RS02970 // SGL_RS02965,+
TU220H-2264,SGL_RS19140,+
TU220H-1403,SGL_RS11450,+
TU220H-2942,SGL_RS01120,+
TU220H-2764,SGL_RS08840,+
TU220H-2498,SGL_RS19145,-
TU220H-2223,SGL_RS19130,+
TU220H-1380,SGL_RS11295,-
TU220H-1825,SGL_RS14680,+
TU220H-1634,SGL_RS13200,+
TU220H-1114,SGL_RS09325,+
TU220H-1423,SGL_RS11620,-
TU220H-27,SGL_RS19385,-
TU220H-1500,SGL_RS12210,+
TU220H-91,SGL_RS18385,+
TU220H-293,SGL_RS03355,+
TU220H-2891,SGL_RS03915,+
TU220H-762,SGL_RS06650,+
TU220H-240,SGL_RS03005,-
TU220H-821,SGL_RS07095,-
TU220H-2327,SGL_RS00010,-
TU220H-2293,SGL_RS18115,-
TU220H-1012,SGL_RS08600,-
TU220H-1332,SGL_RS18910 // SGL_RS10960,-
TU220H-1240,SGL_RS10315,-
TU220H-2301,SGL_RS18180,-
TU220H-2248,SGL_RS17805,+
TU220H-1434,SGL_RS18935 // SGL_RS11730,+
TU220H-619,SGL_RS05695,-
TU220H-882,SGL_RS07575,+
TU220H-1071,SGL_RS09045 // SGL_RS09040 // SGL_RS09035 // SGL_RS09030 // SGL_RS09025,-
TU220H-1188,SGL_RS09905,-
TU220H-939,SGL_RS08035,+
TU220H-2567,SGL_RS15300,-
TU220H-829,SGL_RS07150,+
TU220H-1836,SGL_RS14765,+
TU220H-1019,SGL_RS08665 // SGL_RS08660 // SGL_RS08655,+
TU220H-627,SGL_RS18715,-
TU220H-556,SGL_RS05250 // SGL_RS05245,-
TU220H-1885,SGL_RS15115,+
TU220H-1296,SGL_RS10680 // SGL_RS10675,+
TU220H-2421,SGL_RS01495,+
TU220H-2672,SGL_RS12275,+
TU220H-1788,SGL_RS14390,-
TU220H-2602,SGL_RS14050,-
TU220H-2395,SGL_RS00540,-
TU220H-1774,SGL_RS14270,+
TU220H-2097,SGL_RS16620,+
TU220H-1772,SGL_RS14260,+
TU220H-2589,SGL_RS14610,-
TU220H-134,SGL_RS02195,-
TU220H-2831,SGL_RS06870,+
TU220H-26,SGL_RS00865,-
TU220H-712,SGL_RS06360,+
TU220H-10,SGL_RS00730 // SGL_RS00725 // SGL_RS00720,+
TU220H-493,SGL_RS04810,+
TU220H-336,SGL_RS18670,+
TU220H-1461,SGL_RS11935,-
TU220H-435,SGL_RS04410,-
TU220H-2788,SGL_RS07985,+
TU220H-2487,SGL_RS00180,+
TU220H-1458,SGL_RS11920 // SGL_RS11915,+
TU220H-1604,SGL_RS12975 // SGL_RS12970,+
TU220H-2368,SGL_RS00345,-
TU220H-2029,SGL_RS19095 // SGL_RS16170,-
TU220H-2747,SGL_RS09770,-
TU220H-683,SGL_RS06180,+
TU220H-1803,SGL_RS14510,-
TU220H-771,SGL_RS06700,+
TU220H-1624,SGL_RS13130,+
TU220H-1722,SGL_RS13855,-
TU220H-25,SGL_RS00855,-
TU220H-2208,SGL_RS17515,+
TU220H-1637,SGL_RS13215,+
TU220H-90,SGL_RS18380,+
TU220H-2621,SGL_RS13620,-
TU220H-292,SGL_RS03350,-
TU220H-2879,SGL_RS04265,-
TU220H-239,SGL_RS03000,-
TU220H-1532,SGL_RS12470,+
TU220H-1239,SGL_RS10310,-
TU220H-924,SGL_RS07915,+
TU220H-372,SGL_RS03975,-
TU220H-881,SGL_RS07570,-
TU220H-1070,SGL_RS09020,-
TU220H-1187,SGL_RS19215,-
TU220H-1439,SGL_RS11775,-
TU220H-172,SGL_RS02470,+
TU220H-755,SGL_RS06600,-
TU220H-828,SGL_RS07145 // SGL_RS07140,-
TU220H-1018,SGL_RS08650 // SGL_RS18805 // SGL_RS08640,+
TU220H-1364,SGL_RS11170,-
TU220H-2847,SGL_RS06095,-
TU220H-626,SGL_RS05745 // SGL_RS05740,-
TU220H-2406,SGL_RS18580,+
TU220H-2260,SGL_RS17885,+
TU220H-1686,SGL_RS13560,-
TU220H-1996,SGL_RS15900,+
TU220H-421,SGL_RS04295,-
TU220H-2576,SGL_RS15145,+
TU220H-24,SGL_RS00850,-
TU220H-9,SGL_RS00715,+
TU220H-492,SGL_RS04805,-
TU220H-1669,SGL_RS13460,+
TU220H-119,SGL_RS02070 // SGL_RS02065 // SGL_RS02060 // SGL_RS02055,-
TU220H-434,SGL_RS04405 // SGL_RS04400,-
TU220H-321,SGL_RS03535,+
TU220H-1295,SGL_RS10670,+
TU220H-2098,SGL_RS16625,+
TU220H-2028,SGL_RS16165,-
TU220H-2371,SGL_RS00360,-
