Proteins	Genes of polypeptide, complex, or RNA	Common-Name	Locations
USA300HOU_RS03300-MONOMER	USA300HOU_RS03300	hypothetical protein	
USA300HOU_RS09810-MONOMER	USA300HOU_RS09810	ABC transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS08895-MONOMER	USA300HOU_RS08895	50S ribosomal protein L20	CCI-CYTOSOL-GP
USA300HOU_RS13710-MONOMER	USA300HOU_RS13710	GNAT family N-acetyltransferase	
USA300HOU_RS00325-MONOMER	USA300HOU_RS00325	arginine deiminase	CCI-CYTOSOL-GP
USA300HOU_RS03375-MONOMER	USA300HOU_RS03375	tyrosine-type recombinase/integrase	CCI-CYTOSOL-GP
USA300HOU_RS04295-MONOMER	USA300HOU_RS04295	cold-shock protein	CCI-CYTOSOL-GP
USA300HOU_RS07585-MONOMER	USA300HOU_RS07585	hypothetical protein	
USA300HOU_RS03020-MONOMER	USA300HOU_RS03020	protein VraC	
USA300HOU_RS08250-MONOMER	USA300HOU_RS08250	MBL fold metallo-hydrolase	CCI-CYTOSOL-GP
USA300HOU_RS05105-MONOMER	USA300HOU_RS05105	YkvS family protein	CCI-CYTOSOL-GP
USA300HOU_RS12430-MONOMER	USA300HOU_RS12430	SarA family transcriptional regulator	
USA300HOU_RS01215-MONOMER	USA300HOU_RS01215	PrsW family intramembrane metalloprotease	
USA300HOU_RS00035-MONOMER	USA300HOU_RS00035	NAD(P)H-hydrate dehydratase	
USA300HOU_RS04520-MONOMER	USA300HOU_RS04520	Fe-S cluster assembly protein SufD	CCI-CYTOSOL-GP
USA300HOU_RS04025-MONOMER	USA300HOU_RS04025	threonine/serine exporter family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS09220-MONOMER	USA300HOU_RS09220	hypothetical protein	
CPLX2KSB-74	USA300HOU_RS14830 // USA300HOU_RS14835	ABC transporter	
USA300HOU_RS04760-MONOMER	USA300HOU_RS04760	glycerophosphodiester phosphodiesterase	
USA300HOU_RS05690-MONOMER	USA300HOU_RS05690	phenylalanine--tRNA ligase subunit alpha	CCI-CYTOSOL-GP
USA300HOU_RS11585-MONOMER	USA300HOU_RS11585	CDF family zinc efflux transporter CzrB	CCI-PM-BAC-POS-GP
USA300HOU_RS09430-MONOMER	USA300HOU_RS09430	hypothetical protein	
USA300HOU_RS07590-MONOMER	USA300HOU_RS07590	elastin-binding protein EbpS	CCI-PM-BAC-POS-GP
USA300HOU_RS06480-MONOMER	USA300HOU_RS06480	ribonuclease Y	CCI-CYTOSOL-GP
USA300HOU_RS00570-MONOMER	USA300HOU_RS00570	DUF1648 domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS07010-MONOMER	USA300HOU_RS07010	SWIM zinc finger domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS14600-MONOMER	USA300HOU_RS14600	pyroglutamyl-peptidase I	CCI-CYTOSOL-GP
USA300HOU_RS12600-MONOMER	USA300HOU_RS12600	SDR family oxidoreductase	CCI-CYTOSOL-GP
USA300HOU_RS02340-MONOMER	USA300HOU_RS02340	autolysin/adhesin Aaa	CCI-CW-BAC-POS-GP
USA300HOU_RS13095-MONOMER	USA300HOU_RS13095	bi-component gamma-hemolysin HlgAB subunit A	CCI-EXTRACELLULAR-GP
USA300HOU_RS02260-MONOMER	USA300HOU_RS02260	hypothetical protein	
USA300HOU_RS02510-MONOMER	USA300HOU_RS02510	TatD family hydrolase	CCI-CYTOSOL-GP
USA300HOU_RS13715-MONOMER	USA300HOU_RS13715	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS05335-MONOMER	USA300HOU_RS05335	phosphoribosylformylglycinamidine cyclo-ligase	CCI-CYTOSOL-GP
USA300HOU_RS09860-MONOMER	USA300HOU_RS09860	YlbF/YmcA family competence regulator	CCI-CYTOSOL-GP
USA300HOU_RS14280-MONOMER	USA300HOU_RS14280	alkaline phosphatase	CCI-EXTRACELLULAR-GP
USA300HOU_RS07220-MONOMER	USA300HOU_RS07220	response regulator transcription factor ArlR	CCI-CYTOSOL-GP
USA300HOU_RS01220-MONOMER	USA300HOU_RS01220	ABC transporter substrate-binding protein	CCI-CW-BAC-POS-GP
USA300HOU_RS06020-MONOMER	USA300HOU_RS06020	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	CCI-CYTOSOL-GP
USA300HOU_RS04225-MONOMER	USA300HOU_RS04225	ribonuclease R	CCI-CYTOSOL-GP
USA300HOU_RS11035-MONOMER	USA300HOU_RS11035	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	CCI-CYTOSOL-GP
USA300HOU_RS01225-MONOMER	USA300HOU_RS01225	DUF488 domain-containing protein	
USA300HOU_RS07595-MONOMER	USA300HOU_RS07595	ATP-dependent DNA helicase	CCI-CYTOSOL-GP
USA300HOU_RS06715-MONOMER	USA300HOU_RS06715	sensor histidine kinase	CCI-PM-BAC-POS-GP
USA300HOU_RS12015-MONOMER	USA300HOU_RS12015	50S ribosomal protein L13	
USA300HOU_RS11595-MONOMER	USA300HOU_RS11595	hypothetical protein	
USA300HOU_RS05190-MONOMER	USA300HOU_RS05190	2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylic-acid synthase	
USA300HOU_RS14605-MONOMER	USA300HOU_RS14605	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS04685-MONOMER	USA300HOU_RS04685	FAD/NAD(P)-binding protein	CCI-CYTOSOL-GP
USA300HOU_RS10095-MONOMER	USA300HOU_RS10095	peroxide-responsive transcriptional repressor PerR	CCI-CYTOSOL-GP
USA300HOU_RS05860-MONOMER	USA300HOU_RS05860	ornithine carbamoyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS09240-MONOMER	USA300HOU_RS09240	DUF948 domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS06235-MONOMER	USA300HOU_RS06235	tRNA (guanosine(37)-N1)-methyltransferase TrmD	CCI-CYTOSOL-GP
USA300HOU_RS02005-MONOMER	USA300HOU_RS02005	NDxxF motif lipoprotein	
USA300HOU_RS04300-MONOMER	USA300HOU_RS04300	hypothetical protein	
USA300HOU_RS10825-MONOMER	USA300HOU_RS10825	helix-turn-helix domain-containing protein	
USA300HOU_RS07985-MONOMER	USA300HOU_RS07985	rRNA pseudouridine synthase	CCI-CYTOSOL-GP
USA300HOU_RS12435-MONOMER	USA300HOU_RS12435	helix-turn-helix domain-containing protein	
USA300HOU_RS10680-MONOMER	USA300HOU_RS10680	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS00040-MONOMER	USA300HOU_RS00040	histidine ammonia-lyase	CCI-CYTOSOL-GP
USA300HOU_RS09540-MONOMER	USA300HOU_RS09540	excalibur calcium-binding domain-containing protein	
USA300HOU_RS04985-MONOMER	USA300HOU_RS04985	GTP pyrophosphokinase family protein	CCI-CYTOSOL-GP
USA300HOU_RS04000-MONOMER	USA300HOU_RS04000	GrpB family protein	
CPLX2KSB-73	USA300HOU_RS05125 // USA300HOU_RS05135	ABC transporter	
USA300HOU_RS07605-MONOMER	USA300HOU_RS07605	ferredoxin	CCI-CYTOSOL-GP
USA300HOU_RS02515-MONOMER	USA300HOU_RS02515	ribonuclease M5	CCI-CYTOSOL-GP
USA300HOU_RS11435-MONOMER	USA300HOU_RS11435	peptide chain release factor 1	CCI-CYTOSOL-GP
USA300HOU_RS00575-MONOMER	USA300HOU_RS00575	L-lactate permease	CCI-PM-BAC-POS-GP
USA300HOU_RS07015-MONOMER	USA300HOU_RS07015	dipeptide/oligopeptide/nickel ABC transporter ATP-binding protein	CCI-PM-BAC-POS-GP
USA300HOU_RS14610-MONOMER	USA300HOU_RS14610	PadR family transcriptional regulator	
USA300HOU_RS12605-MONOMER	USA300HOU_RS12605	M20 peptidase aminoacylase family protein	CCI-CYTOSOL-GP
USA300HOU_RS04550-MONOMER	USA300HOU_RS04550	HlyC/CorC family transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS12170-MONOMER	USA300HOU_RS12170	50S ribosomal protein L4	
USA300HOU_RS09795-MONOMER	USA300HOU_RS09795	uroporphyrinogen decarboxylase	
USA300HOU_RS12830-MONOMER	USA300HOU_RS12830	GNAT family N-acetyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS00860-MONOMER	USA300HOU_RS00860	type 8 capsular polysaccharide synthesis protein Cap8M	CCI-PM-BAC-POS-GP
USA300HOU_RS03645-MONOMER	USA300HOU_RS03645	sugar efflux transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS02520-MONOMER	USA300HOU_RS02520	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA	
USA300HOU_RS13720-MONOMER	USA300HOU_RS13720	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS02030-MONOMER	USA300HOU_RS02030	L-cystine transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS05680-MONOMER	USA300HOU_RS05680	hypothetical protein	
USA300HOU_RS08460-MONOMER	USA300HOU_RS08460	DNA polymerase III subunit delta	CCI-CYTOSOL-GP
USA300HOU_RS00330-MONOMER	USA300HOU_RS00330	ArgR family transcriptional regulator	CCI-CYTOSOL-GP
USA300HOU_RS11270-MONOMER	USA300HOU_RS11270	cardiolipin synthase	CCI-PM-BAC-POS-GP
USA300HOU_RS10720-MONOMER	USA300HOU_RS10720	dUTP pyrophosphatase	CCI-CYTOSOL-GP
USA300HOU_RS03025-MONOMER	USA300HOU_RS03025	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS15930-MONOMER	USA300HOU_RS15930	hypothetical protein	
USA300HOU_RS07225-MONOMER	USA300HOU_RS07225	hypothetical protein	
USA300HOU_RS08725-MONOMER	USA300HOU_RS08725	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	CCI-CYTOSOL-GP
USA300HOU_RS03485-MONOMER	USA300HOU_RS03485	nucleoside permease	CCI-PM-BAC-POS-GP
USA300HOU_RS09225-MONOMER	USA300HOU_RS09225	bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase	CCI-CYTOSOL-GP
CPLX2KSB-99	USA300HOU_RS01650 // USA300HOU_RS11640	PTS sugar transporter	
USA300HOU_RS12020-MONOMER	USA300HOU_RS12020	tRNA pseudouridine(38-40) synthase TruA	CCI-CYTOSOL-GP
USA300HOU_RS05195-MONOMER	USA300HOU_RS05195	2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase	CCI-CYTOSOL-GP
USA300HOU_RS09435-MONOMER	USA300HOU_RS09435	RNA polymerase sigma factor SigS	
USA300HOU_RS13315-MONOMER	USA300HOU_RS13315	M42 family metallopeptidase	CCI-CYTOSOL-GP
USA300HOU_RS00580-MONOMER	USA300HOU_RS00580	staphylococcal protein A	CCI-CW-BAC-POS-GP
USA300HOU_RS08950-MONOMER	USA300HOU_RS08950	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	CCI-CYTOSOL-GP
USA300HOU_RS14615-MONOMER	USA300HOU_RS14615	bacillithiol transferase BstA	CCI-CYTOSOL-GP
USA300HOU_RS08815-MONOMER	USA300HOU_RS08815	DNA-3-methyladenine glycosylase I	
USA300HOU_RS02525-MONOMER	USA300HOU_RS02525	Veg family protein	CCI-CYTOSOL-GP
USA300HOU_RS08225-MONOMER	USA300HOU_RS08225	hypothetical protein	
USA300HOU_RS06240-MONOMER	USA300HOU_RS06240	50S ribosomal protein L19	CCI-CYTOSOL-GP
USA300HOU_RS07920-MONOMER	USA300HOU_RS07920	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS13725-MONOMER	USA300HOU_RS13725	L-serine ammonia-lyase, iron-sulfur-dependent, subunit alpha	CCI-CYTOSOL-GP
USA300HOU_RS00335-MONOMER	USA300HOU_RS00335	universal stress protein	CCI-CYTOSOL-GP
USA300HOU_RS07230-MONOMER	USA300HOU_RS07230	hypothetical protein	
USA300HOU_RS12440-MONOMER	USA300HOU_RS12440	CHAP domain-containing protein	CCI-EXTRACELLULAR-GP
USA300HOU_RS01240-MONOMER	USA300HOU_RS01240	hypothetical protein	
USA300HOU_RS01835-MONOMER	USA300HOU_RS01835	twin-arginine translocase subunit TatC	
USA300HOU_RS11040-MONOMER	USA300HOU_RS11040	ribosomal protein S18-alanine N-acetyltransferase	CCI-CYTOSOL-GP
CPLX2KSB-72	USA300HOU_RS00365 // USA300HOU_RS00370 // USA300HOU_RS00375 // USA300HOU_RS00380 // USA300HOU_RS00385	ABC transporter	
USA300HOU_RS08930-MONOMER	USA300HOU_RS08930	replication initiation and membrane attachment family protein	CCI-CYTOSOL-GP
USA300HOU_RS10870-MONOMER	USA300HOU_RS10870	bi-component leukocidin LukGH subunit G	CCI-EXTRACELLULAR-GP
USA300HOU_RS06720-MONOMER	USA300HOU_RS06720	response regulator transcription factor	CCI-CYTOSOL-GP
USA300HOU_RS05695-MONOMER	USA300HOU_RS05695	phenylalanine--tRNA ligase subunit beta	CCI-CYTOSOL-GP
USA300HOU_RS11440-MONOMER	USA300HOU_RS11440	thymidine kinase	CCI-CYTOSOL-GP
USA300HOU_RS08665-MONOMER	USA300HOU_RS08665	tRNA threonylcarbamoyladenosine dehydratase	CCI-CYTOSOL-GP
USA300HOU_RS06485-MONOMER	USA300HOU_RS06485	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS07020-MONOMER	USA300HOU_RS07020	ABC transporter ATP-binding protein	CCI-PM-BAC-POS-GP
USA300HOU_RS14620-MONOMER	USA300HOU_RS14620	anion permease	CCI-PM-BAC-POS-GP
USA300HOU_RS12610-MONOMER	USA300HOU_RS12610	imidazolonepropionase	CCI-CYTOSOL-GP
USA300HOU_RS14760-MONOMER	USA300HOU_RS14760	MarR family transcriptional regulator	CCI-CYTOSOL-GP
USA300HOU_RS09090-MONOMER	USA300HOU_RS09090	TSUP family transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS11605-MONOMER	USA300HOU_RS11605	SAP domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS02345-MONOMER	USA300HOU_RS02345	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS00880-MONOMER	USA300HOU_RS00880	staphylobilin-forming heme oxygenase IsdI	CCI-CYTOSOL-GP
USA300HOU_RS01245-MONOMER	USA300HOU_RS01245	L-lactate dehydrogenase	CCI-CYTOSOL-GP
USA300HOU_RS03185-MONOMER	USA300HOU_RS03185	DUF443 domain-containing protein	
USA300HOU_RS02265-MONOMER	USA300HOU_RS02265	GTP-binding protein	CCI-CYTOSOL-GP
USA300HOU_RS13730-MONOMER	USA300HOU_RS13730	L-serine ammonia-lyase, iron-sulfur-dependent subunit beta	CCI-CYTOSOL-GP
USA300HOU_RS07610-MONOMER	USA300HOU_RS07610	ECF transporter S component	CCI-PM-BAC-POS-GP
USA300HOU_RS03380-MONOMER	USA300HOU_RS03380	Na+/H+ antiporter Mnh2 subunit A	CCI-PM-BAC-POS-GP
USA300HOU_RS14285-MONOMER	USA300HOU_RS14285	MarR family winged helix-turn-helix transcriptional regulator	CCI-CYTOSOL-GP
USA300HOU_RS09715-MONOMER	USA300HOU_RS09715	bi-component leukocidin LukED subunit D	CCI-EXTRACELLULAR-GP
USA300HOU_RS09545-MONOMER	USA300HOU_RS09545	DUF4352 domain-containing protein	
USA300HOU_RS14805-MONOMER	USA300HOU_RS14805	streptothricin N-acetyltransferase Sat4	CCI-CYTOSOL-GP
USA300HOU_RS01255-MONOMER	USA300HOU_RS01255	PTS transporter subunit EIIC	CCI-PM-BAC-POS-GP
USA300HOU_RS08830-MONOMER	USA300HOU_RS08830	glutamate-1-semialdehyde 2,1-aminomutase	CCI-CYTOSOL-GP
USA300HOU_RS10410-MONOMER	USA300HOU_RS10410	SLC13 family permease	CCI-PM-BAC-POS-GP
USA300HOU_RS12025-MONOMER	USA300HOU_RS12025	energy-coupling factor transporter transmembrane protein EcfT	CCI-PM-BAC-POS-GP
USA300HOU_RS08195-MONOMER	USA300HOU_RS08195	aminomethyl-transferring glycine dehydrogenase subunit GcvPB	CCI-CYTOSOL-GP
USA300HOU_RS01465-MONOMER	USA300HOU_RS01465	hypothetical protein	
USA300HOU_RS07025-MONOMER	USA300HOU_RS07025	ABC transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS14625-MONOMER	USA300HOU_RS14625	EamA family transporter RarD	CCI-PM-BAC-POS-GP
USA300HOU_RS04690-MONOMER	USA300HOU_RS04690	Na+/H+ antiporter Mnh1 subunit G	CCI-PM-BAC-POS-GP
USA300HOU_RS06115-MONOMER	USA300HOU_RS06115	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	CCI-CYTOSOL-GP
USA300HOU_RS05865-MONOMER	USA300HOU_RS05865	carbamate kinase	CCI-CYTOSOL-GP
USA300HOU_RS15450-MONOMER	USA300HOU_RS15450	putative holin-like toxin	
USA300HOU_RS11485-MONOMER	USA300HOU_RS11485	DNA-directed RNA polymerase subunit delta	CCI-CYTOSOL-GP
USA300HOU_RS08500-MONOMER	USA300HOU_RS08500	ribosome assembly RNA-binding protein YhbY	CCI-CYTOSOL-GP
USA300HOU_RS09330-MONOMER	USA300HOU_RS09330	rhodanese-like domain-containing protein	
USA300HOU_RS01640-MONOMER	USA300HOU_RS01640	FtsX-like permease family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS07615-MONOMER	USA300HOU_RS07615	hypothetical protein	
USA300HOU_RS11610-MONOMER	USA300HOU_RS11610	hypothetical protein	CCI-EXTRACELLULAR-GP
USA300HOU_RS08990-MONOMER	USA300HOU_RS08990	amino acid permease	CCI-PM-BAC-POS-GP
USA300HOU_RS04305-MONOMER	USA300HOU_RS04305	hypothetical protein	
USA300HOU_RS01260-MONOMER	USA300HOU_RS01260	nucleoside hydrolase	CCI-CYTOSOL-GP
USA300HOU_RS07235-MONOMER	USA300HOU_RS07235	IS200/IS605 family transposase	CCI-CYTOSOL-GP
USA300HOU_RS12445-MONOMER	USA300HOU_RS12445	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS09160-MONOMER	USA300HOU_RS09160	N-acetylglucosamine-specific PTS transporter subunit IIBC	CCI-PM-BAC-POS-GP
USA300HOU_RS04005-MONOMER	USA300HOU_RS04005	EMYY motif lipoprotein	
USA300HOU_RS09230-MONOMER	USA300HOU_RS09230	hypothetical protein	
USA300HOU_RS03850-MONOMER	USA300HOU_RS03850	aminodeoxychorismate/anthranilate synthase component II	CCI-CYTOSOL-GP
CPLX2KSB-71	USA300HOU_RS04930 // USA300HOU_RS04935 // USA300HOU_RS04925	ABC transporter	
USA300HOU_RS07620-MONOMER	USA300HOU_RS07620	DUF1672 domain-containing protein	
USA300HOU_RS06725-MONOMER	USA300HOU_RS06725	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS05350-MONOMER	USA300HOU_RS05350	phosphoribosylamine--glycine ligase	CCI-CYTOSOL-GP
USA300HOU_RS10625-MONOMER	USA300HOU_RS10625	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS14630-MONOMER	USA300HOU_RS14630	DNA-binding protein	CCI-CYTOSOL-GP
USA300HOU_RS02100-MONOMER	USA300HOU_RS02100	SDR family oxidoreductase	CCI-CYTOSOL-GP
USA300HOU_RS12615-MONOMER	USA300HOU_RS12615	urocanate hydratase	CCI-CYTOSOL-GP
USA300HOU_RS12175-MONOMER	USA300HOU_RS12175	50S ribosomal protein L3	CCI-CYTOSOL-GP
USA300HOU_RS02530-MONOMER	USA300HOU_RS02530	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	
USA300HOU_RS06380-MONOMER	USA300HOU_RS06380	transcription termination factor NusA	CCI-CYTOSOL-GP
USA300HOU_RS12835-MONOMER	USA300HOU_RS12835	NAD(P)/FAD-dependent oxidoreductase	CCI-PM-BAC-POS-GP
USA300HOU_RS00865-MONOMER	USA300HOU_RS00865	capsular polysaccharide type 5/8 biosynthesis epimerase CapN	CCI-CYTOSOL-GP
USA300HOU_RS04790-MONOMER	USA300HOU_RS04790	signal peptidase I	CCI-CW-BAC-POS-GP
USA300HOU_RS13735-MONOMER	USA300HOU_RS13735	PTS fructose transporter subunit IIC	CCI-PM-BAC-POS-GP
USA300HOU_RS09865-MONOMER	USA300HOU_RS09865	DUF445 domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS01265-MONOMER	USA300HOU_RS01265	hypothetical protein	
USA300HOU_RS00585-MONOMER	USA300HOU_RS00585	HTH-type transcriptional regulator SarS	CCI-CYTOSOL-GP
USA300HOU_RS03385-MONOMER	USA300HOU_RS03385	Na+/H+ antiporter Mnh2 subunit B	CCI-PM-BAC-POS-GP
USA300HOU_RS10285-MONOMER	USA300HOU_RS10285	3'-5' exonuclease	CCI-CYTOSOL-GP
USA300HOU_RS03030-MONOMER	USA300HOU_RS03030	C1q-binding complement inhibitor VraX	
USA300HOU_RS14290-MONOMER	USA300HOU_RS14290	esterase family protein	
USA300HOU_RS02060-MONOMER	USA300HOU_RS02060	purine permease	CCI-PM-BAC-POS-GP
USA300HOU_RS06025-MONOMER	USA300HOU_RS06025	NCS2 family nucleobase:cation symporter	CCI-PM-BAC-POS-GP
USA300HOU_RS11045-MONOMER	USA300HOU_RS11045	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	
USA300HOU_RS01750-MONOMER	USA300HOU_RS01750	PTS ascorbate transporter subunit IIC	CCI-PM-BAC-POS-GP
USA300HOU_RS03490-MONOMER	USA300HOU_RS03490	hypothetical protein	
USA300HOU_RS01270-MONOMER	USA300HOU_RS01270	BglG family transcription antiterminator	CCI-CYTOSOL-GP
USA300HOU_RS10215-MONOMER	USA300HOU_RS10215	YihY/virulence factor BrkB family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS00045-MONOMER	USA300HOU_RS00045	serine--tRNA ligase	CCI-CYTOSOL-GP
USA300HOU_RS13320-MONOMER	USA300HOU_RS13320	Txe/YoeB family addiction module toxin	
USA300HOU_RS07030-MONOMER	USA300HOU_RS07030	ABC transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS14635-MONOMER	USA300HOU_RS14635	HoxN/HupN/NixA family nickel/cobalt transporter	
USA300HOU_RS07880-MONOMER	USA300HOU_RS07880	DUF2800 domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS10505-MONOMER	USA300HOU_RS10505	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS07625-MONOMER	USA300HOU_RS07625	hypothetical protein	
USA300HOU_RS00870-MONOMER	USA300HOU_RS00870	type 8 capsular polysaccharide synthesis protein Cap8O	CCI-CYTOSOL-GP
USA300HOU_RS10685-MONOMER	USA300HOU_RS10685	HNH endonuclease	CCI-CYTOSOL-GP
USA300HOU_RS03190-MONOMER	USA300HOU_RS03190	aldo/keto reductase	CCI-CYTOSOL-GP
USA300HOU_RS04435-MONOMER	USA300HOU_RS04435	ImmA/IrrE family metallo-endopeptidase	CCI-CYTOSOL-GP
USA300HOU_RS13740-MONOMER	USA300HOU_RS13740	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS07990-MONOMER	USA300HOU_RS07990	SMC-Scp complex subunit ScpB	CCI-CYTOSOL-GP
USA300HOU_RS09650-MONOMER	USA300HOU_RS09650	serine protease SplB	CCI-EXTRACELLULAR-GP
USA300HOU_RS01275-MONOMER	USA300HOU_RS01275	PTS sugar transporter subunit IIA	CCI-CYTOSOL-GP
USA300HOU_RS12450-MONOMER	USA300HOU_RS12450	Na+/H+ antiporter NhaC	
USA300HOU_RS05355-MONOMER	USA300HOU_RS05355	energy-coupling factor transporter transmembrane protein EcfT	CCI-PM-BAC-POS-GP
USA300HOU_RS04525-MONOMER	USA300HOU_RS04525	cysteine desulfurase	
USA300HOU_RS04010-MONOMER	USA300HOU_RS04010	bacillithiol system redox-active protein YtxJ	
USA300HOU_RS01840-MONOMER	USA300HOU_RS01840	twin-arginine translocase TatA/TatE family subunit	
USA300HOU_RS03860-MONOMER	USA300HOU_RS03860	aminotransferase class IV	CCI-CYTOSOL-GP
CPLX2KSB-70	USA300HOU_RS04915 // USA300HOU_RS04920	ABC transporter	
USA300HOU_RS01290-MONOMER	USA300HOU_RS01290	zinc-binding dehydrogenase	CCI-CYTOSOL-GP
USA300HOU_RS06730-MONOMER	USA300HOU_RS06730	thermonuclease family protein	CCI-EXTRACELLULAR-GP
USA300HOU_RS05700-MONOMER	USA300HOU_RS05700	ribonuclease HIII	
USA300HOU_RS11615-MONOMER	USA300HOU_RS11615	Cof-type HAD-IIB family hydrolase	CCI-CYTOSOL-GP
USA300HOU_RS11275-MONOMER	USA300HOU_RS11275	HD domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS11080-MONOMER	USA300HOU_RS11080	2-isopropylmalate synthase	CCI-CYTOSOL-GP
USA300HOU_RS03680-MONOMER	USA300HOU_RS03680	TIGR00730 family Rossman fold protein	CCI-CYTOSOL-GP
USA300HOU_RS14640-MONOMER	USA300HOU_RS14640	arylamine N-acetyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS01280-MONOMER	USA300HOU_RS01280	PTS sugar transporter subunit IIB	CCI-CYTOSOL-GP
USA300HOU_RS12620-MONOMER	USA300HOU_RS12620	LysR family transcriptional regulator	CCI-CYTOSOL-GP
USA300HOU_RS10900-MONOMER	USA300HOU_RS10900	GNAT family N-acetyltransferase	CCI-PM-BAC-POS-GP
USA300HOU_RS05360-MONOMER	USA300HOU_RS05360	energy-coupling factor ABC transporter ATP-binding protein	CCI-PM-BAC-POS-GP
USA300HOU_RS03845-MONOMER	USA300HOU_RS03845	7-cyano-7-deazaguanine synthase QueC	CCI-CYTOSOL-GP
USA300HOU_RS02535-MONOMER	USA300HOU_RS02535	pur operon repressor	CCI-CYTOSOL-GP
USA300HOU_RS10790-MONOMER	USA300HOU_RS10790	DUF2482 family protein	
USA300HOU_RS13100-MONOMER	USA300HOU_RS13100	bi-component gamma-hemolysin HlgCB subunit C	CCI-EXTRACELLULAR-GP
USA300HOU_RS07760-MONOMER	USA300HOU_RS07760	phage portal protein	
USA300HOU_RS01285-MONOMER	USA300HOU_RS01285	PTS galactitol transporter subunit IIC	CCI-PM-BAC-POS-GP
USA300HOU_RS04795-MONOMER	USA300HOU_RS04795	helicase-exonuclease AddAB subunit AddB	CCI-CYTOSOL-GP
USA300HOU_RS00590-MONOMER	USA300HOU_RS00590	staphyloferrin B ABC transporter permease subunit SirC	CCI-PM-BAC-POS-GP
USA300HOU_RS00050-MONOMER	USA300HOU_RS00050	AzlC family ABC transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS09195-MONOMER	USA300HOU_RS09195	formate--tetrahydrofolate ligase	CCI-CYTOSOL-GP
USA300HOU_RS09235-MONOMER	USA300HOU_RS09235	hypothetical protein	CCI-CW-BAC-POS-GP
USA300HOU_RS14295-MONOMER	USA300HOU_RS14295	MSCRAMM family adhesin clumping factor ClfB	CCI-CW-BAC-POS-GP
USA300HOU_RS07240-MONOMER	USA300HOU_RS07240	phosphatase PAP2 family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS06030-MONOMER	USA300HOU_RS06030	aspartate carbamoyltransferase catalytic subunit	CCI-CYTOSOL-GP
USA300HOU_RS15995-MONOMER	USA300HOU_RS15995	hypothetical protein	
USA300HOU_RS08675-MONOMER	USA300HOU_RS08675	aspartate--tRNA ligase	CCI-CYTOSOL-GP
USA300HOU_RS01775-MONOMER	USA300HOU_RS01775	multidrug efflux MATE transporter MepA	CCI-PM-BAC-POS-GP
USA300HOU_RS14820-MONOMER	USA300HOU_RS14820	IS6 family transposase	CCI-CYTOSOL-GP
