Transcription-Units	Genes of transcription unit	Direction
TU1R65-5358	STM4376 // STM4375 // STM4374 // STM4373 // STM4372 // STM4371 // STM4370	+
TU1R65-4219	STM2121 // STM2120	-
TU1R65-3102	STM0018	+
TU1R65-4584	STM2836	+
TU1R65-5726	STM2379	+
TU1R65-3470	STM0721 // STM0720 // STM0719	+
TU1R65-4952	STM3575	+
TU1R65-3835	STM1377	-
TU1R65-5342	STM4336	+
TU1R65-4203	STM2065 // STM2064 // STM2063	-
TU1R65-3086	PSLT107 // PSLT106	-
TU1R65-4568	STM2812	+
TU1R65-5710	STM2479	-
TU1R65-3454	STM0694	-
TU1R65-4936	STM3544	-
TU1R65-3819	STM1348	-
TU1R65-5326	STM4310	+
TU1R65-4187	STM2006	+
TU1R65-3070	PSLT063	+
TU1R65-4552	STM2776 // STM2775	+
TU1R65-5694	STM2647	+
TU1R65-3438	STM0667 // STM0666	-
TU1R65-4920	STM3514 // STM3513	-
TU1R65-3803	STM1322	-
TU1R65-5310	STM4283	+
TU1R65-4171	STM1981 // STM1980 // STM1979 // STM1978 // STM1977 // STM1976 // STM1975	+
TU1R65-3054	PSLT039	-
TU1R65-4536	STM2749	+
TU1R65-5678	STM2860	-
TU1R65-3422	STM0632	+
TU1R65-4904	STM3485	-
TU1R65-3787	STM1292 // STM1291	+
TU1R65-5294	STM4251 // STM4250	+
TU1R65-4155	STM1950	-
TU1R65-3038	PSLT013 // PSLT012	-
TU1R65-4520	STM2715	-
TU1R65-5662	STM3014	+
TU1R65-3406	STM0592 // STM0591 // STM0590	-
TU1R65-4888	STM3453	-
TU1R65-3771	STM1270	+
TU1R65-5278	STM4225 // STM4224 // STM4223 // STM4222	+
TU1R65-4139	STM1923 // STM1922 // STM1921 // STM1920	-
TU1R65-4504	STM2685	+
TU1R65-5646	STM3140	+
TU1R65-3390	STM0555 // STM0554	-
TU1R65-4872	STM3405 // STM3404 // STM3403 // STM3402 // STM3401 // STM3400	-
TU1R65-3755	STM1247	+
TU1R65-5262	STM4184 // STM4183	+
TU1R65-4123	STM1893 // STM1892	+
TU1R65-4488	STM2662 // STM2661	-
TU1R65-5630	STM3250	+
TU1R65-3374	STM0514	-
TU1R65-4856	STM3375	-
TU1R65-3739	STM1223 // STM1222	-
TU1R65-5246	STM4154 // STM4153	+
TU1R65-4107	STM1869	-
TU1R65-4472	STM2627	-
TU1R65-5614	STM3454	+
TU1R65-3358	STM0492	-
TU1R65-5979	PSLT074	-
TU1R65-4840	STM3348	+
TU1R65-3723	STM1188	+
TU1R65-5230	STM4125	+
TU1R65-4091	STM1846 // STM1845	-
TU1R65-4456	STM2591	-
TU1R65-5598	STM3574	-
TU1R65-3342	STM0463 // STM0462	+
TU1R65-5963	STM0202	-
TU1R65-4824	STM3323 // STM3322	+
TU1R65-3707	STM1158 // STM1157	-
TU1R65-5214	STM4097	-
TU1R65-4075	STM1819	-
TU1R65-4440	STM2559 // STM2558	+
TU1R65-5582	STM3678	-
TU1R65-3326	STM0438	+
TU1R65-5947	STM0372	-
TU1R65-4808	STM3289	-
TU1R65-3691	STM1129	-
TU1R65-5198	STM4070 // STM4069	+
TU1R65-4059	STM1794 // STM1793 // STM1792	+
TU1R65-4424	STM2533	+
TU1R65-4421	STM2526	-
TU1R65-5563	STM3826	+
TU1R65-3307	STM0402	-
TU1R65-5928	STM0494	+
TU1R65-4789	STM3244 // STM3243 // STM3242 // STM3241	-
TU1R65-3672	STM1095	-
TU1R65-5179	STM4031 // STM4030	-
TU1R65-4040	STM1746 // STM1745 // STM1744 // STM1743 // STM1742	-
TU1R65-4405	STM2502 // STM2501	+
TU1R65-5547	STM4001	-
TU1R65-3291	STM0377 // STM0376	+
TU1R65-5912	STM0627	-
TU1R65-4773	STM3218	+
TU1R65-3656	STM1068 // STM1067	-
TU1R65-5163	STM3995	+
TU1R65-4024	STM1713	-
TU1R65-4389	STM2474 // STM2473	+
TU1R65-5531	STM4181	-
TU1R65-3275	STM0343	+
TU1R65-5896	STM0834	-
TU1R65-4757	STM3185 // STM3184 // STM3183 // STM3182 // STM3181	-
TU1R65-3640	STM1043	+
TU1R65-5147	STM3966	+
TU1R65-4008	STM1690	-
TU1R65-4373	STM2433 // STM2432 // STM2431	+
TU1R65-5515	STM4337	-
TU1R65-3259	STM0313	+
TU1R65-5880	STM0940	-
TU1R65-4741	STM3157	+
TU1R65-3627	STM1022	+
TU1R65-5131	STM3934 // STM3933 // STM3932 // STM3931	+
TU1R65-3992	STM1659	+
TU1R65-5499	STM4456	+
TU1R65-4360	STM2406	+
TU1R65-3243	STM0291 // STM0290 // STM0289	+
TU1R65-5864	STM1149	-
TU1R65-4725	STM3128 // STM3127	-
TU1R65-3611	STM0998	-
TU1R65-5115	STM3888 // STM3887	-
TU1R65-3976	STM1637	+
TU1R65-5483	STM4586	-
TU1R65-4344	STM2373	-
TU1R65-3227	STM0258	+
TU1R65-5848	STM1323	+
TU1R65-4709	STM3097 // STM3096	+
TU1R65-3595	STM0974 // STM0973	-
TU1R65-5077	STM3802 // STM3801	+
TU1R65-5099	STM3850 // STM3849	+
TU1R65-3960	STM1602	+
TU1R65-5467	STM4570 // STM4569 // STM4568 // STM4567	+
TU1R65-4328	STM2347	-
TU1R65-3211	STM0235	+
TU1R65-5832	STM1481	-
TU1R65-4693	STM3063	-
TU1R65-3579	STM0946	+
TU1R65-5061	STM3777	+
TU1R65-5083	STM3811	-
TU1R65-3944	STM1576	+
TU1R65-5451	STM4544 // STM4543	-
TU1R65-4312	STM2313	+
TU1R65-3195	STM0207 // STM0206 // STM0205	-
TU1R65-5816	STM1625	+
TU1R65-4677	STM3035	+
TU1R65-3563	STM0916 // STM0915 // STM0914	+
TU1R65-5045	STM3748	+
TU1R65-3928	STM1553	-
TU1R65-5435	STM4518	+
TU1R65-4296	STM2271	-
TU1R65-3179	STM0176 // STM0175 // STM0174	-
TU1R65-4661	STM3010	-
TU1R65-5803	STM1678	+
TU1R65-3547	STM0891 // STM0890 // STM0889 // STM0888	-
TU1R65-5029	STM3715 // STM3714	-
TU1R65-3912	STM1522	-
TU1R65-5419	STM4490	+
TU1R65-4280	STM2232	+
TU1R65-3163	STM0140 // STM0139 // STM0138	-
TU1R65-4645	STM2985	+
TU1R65-5787	STM1769	+
TU1R65-3531	STM0854	+
TU1R65-5013	STM3684	-
TU1R65-3896	STM1490	-
TU1R65-5403	STM4460 // STM4459	-
TU1R65-4264	STM2206 // STM2205 // STM2204	-
TU1R65-3147	STM0105	+
TU1R65-4629	STM2957	-
TU1R65-5771	STM1857	-
TU1R65-3515	STM0822 // STM0821	+
TU1R65-4997	STM3649	+
TU1R65-3880	STM1469 // STM1468	+
TU1R65-5387	STM4430	-
TU1R65-4248	STM2179 // STM2178 // STM2177 // STM2176 // STM2175	-
TU1R65-3131	STM0079	+
TU1R65-4613	STM2918 // STM2917 // STM2916 // STM2915 // STM2914 // STM2913	-
TU1R65-5755	STM1990	+
TU1R65-3499	STM0780	+
TU1R65-4981	STM3621 // STM3620 // STM3619 // STM3618 // STM3617 // STM3616	-
TU1R65-3864	STM1439 // STM1438	+
TU1R65-5371	STM4400	-
TU1R65-4232	STM2153	-
TU1R65-3115	STM0042 // STM0041	-
TU1R65-4597	STM2866	-
TU1R65-5739	STM2230	-
TU1R65-3483	STM0747	+
TU1R65-4965	STM3595	-
TU1R65-3848	STM1413	+
TU1R65-5355	STM4366 // STM4365	+
TU1R65-4216	STM2102 // STM2101 // STM2100 // STM2099	-
TU1R65-3099	STM0014	+
TU1R65-4581	STM2830	-
TU1R65-5723	STM2392	-
TU1R65-3467	STM0715	+
TU1R65-4949	STM3571 // STM3570	-
TU1R65-3832	STM1374 // STM1373 // STM1372 // STM1371 // STM1370 // STM1369	+
TU1R65-5339	STM4333	-
TU1R65-4200	STM2060	-
TU1R65-3083	PSLT097 // PSLT096 // PSLT095	+
TU1R65-4565	STM2804	+
TU1R65-5707	STM2508	+
TU1R65-3451	STM0691	-
TU1R65-4933	STM3538 // STM3537 // STM3536 // STM3535 // STM3534	-
TU1R65-3816	STM1345	+
TU1R65-5323	STM4302	-
TU1R65-4184	STM2003	+
TU1R65-3067	PSLT060 // PSLT059	+
TU1R65-4549	STM2772	+
TU1R65-5691	STM2743	-
TU1R65-3435	STM0661 // STM0660	-
TU1R65-4917	STM3510	+
TU1R65-3800	STM1317 // STM1316	+
TU1R65-5307	STM4276	+
TU1R65-4168	STM1969	+
TU1R65-3051	PSLT034	+
TU1R65-4533	STM2742	+
TU1R65-5675	STM2907	+
TU1R65-3419	STM0628	+
TU1R65-4901	STM3478	+
TU1R65-3784	STM1288	+
TU1R65-5291	STM4247 // STM4246	+
TU1R65-4152	STM1946 // STM1945	-
TU1R65-3035	PSLT009	-
TU1R65-4517	STM2710 // STM2709	-
TU1R65-5659	STM3039	+
TU1R65-3403	STM0585 // STM0584 // STM0583	-
TU1R65-4885	STM3447	-
TU1R65-3768	STM1267	-
TU1R65-5275	STM4215 // STM4214 // STM4213 // STM4212	-
TU1R65-4136	STM1914	-
TU1R65-4501	STM2682 // STM2681	-
TU1R65-5643	STM3189	-
TU1R65-3387	STM0549	-
TU1R65-4869	STM3396	-
TU1R65-3752	STM1244	-
TU1R65-5259	STM4179	+
TU1R65-4120	STM1888	+
TU1R65-4485	STM2658	-
TU1R65-5627	STM3269	+
TU1R65-3371	STM0509	+
TU1R65-4853	STM3370	-
TU1R65-3736	STM1216	-
TU1R65-5243	STM4150 // STM4149	+
TU1R65-4104	STM1864 // STM1863	+
TU1R65-4469	STM2621	-
TU1R65-5611	STM3479	-
TU1R65-3355	STM0487	+
TU1R65-5976	STM0029	-
TU1R65-4837	STM3345 // STM3344	-
TU1R65-3720	STM1184 // STM1183	+
TU1R65-5227	STM4119	-
TU1R65-4088	STM1839	-
TU1R65-4453	STM2588 // STM2587 // STM2586	-
TU1R65-5595	STM3589	+
TU1R65-3339	STM0456	-
TU1R65-5960	STM0256	-
TU1R65-4821	STM3313 // STM3312 // STM3311 // STM3310 // STM3309	-
TU1R65-3704	STM1153	-
TU1R65-5211	STM4093	-
TU1R65-4072	STM1816 // STM1815 // STM1814	+
TU1R65-4437	STM2555	-
TU1R65-5579	STM3681	+
TU1R65-3323	STM0436	-
TU1R65-5944	STM0379	+
TU1R65-4805	STM3283	-
TU1R65-3688	STM1126	+
TU1R65-5195	STM4064	+
TU1R65-4056	STM1784	+
TU1R65-5192	STM4061	+
TU1R65-4053	STM1780	+
TU1R65-4418	STM2522 // STM2521 // STM2520	-
TU1R65-5560	STM3860	+
TU1R65-3304	STM0399	+
TU1R65-5925	STM0553	+
TU1R65-4786	STM3237 // STM3236	+
TU1R65-3669	STM1091 // STM1090	-
TU1R65-5176	STM4023 // STM4022 // STM4021 // STM4020 // STM4019 // STM4018 // STM4017	-
TU1R65-4037	STM1738	+
TU1R65-4402	STM2496	-
TU1R65-5544	STM4038	+
TU1R65-3288	STM0364	+
TU1R65-5909	STM0654	-
TU1R65-4770	STM3211 // STM3210	+
TU1R65-3653	STM1059	+
TU1R65-5160	STM3991	+
TU1R65-4021	STM1709 // STM1708	-
TU1R65-4386	STM2470 // STM2469 // STM2468 // STM2467 // STM2466 // STM2465	-
TU1R65-5528	STM4220	-
TU1R65-3272	STM0339	-
TU1R65-5893	STM0852	-
TU1R65-4754	STM3176	-
TU1R65-5144	STM3962 // STM3961	+
TU1R65-4005	STM1685 // STM1684 // STM1683	-
TU1R65-4370	STM2428	-
TU1R65-5512	STM4351	-
TU1R65-3256	STM0309	-
TU1R65-5877	STM0972	+
TU1R65-4738	STM3153	-
TU1R65-3624	STM1019	+
TU1R65-5128	STM3917	+
TU1R65-3989	STM1656	-
TU1R65-5496	STM4469	-
TU1R65-4357	STM2398 // STM2397 // STM2396	-
TU1R65-3240	STM0279	+
TU1R65-5861	STM1189	-
TU1R65-4722	STM3123	-
TU1R65-3608	STM0994 // STM0993	+
TU1R65-5112	STM3880	+
TU1R65-3973	STM1626	-
TU1R65-5480	STM4596	-
TU1R65-4341	STM2369 // STM2368 // STM2367	-
TU1R65-3224	STM0254	+
TU1R65-5845	STM1332	-
TU1R65-4706	STM3090	+
TU1R65-3592	STM0969	+
TU1R65-5074	STM3798	+
TU1R65-5096	STM3845	+
TU1R65-3957	STM1598	-
TU1R65-5464	STM4564 // STM4563	+
TU1R65-4325	STM2343 // STM2342 // STM2341 // STM2340	-
TU1R65-3208	STM0232	+
TU1R65-5829	STM1515	+
TU1R65-4690	STM3060	+
TU1R65-3576	STM0938	-
TU1R65-5058	STM3773	-
TU1R65-3941	STM1572	+
TU1R65-5448	STM4540 // STM4539 // STM4538 // STM4537 // STM4536 // STM4535	+
TU1R65-4309	STM2310 // STM2309 // STM2308 // STM2307 // STM2306 // STM2305	-
TU1R65-3192	STM0195	+
TU1R65-5813	STM1631	+
TU1R65-4674	STM3031 // STM3030	-
TU1R65-3560	STM0910	+
TU1R65-5042	STM3744 // STM3743 // STM3742 // STM3741 // STM3740	+
TU1R65-3925	STM1548	+
TU1R65-5432	STM4515	-
TU1R65-4293	STM2267	-
TU1R65-3176	STM0166 // STM0165	-
TU1R65-4658	STM3007	+
TU1R65-5800	STM1681	-
TU1R65-3544	STM0882 // STM0881	+
TU1R65-5026	STM3707	-
TU1R65-3909	STM1512	+
TU1R65-5416	STM4487	+
TU1R65-4277	STM2228 // STM2227	+
TU1R65-3160	STM0135	+
TU1R65-4642	STM2982 // STM2981	-
TU1R65-5784	STM1782	-
TU1R65-3528	STM0846 // STM0845	-
TU1R65-5010	STM3677 // STM3676 // STM3675 // STM3674 // STM3673 // STM3672 // STM3671 // STM3670 // STM3669 // STM3668	+
TU1R65-3893	STM1487	+
TU1R65-5400	STM4455	-
TU1R65-4261	STM2200	-
TU1R65-3144	STM0100	+
TU1R65-4626	STM2954 // STM2953	-
TU1R65-5768	STM1868	-
TU1R65-3512	STM0816	-
TU1R65-4994	STM3645	+
TU1R65-3877	STM1465 // STM1464	-
TU1R65-5384	STM4427 // STM4426	+
TU1R65-4245	STM2171	-
TU1R65-3128	STM0069	-
TU1R65-4610	STM2902 // STM2901	+
TU1R65-5752	STM2010	+
TU1R65-3496	STM0777	-
TU1R65-4978	STM3613	-
TU1R65-3861	STM1435	-
TU1R65-5368	STM4397	+
TU1R65-4229	STM2147 // STM2146 // STM2145	-
TU1R65-3112	STM0038	+
TU1R65-4594	STM2859	+
TU1R65-5736	STM2245	-
TU1R65-3480	STM0742 // STM0741 // STM0740 // STM0739 // STM0738 // STM0737 // STM0736	+
TU1R65-4962	STM3591	+
TU1R65-3845	STM1402 // STM1401 // STM1400 // STM1399 // STM1398 // STM1397	+
TU1R65-5352	STM4361	+
TU1R65-4213	STM2088 // STM2087	-
TU1R65-3096	STM0011 // STM0010	-
TU1R65-4578	STM2827	-
TU1R65-5720	STM2401	+
TU1R65-3464	STM0709	+
TU1R65-4946	STM3567	-
TU1R65-3829	STM1364	-
TU1R65-5336	STM4330 // STM4329	+
TU1R65-4197	STM2038	+
TU1R65-3080	PSLT087 // PSLT085	+
TU1R65-4562	STM2795	-
TU1R65-5704	STM2572	+
TU1R65-3448	STM0688 // STM0687	+
TU1R65-4930	STM3530	+
TU1R65-3813	STM1342 // STM1341 // STM1340	+
TU1R65-5320	STM4299 // STM4298	+
TU1R65-4181	STM2000	-
TU1R65-3064	PSLT053 // PSLT052	+
TU1R65-4546	STM2767 // STM2766	-
TU1R65-5688	STM2763	+
TU1R65-3432	STM0653	+
TU1R65-4914	STM3504	+
TU1R65-3797	STM1310	-
TU1R65-5304	STM4272 // STM4271	+
TU1R65-4165	STM1963	+
TU1R65-3048	PSLT026	-
TU1R65-4530	STM2739 // STM2738	+
TU1R65-5672	STM2912	+
TU1R65-3416	STM0617	-
TU1R65-4898	STM3473	+
TU1R65-3781	STM1285	-
TU1R65-5288	STM4242	+
TU1R65-4149	STM1940	-
TU1R65-3032	PSLT006 // PSLT005 // PSLT004	+
TU1R65-4514	STM2702	-
TU1R65-5656	STM3051	+
TU1R65-3400	STM0578	-
TU1R65-4882	STM3444	-
TU1R65-3765	STM1264	+
TU1R65-5272	STM4203 // STM4202 // STM4201 // STM4200 // STM4199 // STM4198	-
TU1R65-4133	STM1910	+
TU1R65-4498	STM2678	+
TU1R65-5640	STM3197	-
TU1R65-3384	STM0542 // STM0541	-
TU1R65-4866	STM3391 // STM3390	+
TU1R65-3749	STM1241	-
TU1R65-5256	STM4176 // STM4175	-
TU1R65-4117	STM1882	-
TU1R65-4482	STM2655	-
TU1R65-5624	STM3277	-
TU1R65-3368	STM0505	-
TU1R65-4850	STM3366 // STM3365 // STM3364	-
TU1R65-3733	STM1211	+
TU1R65-5240	STM4145 // STM4144 // STM4143 // STM4142	+
TU1R65-4101	STM1859	+
TU1R65-4466	STM2616	-
TU1R65-5608	STM3494	-
TU1R65-3352	STM0482	+
TU1R65-5973	STM0032	+
TU1R65-4834	STM3340	-
TU1R65-3717	STM1173	-
TU1R65-5224	STM4116 // STM4115 // STM4114 // STM4113 // STM4112	+
TU1R65-4085	STM1835	-
TU1R65-4450	STM2584	+
TU1R65-5592	STM3604	-
TU1R65-3336	STM0453	+
TU1R65-5957	STM0296	-
TU1R65-4818	STM3306	+
TU1R65-3701	STM1148 // STM1147	+
TU1R65-5208	STM4089	-
TU1R65-4069	STM1810	-
TU1R65-4434	STM2550 // STM2549 // STM2548	+
TU1R65-5576	STM3735	+
TU1R65-3320	STM0430	-
TU1R65-5941	STM0392	-
TU1R65-4802	STM3280	-
TU1R65-3685	STM1123	-
TU1R65-3682	STM1119 // STM1118	-
TU1R65-5189	STM4057 // STM4056 // STM4055	+
TU1R65-4050	STM1767	+
TU1R65-4415	STM2517	-
TU1R65-5557	STM3898	+
TU1R65-3301	STM0396 // STM0395	-
TU1R65-5922	STM0567	-
TU1R65-4783	STM3232	+
TU1R65-3666	STM1085	-
TU1R65-5173	STM4010	-
TU1R65-4034	STM1734 // STM1733	+
TU1R65-4399	STM2492	-
TU1R65-5541	STM4042A	+
TU1R65-3285	STM0359	+
TU1R65-5906	STM0760	+
TU1R65-4767	STM3205	-
TU1R65-3650	STM1056	-
TU1R65-5157	STM3987 // STM3986 // STM3985 // STM3984	+
TU1R65-4018	STM1704	+
TU1R65-4383	STM2453	+
TU1R65-5525	STM4245	-
TU1R65-3269	STM0328	+
TU1R65-5890	STM0863	+
TU1R65-4751	STM3173	-
TU1R65-3637	STM1035 // STM1034	+
TU1R65-5141	STM3957	+
TU1R65-4002	STM1674	-
TU1R65-4367	STM2421	-
TU1R65-5509	STM4389	-
TU1R65-3253	STM0306	-
TU1R65-5874	STM1060	-
TU1R65-4735	STM3150 // STM3149 // STM3148 // STM3147 // STM3146	-
TU1R65-3621	STM1013	+
TU1R65-5125	STM3914	-
TU1R65-3986	STM1651	+
TU1R65-5493	STM4486	-
TU1R65-4354	STM2393	+
TU1R65-3237	STM0275	+
TU1R65-5858	STM1214	+
TU1R65-4719	STM3116	+
TU1R65-3605	STM0988 // STM0987	+
TU1R65-5109	STM3875	-
TU1R65-3970	STM1622	-
TU1R65-5477	STM4590	+
TU1R65-4338	STM2364	-
TU1R65-3221	STM0251 // STM0250	+
TU1R65-5842	STM1368	-
TU1R65-4703	STM3085	-
TU1R65-3589	STM0963	+
TU1R65-5071	STM3797	-
TU1R65-5093	STM3842 // STM3841 // STM3840 // STM3839	+
TU1R65-3954	STM1595 // STM1594 // STM1593	+
TU1R65-5461	STM4560	+
TU1R65-4322	STM2336	-
TU1R65-3205	STM0220	+
TU1R65-5826	STM1521	+
TU1R65-4687	STM3053	-
TU1R65-3573	STM0932	-
TU1R65-5055	STM3766	-
TU1R65-3938	STM1567 // STM1566	+
TU1R65-5445	STM4532	-
TU1R65-4306	STM2294	-
TU1R65-3189	STM0190	+
TU1R65-5810	STM1649	-
TU1R65-4671	STM3025	-
TU1R65-3557	STM0905	+
TU1R65-5039	STM3734	-
TU1R65-3922	STM1544	-
TU1R65-5429	STM4510	+
TU1R65-4290	STM2263	-
TU1R65-3173	STM0157 // STM0156	-
TU1R65-4655	STM3004 // STM3003	-
TU1R65-5797	STM1715	+
TU1R65-3541	STM0875	+
TU1R65-5023	STM3702 // STM3701 // STM3700	-
TU1R65-3906	STM1509	-
TU1R65-5413	STM4480 // STM4479	+
TU1R65-4274	STM2223	+
TU1R65-3157	STM0132 // STM0131	+
TU1R65-4639	STM2978 // STM2977 // STM2976 // STM2975	+
TU1R65-5781	STM1798	+
TU1R65-3525	STM0840	-
TU1R65-5007	STM3665	+
TU1R65-3890	STM1484	-
TU1R65-5397	STM4449	+
TU1R65-4258	STM2196 // STM2195	-
TU1R65-3141	STM0096 // STM0095	-
TU1R65-4623	STM2950	-
TU1R65-5765	STM1932	+
TU1R65-3509	STM0810 // STM0809 // STM0808	+
TU1R65-4991	STM3640	-
TU1R65-3874	STM1460	-
TU1R65-5381	STM4422 // STM4421 // STM4420	-
TU1R65-4242	STM2166	-
TU1R65-3125	STM0065	+
TU1R65-4607	STM2893 // STM2892 // STM2891 // STM2890 // STM2889 // STM2888	-
TU1R65-5749	STM2123	+
TU1R65-3493	STM0771 // STM0770	+
TU1R65-4975	STM3609	+
TU1R65-3858	STM1431	-
TU1R65-5365	STM4390	+
TU1R65-4226	STM2138	-
TU1R65-3109	STM0034	-
TU1R65-4591	STM2854	+
TU1R65-5733	STM2280	-
TU1R65-3477	STM0730	-
TU1R65-4959	STM3586 // STM3585	-
TU1R65-3842	STM1390	-
TU1R65-5349	STM4354 // STM4353 // STM4352	+
TU1R65-4210	STM2080	-
TU1R65-3093	STM0007	+
TU1R65-4575	STM2820	-
TU1R65-5717	STM2408	-
TU1R65-3461	STM0706 // STM0705 // STM0704	-
TU1R65-4943	STM3564 // STM3563 // STM3562 // STM3561 // STM3560	-
TU1R65-3826	STM1361	-
TU1R65-5333	STM4321	-
TU1R65-4194	STM2035 // STM2034 // STM2033 // STM2032 // STM2031 // STM2030 // STM2029 // STM2028 // STM2027 // STM2026 // STM2025 // STM2024 // STM2023 // STM2022 // STM2021 // STM2020 // STM2019 // STM2018 // STM2017 // STM2016	-
TU1R65-3077	PSLT076 // PSLT075	+
TU1R65-4559	STM2785	-
TU1R65-5701	STM2614	+
TU1R65-3445	STM0684 // STM0683 // STM0682 // STM0681	-
TU1R65-4927	STM3525	-
TU1R65-3810	STM1336 // STM1335	+
TU1R65-5317	STM4293 // STM4292 // STM4291	-
TU1R65-4178	STM1994	-
TU1R65-3061	PSLT049	+
TU1R65-4543	STM2761	+
TU1R65-5685	STM2778	+
TU1R65-3429	STM0648 // STM0647 // STM0646 // STM0645	-
TU1R65-4911	STM3501	-
TU1R65-3794	STM1307 // STM1306 // STM1305 // STM1304 // STM1303	+
TU1R65-5301	STM4267	+
TU1R65-4162	STM1958	-
TU1R65-3045	PSLT022	-
TU1R65-4527	STM2732 // STM2731 // STM2730 // STM2729	-
TU1R65-5669	STM2936	+
TU1R65-3413	STM0609 // STM0608	+
TU1R65-4895	STM3467	+
TU1R65-3778	STM1278	-
TU1R65-5285	STM4236	+
TU1R65-4146	STM1935	+
TU1R65-3029	PSLT001	+
TU1R65-4511	STM2694	-
TU1R65-5653	STM3077	+
TU1R65-3397	STM0571	+
TU1R65-4879	STM3430 // STM3429 // STM3428 // STM3427 // STM3426 // STM3425 // STM3424 // STM3423 // STM3422 // STM3421 // STM3420 // STM3419	-
TU1R65-3762	STM1259 // STM1258 // STM1257 // STM1256 // STM1255	+
TU1R65-5269	STM4195	-
TU1R65-4130	STM1906 // STM1905 // STM1904 // STM1903	+
TU1R65-4495	STM2672	+
TU1R65-5637	STM3212	-
TU1R65-3381	STM0532 // STM0531 // STM0530 // STM0529	+
TU1R65-4863	STM3386	+
TU1R65-3746	STM1238	+
TU1R65-5253	STM4169	+
TU1R65-4114	STM1879	-
TU1R65-4479	STM2651 // STM2650	+
TU1R65-5621	STM3298	+
TU1R65-3365	STM0502	+
TU1R65-5986	PSLT024	+
TU1R65-4847	STM3361	+
TU1R65-3730	STM1203	+
TU1R65-5237	STM4138 // STM4137	+
TU1R65-4098	STM1854	-
TU1R65-4463	STM2612 // STM2611	-
TU1R65-5605	STM3509	-
TU1R65-3349	STM0478	+
TU1R65-5970	STM0141	+
TU1R65-4831	STM3332	+
TU1R65-3714	STM1169 // STM1168 // STM1167	+
TU1R65-5221	STM4107	-
TU1R65-4082	STM1832 // STM1831 // STM1830	+
TU1R65-4447	STM2576 // STM2575	+
TU1R65-5589	STM3612	+
TU1R65-3333	STM0450	+
TU1R65-5954	STM0320	-
TU1R65-4815	STM3302 // STM3301	-
TU1R65-3698	STM1144 // STM1143	+
TU1R65-5205	STM4084	-
TU1R65-4066	STM1807	+
TU1R65-4431	STM2545	-
TU1R65-5573	STM3751	+
TU1R65-3317	STM0421	-
TU1R65-5938	STM0435	+
TU1R65-4799	STM3275	+
TU1R65-3679	STM1113	+
TU1R65-5186	STM4048	+
TU1R65-4047	STM1764 // STM1763 // STM1762 // STM1761	-
TU1R65-4412	STM2514	-
TU1R65-5554	STM3909	+
TU1R65-3298	STM0390	+
TU1R65-5919	STM0581	+
TU1R65-4780	STM3227 // STM3226	+
TU1R65-3663	STM1080	-
TU1R65-5170	STM4006 // STM4005	-
TU1R65-4031	STM1728	+
TU1R65-4396	STM2486 // STM2485	-
TU1R65-5538	STM4083	+
TU1R65-3282	STM0355	+
TU1R65-5903	STM0784	-
TU1R65-4764	STM3202	-
TU1R65-3647	STM1053	-
TU1R65-5154	STM3980	+
TU1R65-4015	STM1701	+
TU1R65-4380	STM2447	-
TU1R65-5522	STM4265	-
TU1R65-3266	STM0324	+
TU1R65-5887	STM0870	-
TU1R65-4748	STM3167 // STM3166	+
TU1R65-3634	STM1031 // STM1030	+
TU1R65-5138	STM3951 // STM3950 // STM3949 // STM3948 // STM3947 // STM3946	+
TU1R65-3999	STM1671	+
TU1R65-4364	STM2414 // STM2413	+
TU1R65-5506	STM4403	-
TU1R65-3250	STM0303	+
TU1R65-5871	STM1075	+
TU1R65-4732	STM3142 // STM3141	-
TU1R65-3618	STM1010	-
TU1R65-5122	STM3911	+
TU1R65-3983	STM1647	+
TU1R65-5490	STM4508	-
TU1R65-4351	STM2387	-
TU1R65-3234	STM0272	+
TU1R65-5855	STM1279	+
TU1R65-4716	STM3111 // STM3110	+
TU1R65-3602	STM0982	+
TU1R65-5106	STM3872 // STM3871 // STM3870	-
TU1R65-3967	STM1615 // STM1614 // STM1613 // STM1612	+
TU1R65-5474	STM4582	+
TU1R65-4335	STM2359 // STM2358	-
TU1R65-3218	STM0247	-
TU1R65-5839	STM1433	+
TU1R65-4700	STM3079	-
TU1R65-3586	STM0959	+
TU1R65-5068	STM3790 // STM3789 // STM3788	-
TU1R65-5090	STM3834	+
TU1R65-3951	STM1588	-
TU1R65-5458	STM4555 // STM4554 // STM4553	-
TU1R65-4319	STM2332	+
TU1R65-3202	STM0217	+
TU1R65-5823	STM1574	-
TU1R65-4684	STM3049	-
TU1R65-3570	STM0929	-
TU1R65-5052	STM3762	-
TU1R65-3935	STM1563	-
TU1R65-5442	STM4528	+
TU1R65-4303	STM2290 // STM2289 // STM2288	-
TU1R65-3186	STM0186 // STM0185	-
TU1R65-5807	STM1662	-
TU1R65-4668	STM3020	-
TU1R65-3554	STM0898A	+
TU1R65-5036	STM3731 // STM3730	+
TU1R65-3919	STM1539 // STM1538 // STM1537 // STM1536 // STM1535 // STM1534 // STM1533 // STM1532 // STM1531	-
TU1R65-5426	STM4504	+
TU1R65-4287	STM2243	-
TU1R65-3170	STM0151	+
TU1R65-4652	STM2999 // STM2998	-
TU1R65-5794	STM1737	-
TU1R65-3538	STM0868 // STM0867	-
TU1R65-5020	STM3697	+
