	cobrame/ecolime fluxes	coralme fluxes
transcription_TU0_8659_from_RpoD_mono	2.7556838442660442e-12	2.645079988875496e-12
transcription_TU00487_from_RpoD_mono	0.0	0.0
transcription_TU0_14466_from_RPOH_MONOMER	0.0	0.0
transcription_TU00078_from_RpoD_mono	2.4053095923431804e-07	2.3410154909202417e-07
transcription_TU0_14313_from_RpoD_mono	9.012784445435278e-07	8.736176200678129e-07
transcription_TU0_14806_from_EG11355_MONOMER	0.0	0.0
transcription_TU00234_with_ACRFT1_from_RpoD_mono	0.0	0.0
transcription_TU0_4504_from_RpoD_mono	0.0	0.0
transcription_TU0_12935_from_RpoD_mono	0.0	0.0
transcription_TU0_3145_from_RpoD_mono	0.0	0.0
transcription_TU0_14672_from_RpoD_mono	0.0	0.0
transcription_TU305_with_TERM0_1047_from_RpoD_mono	0.0	0.0
transcription_TU0_13135_from_RpoD_mono	6.734618140758546e-09	6.6364392336827086e-09
transcription_TU0_14113_from_RpoD_mono	0.0	0.0
transcription_TU0_8368_from_RpoD_mono	0.0	0.0
transcription_TU00351_from_RpoD_mono	7.738299706312457e-07	7.560395383291227e-07
transcription_TU0_12926_from_RpoD_mono	0.0	0.0
transcription_TU0_7441_from_RpoD_mono	0.0	0.0
transcription_TU0_12998_from_RpoD_mono	0.0	0.0
transcription_TU0_8818_from_RpoD_mono	0.0	0.0
transcription_TU0_13639_from_RpoD_mono	0.0	0.0
transcription_TU00283_from_RpoD_mono	9.403424507427646e-13	9.034419840396745e-13
transcription_TU0_13343_from_RpoD_mono	0.0	0.0
transcription_TU00014_from_RpoD_mono	0.0	0.0
transcription_TU0_6501_from_RpoD_mono	8.969741371115089e-08	8.729979527863055e-08
transcription_TU0_3161_from_RpoD_mono	0.0	0.0
transcription_TU00360_from_RpoD_mono	0.0	0.0
transcription_TU0_13066_from_RpoD_mono	0.0	0.0
transcription_TU00488_with_TERM71_from_RpoD_mono	0.0	0.0
transcription_TU00079_with_TERM0_1111_from_RpoD_mono	1.584953818389408e-08	1.5425878868375646e-08
transcription_TU701_from_RPOS_MONOMER	0.0	0.0
transcription_TU701_from_RpoD_mono	0.0	0.0
transcription_TU0_14673_from_RpoD_mono	0.0	0.0
transcription_TU0_14467_with_TERM0862_from_RpoD_mono	0.0	0.0
transcription_TU0_14467_with_TERM0862_from_RPOH_MONOMER	0.0	0.0
transcription_TU0_14563_from_RPOH_MONOMER	0.0	0.0
transcription_TU0_13591_from_RpoD_mono	3.298801831087197e-11	3.1985615504723767e-11
transcription_TU0_7202_from_RpoD_mono	0.0	0.0
transcription_TU306_with_TERM0_1047_from_RpoD_mono	3.0714938700419857e-10	2.9781607681447315e-10
transcription_TU0_13136_from_RpoD_mono	0.0	0.0
transcription_TU0_14239_from_RpoD_mono	0.0	0.0
transcription_TU0_7461_with_TERM0761_from_RpoD_mono	0.0	0.0
transcription_TU00150_from_RpoD_mono	0.0	0.0
transcription_TU00235_with_TERM181_from_RpoD_mono	0.0	0.0
transcription_TU00352_with_TERM72_from_RpoD_mono	0.0	0.0
transcription_TU0_13835_from_RpoD_mono	0.0	0.0
transcription_TU0_14314_from_RpoD_mono	1.3291391255816225e-12	1.2767224212495237e-12
transcription_TU0_3162_from_RpoD_mono	0.0	0.0
transcription_TU0_8373_from_RPOE_MONOMER	1.9416522309181742e-09	1.882651486269174e-09
transcription_TU0_12999_from_RpoD_mono	0.0	0.0
transcription_TU0_14658_with_TERM84_from_RpoD_mono	7.738432588057529e-07	7.560522968561601e-07
transcription_TU00015_from_RpoD_mono	0.0	0.0
transcription_TU00489_from_RpoD_mono	0.0	0.0
transcription_TU0_12800_from_RpoD_mono	0.0	0.0
transcription_TU00080_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_7501_with_TERM0782_from_RpoD_mono	0.0	0.0
transcription_TU0_14674_from_RpoD_mono	0.0	0.0
transcription_TU0_8828_from_RpoD_mono	0.0	0.0
transcription_TU0_3163_from_RpoD_mono	0.0	0.0
transcription_TU341_with_TERM86_from_RpoD_mono	0.0	0.0
transcription_TU0_6504_with_TERM0862_from_RpoD_mono	6.686057436511082e-09	6.5154121645286555e-09
transcription_TU702_from_RpoD_mono	0.0	0.0
transcription_TU00151_from_FecI_mono	0.0	0.0
transcription_TU0_14813_from_RPOS_MONOMER	3.4181264614947195e-08	1.663449778663317e-08
transcription_TU0_14813_from_RpoD_mono	0.0	0.0
transcription_TU0_14661_from_RpoD_mono	0.0	0.0
transcription_TU0_7262_from_RpoD_mono	0.0	0.0
transcription_TU00236_from_RpoD_mono	0.0	0.0
transcription_TU0_14565_from_RpoD_mono	4.8457918541708276e-12	4.65954653555802e-12
transcription_TU0_14115_from_RpoD_mono	0.0	0.0
transcription_TU0_3202_from_RpoD_mono	1.0519937587572489e-08	1.034831211744409e-08
transcription_TU0_13931_from_RpoD_mono	1.8050093480090222e-11	1.7406514346895388e-11
transcription_TU0_12928_from_RpoD_mono	0.0	0.0
transcription_TU0_7521_from_RpoD_mono	0.0	0.0
transcription_TU0_13836_from_RpoD_mono	0.0	0.0
transcription_TU00490_from_RpoD_mono	6.654476667312736e-06	6.498230244410774e-06
transcription_TU0_14315_from_RpoD_mono	0.0	0.0
transcription_TU00081_from_RpoD_mono	5.007299948051485e-08	4.868481475386657e-08
transcription_TU00285_from_RpoD_mono	8.971274361345196e-07	8.688528448058963e-07
transcription_TU00016_from_RpoD_mono	0.0	0.0
transcription_TU0_6505_from_RpoD_mono	0.0	0.0
transcription_TU0_7281_from_RpoD_mono	5.599538085600955e-12	5.377934810969924e-12
transcription_TU343_with_METYT2_from_RpoD_mono	0.0	0.0
transcription_TU343_with_METYT1_from_RpoD_mono	0.0	0.0
transcription_TU00362_from_RPOE_MONOMER	3.50741429658048e-08	3.3632494690566055e-08
transcription_TU0_14814_with_TERM0902_from_RpoD_mono	5.957606695410628e-07	5.734846443758077e-07
transcription_TU0_14662_from_RpoD_mono	0.0	0.0
transcription_TU00152_from_RPON_MONOMER	0.0	0.0
transcription_TU00354_with_TERM0_1043_from_RpoD_mono	1.3883926798399577e-07	2.808922894450507e-07
transcription_TU_8439_from_RpoD_mono	0.0	0.0
transcription_TU0_4545_from_RpoD_mono	0.0	0.0
transcription_TU704_from_RpoD_mono	0.0	0.0
transcription_TU0_13345_from_RpoD_mono	0.0	0.0
transcription_TU00237_from_RpoD_mono	0.0	0.0
transcription_TU0_6506_from_RpoD_mono	6.537313594038554e-09	6.331278349976776e-09
transcription_TU00491_from_RpoD_mono	2.416171725815483e-07	2.3202164325101285e-07
transcription_TU0_8380_from_RpoD_mono	0.0	0.0
transcription_TU0_14676_from_RPOS_MONOMER	0.0	0.0
transcription_TU00082_from_RpoD_mono	5.125331541395287e-07	4.942436518990955e-07
transcription_TU0_13593_from_RpoD_mono	4.612100225316081e-07	4.489021378284393e-07
transcription_TU0_14816_from_RpoD_mono	2.0624506729511846e-07	1.702702673742333e-07
transcription_TU0_14663_from_RpoD_mono	1.87300580763124e-12	1.7827687645057548e-12
transcription_TU00423_with_TERM0_1129_from_RpoD_mono	5.904644179301925e-12	5.72065042251254e-12
transcription_TU0_4562_with_TERM64_from_RpoD_mono	0.0	0.0
transcription_TU0_14046_with_TERM0_1113_from_RpoD_mono	0.0	0.0
transcription_TU00017_with_TERM88_from_RpoD_mono	0.0	0.0
transcription_TU00153_with_TERM0801_from_RPON_MONOMER	0.0	0.0
transcription_TU0_13837_from_RpoD_mono	0.0	0.0
transcription_TU00363_from_RpoD_mono	7.219412593302127e-07	7.000078135265671e-07
transcription_TU00355_from_RpoD_mono	0.0	0.0
transcription_TU0_12938_from_RpoD_mono	5.128437798365019e-06	5.212800368708904e-06
transcription_TU0_7301_from_RpoD_mono	0.0	0.0
transcription_TU0_8822_from_RpoD_mono	0.0	0.0
transcription_TU0_6507_with_TERM0841_from_RPOS_MONOMER	0.0	0.0
transcription_TU721_from_RpoD_mono	0.0	0.0
transcription_TU0_14470_from_RpoD_mono	0.0	0.0
transcription_TU0_14470_from_RPOH_MONOMER	0.0	0.0
transcription_TU0_4604_from_RpoD_mono	0.0	0.0
transcription_TU0_3304_from_RpoD_mono	0.0	0.0
transcription_TU0_14817_with_TERM0902_from_RpoD_mono	0.0	0.0
transcription_TU0_13642_from_RpoD_mono	0.0	0.0
transcription_TU0_14665_from_RpoD_mono	1.671713264722961e-07	1.6209097169865537e-07
transcription_TU00492_from_RpoD_mono	0.0	0.0
transcription_TU00238_from_RpoD_mono	0.0	0.0
transcription_TU0_14677_from_RPOS_MONOMER	0.0	0.0
transcription_TU00083_with_TERM5_from_RpoD_mono	0.0	0.0
transcription_TU0_14378_with_TERM0_1034_from_RpoD_mono	4.1835019850755895e-08	4.0381359385516645e-08
transcription_TU0_13141_from_RpoD_mono	1.4570475753935705e-08	1.4125672451266936e-08
transcription_TU0_8335_from_RpoD_mono	0.0	0.0
transcription_TU00018_with_TERM88_from_RpoD_mono	0.0	0.0
transcription_TU0_4623_from_RpoD_mono	0.0	0.0
transcription_TU0_3305_with_RPLT_T2_from_RpoD_mono	0.0	0.0
transcription_TU0_14818_from_RpoD_mono	0.0	0.0
transcription_TU0_13838_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_14317_from_RpoD_mono	0.0	0.0
transcription_TU0_8665_from_RpoD_mono	1.0793106206111162e-06	9.958595296114762e-07
transcription_TU0_13942_from_RpoD_mono	2.7556838442660442e-12	2.645079988875496e-12
transcription_TU00493_from_RpoD_mono	1.3119209240738006e-05	1.2739890249216056e-05
transcription_TU0_14678_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_13233_from_RpoD_mono	0.0	0.0
transcription_TU0_14471_from_RPOH_MONOMER	0.0	0.0
transcription_TU0_13534_from_RpoD_mono	4.470114320636705e-11	4.289717931596354e-11
transcription_TU00084_with_TERM5_from_RpoD_mono	0.0	0.0
transcription_TU0_8526_from_RpoD_mono	0.0	0.0
transcription_TU00239_from_RpoD_mono	0.0	0.0
transcription_TU0_8336_from_RpoD_mono	0.0	0.0
transcription_TU0_3341_from_RPON_MONOMER	0.0	0.0
transcription_TU0_13142_from_RpoD_mono	0.0	0.0
transcription_TU0_6509_from_RpoD_mono	2.8178665700588434e-05	2.781047794164389e-05
transcription_TU00155_from_RpoD_mono	0.0	0.0
transcription_TU0_14118_from_RpoD_mono	0.0	0.0
transcription_TU0_14819_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_14819_from_RpoD_mono	0.0	0.0
transcription_TU0_13003_from_RpoD_mono	0.0	0.0
transcription_TU00425_from_RpoD_mono	0.0	0.0
transcription_TU0_14048_from_RpoD_mono	0.0	0.0
transcription_TU00288_with_TERM50_from_RPOS_MONOMER	0.0	0.0
transcription_TU00288_with_TERM50_from_RpoD_mono	0.0	0.0
transcription_TU00019_from_RpoD_mono	0.0	0.0
transcription_TU0_8754_from_RpoD_mono	0.0	0.0
transcription_TU0_4642_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_12805_from_RpoD_mono	0.0	0.0
transcription_TU0_3364_with_TERM0_1115_from_RpoD_mono	0.0	0.0
transcription_TU0_3364_with_TERM0_1116_from_RpoD_mono	0.0	0.0
transcription_TU00365_from_RpoD_mono	2.717312755025944e-12	2.5185550891146324e-12
transcription_TU0_8666_from_RpoD_mono	6.940366822555252e-11	6.68341917031931e-11
transcription_TU0_7601_from_RpoD_mono	0.0	0.0
transcription_TU00494_from_RpoD_mono	1.640025609818434e-06	1.5797752965990457e-06
transcription_TU0_13072_from_RpoD_mono	2.7556838442660442e-12	2.645079988875496e-12
transcription_TU00085_from_RpoD_mono	0.0	0.0
transcription_TU0_0_from_RpoD_mono	0.0	0.0
transcription_TU0_6510_from_RpoD_mono	1.2555609695728098e-07	1.21851891458024e-07
transcription_TU743_from_RpoD_mono	0.0	0.0
transcription_TU0_14472_from_RpoD_mono	0.0	0.0
transcription_TU0_14472_from_RPOH_MONOMER	0.0	0.0
transcription_TU0_13839_from_RpoD_mono	2.4896990670636186e-07	2.408236927691954e-07
transcription_TU0_1482_from_RpoD_mono	4.784772656072484e-09	4.6393771010518615e-09
transcription_TU0_8527_from_RpoD_mono	7.43074021260819e-14	7.035007292417343e-14
transcription_TU00240_from_RpoD_mono	0.0	0.0
transcription_TU0_4681_from_RpoD_mono	0.0	0.0
transcription_TU0_3382_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_3382_from_RpoD_mono	0.0	0.0
transcription_TU0_13004_from_RpoD_mono	1.3197459444291918e-13	6.518085769836374e-14
transcription_TU00426_with_TERM5_from_RPOS_MONOMER	0.0	0.0
transcription_TU00426_with_TERM5_from_RpoD_mono	0.0	0.0
transcription_TU0_13644_from_RpoD_mono	5.779881790875812e-13	5.566840583568024e-13
transcription_TU0_14049_from_RpoD_mono	0.0	0.0
transcription_TU00289_from_RpoD_mono	0.0	0.0
transcription_TU00020_from_RpoD_mono	0.0	0.0
transcription_TU0_14680_with_TERM0_1073_from_RpoD_mono	0.0	0.0
transcription_TU00495_from_RpoD_mono	0.0	0.0
transcription_TU0_13704_from_RpoD_mono	1.2519411859415362e-06	1.213502118814454e-06
transcription_TU0_12806_from_RpoD_mono	0.0	0.0
transcription_TU00086_from_RpoD_mono	0.0	0.0
transcription_TU00366_from_RpoD_mono	5.3306986410278405e-09	5.16904325810201e-09
transcription_TU0_14820_from_RPOS_MONOMER	4.2751799171763535e-08	2.9076762645917064e-08
transcription_TU0_14820_from_RpoD_mono	0.0	0.0
transcription_TU0_4682_from_RpoD_mono	0.0	0.0
transcription_TU0_14252_from_RpoD_mono	0.0	0.0
transcription_TU0_1_from_RpoD_mono	0.0	0.0
transcription_TU00157_from_RpoD_mono	0.0	0.0
transcription_TU0_14573_with_TERM0_1066_from_RpoD_mono	0.0	0.0
transcription_TU0_7603_from_RpoD_mono	0.0	0.0
transcription_TU0_8528_from_RpoD_mono	3.3273304284208545e-08	3.22621235749749e-08
transcription_TU00241_from_RpoD_mono	0.0	0.0
transcription_TU0_6512_with_TERM82_from_RpoD_mono	7.738299706312457e-07	7.560395383291227e-07
transcription_TU0_14120_from_RpoD_mono	0.0	0.0
transcription_TU0_14193_from_RpoD_mono	0.0	0.0
transcription_TU0_4701_with_TERM0223_from_RpoD_mono	0.0	0.0
transcription_TU0_4701_with_TERM0222_from_RpoD_mono	0.0	0.0
transcription_TU0_14821_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_14821_from_RpoD_mono	0.0	0.0
transcription_TU00496_with_TERM0_1152_from_RpoD_mono	9.510866218312896e-07	9.233133785714158e-07
transcription_TU00496_with_TERM0_1153_from_RpoD_mono	0.0	0.0
transcription_TU00427_with_TERM5_from_RPOE_MONOMER	0.0	0.0
transcription_TU00087_with_TYRBT1_from_RpoD_mono	3.3510843598224094e-08	3.2586478505313133e-08
transcription_TU00291_with_TERM0_1039_from_RpoD_mono	2.527440309481572e-09	2.4388142331191006e-09
transcription_TU0_13995_from_RpoD_mono	3.656666506821298e-07	9.296822297755684e-07
transcription_TU00021_with_FIST_from_RpoD_mono	0.0	0.0
transcription_TU0_8756_from_RpoD_mono	0.0	0.0
transcription_TU0_13145_from_RpoD_mono	2.7556838442660442e-12	2.645079988875496e-12
transcription_TU0_13883_from_RpoD_mono	1.0177493962190764e-07	9.868231720030126e-08
transcription_TU00367_from_RpoD_mono	0.0	0.0
transcription_TU_b3247	1.1534569270503719e-10	1.1069515948376361e-10
transcription_TU_b3705	3.005455358904046e-08	2.9085155118838565e-08
transcription_RNA_dummy	5.170994863376906e-05	5.113761656054588e-05
