	cobrame/ecolime fluxes	coralme fluxes
MDDCP4pp_FWD_EG10201-MONOMER	0.0	0.0
MDDCP4pp_FWD_RPOA-MONOMER	0.0	0.0
MDDCP5pp_FWD_EG10203-MONOMER	0.0	0.0
MDDCP5pp_FWD_EG10202-MONOMER	0.0	0.0
MDDCP5pp_FWD_EG10201-MONOMER	0.0	0.0
MDDCP5pp_FWD_RPOA-MONOMER	0.0	0.0
MDDEP1pp_FWD_EG12015-MONOMER	0.0	0.0
MDDEP1pp_FWD_EG10202-MONOMER	0.0	0.0
MDDEP1pp_FWD_CPLX0-3201	0.0	0.0
MDDEP2pp_FWD_EG12015-MONOMER	0.0	0.0
MDDEP2pp_FWD_EG10202-MONOMER	0.0	0.0
MDDEP2pp_FWD_CPLX0-3201	0.0	0.0
MDDEP3pp_FWD_EG12015-MONOMER	0.0	0.0
MDDEP3pp_FWD_EG10202-MONOMER	0.0	0.0
MDDEP3pp_FWD_CPLX0-3201	0.0	0.0
MDDEP4pp_FWD_EG12015-MONOMER	0.0	0.0
MDDEP4pp_FWD_EG10202-MONOMER	0.0	0.0
MDDEP4pp_FWD_CPLX0-3201	0.0	0.0
MDH_REV_MALATE-DEHASE	0.0	0.0
MDH_FWD_MALATE-DEHASE	5.181843727422547	5.318177678710261
MDH2_FWD_EG12069-MONOMER_mod_fad(1)	0.0	0.0
MDH3_FWD_EG12069-MONOMER_mod_fad(1)	0.0	0.0
ME1_FWD_MALIC-NAD-CPLX_mod_mg2(1)	0.0	0.0
ME1_FWD_MALIC-NAD-CPLX_mod_mn2(1)	0.0	0.0
ME2_FWD_MALIC-NADP-CPLX_mod_mn2(1)	0.0	0.0
ME2_FWD_MALIC-NADP-CPLX_mod_mg2(1)	0.0	0.0
MECDPS_FWD_CPLX0-721_mod_mn2(1)	0.0020708636381316	0.0020338825728777
MELIBt2pp_FWD_MELB-MONOMER	0.0	0.0
MELIBt3ipp_FWD_YDEA-MONOMER	0.0	0.0
MELIBtex_REV_CPLX0-7534	0.0	0.0
MELIBtex_FWD_CPLX0-7534	0.0	0.0
MELIBtex_REV_CPLX0-7530	0.0	0.0
MELIBtex_FWD_CPLX0-7530	0.0	0.0
MELIBtex_REV_CPLX0-7533	0.0	0.0
MELIBtex_FWD_CPLX0-7533	0.0	0.0
MELIBtex_REV_G6700-MONOMER	0.0	0.0
MELIBtex_FWD_G6700-MONOMER	0.0	0.0
MEOHtex_REV_CPLX0-7534	0.0	0.0
MEOHtex_FWD_CPLX0-7534	0.0	0.0
MEOHtex_REV_CPLX0-7530	0.0	0.0
MEOHtex_FWD_CPLX0-7530	0.0	0.0
MEOHtex_REV_CPLX0-7533	0.0	0.0
MEOHtex_FWD_CPLX0-7533	0.0	0.0
MEOHtex_REV_G6700-MONOMER	5.446196356513408e-07	5.256708682565194e-07
MEOHtex_FWD_G6700-MONOMER	0.0	0.0
MEOHtrpp_REV_SPONT	5.446196356513408e-07	5.256708682565194e-07
MEOHtrpp_FWD_SPONT	0.0	0.0
MEPCT_FWD_CPLX0-234_mod_cobalt2(1)	0.0	0.0
MEPCT_FWD_CPLX0-234_mod_mg2(1)	0.0020708636381316	0.0020338825728777
MEPCT_FWD_CPLX0-234_mod_mn2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_nh4(4)_mod_mg2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_k(4)_mod_mg2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_na1(4)_mod_mn2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_cs(4)_mod_mg2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_nh4(4)_mod_ca2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_k(4)_mod_cd2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_cs(4)_mod_ni2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_tl(4)_mod_mn2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_cs(4)_mod_mn2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_na1(4)_mod_mg2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_na1(4)_mod_ca2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_nh4(4)_mod_mn2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_cs(4)_mod_cobalt2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_k(4)_mod_cobalt2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_k(4)_mod_mn2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_nh4(4)_mod_ni2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_tl(4)_mod_cobalt2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_tl(4)_mod_ca2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_tl(4)_mod_mg2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_cs(4)_mod_ca2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_cs(4)_mod_zn2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_li(4)_mod_ni2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_k(4)_mod_ca2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_li(4)_mod_ca2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_nh4(4)_mod_cobalt2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_tl(4)_mod_zn2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_li(4)_mod_zn2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_tl(4)_mod_cd2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_nh4(4)_mod_zn2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_cs(4)_mod_cd2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_li(4)_mod_mg2(1)	0.0044340939056172	0.0043115914050826
METAT_FWD_S-ADENMETSYN-CPLX_mod_li(4)_mod_cd2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_na1(4)_mod_cd2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_na1(4)_mod_ni2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_k(4)_mod_zn2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_li(4)_mod_cobalt2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_nh4(4)_mod_cd2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_tl(4)_mod_ni2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_li(4)_mod_mn2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_na1(4)_mod_cobalt2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_na1(4)_mod_zn2(1)	0.0	0.0
METAT_FWD_S-ADENMETSYN-CPLX_mod_k(4)_mod_ni2(1)	0.0	0.0
METDabcpp_FWD_METNIQ-METHIONINE-ABC-CPLX	0.0	0.0
METDtex_REV_CPLX0-7534	0.0	0.0
METDtex_FWD_CPLX0-7534	0.0	0.0
METDtex_REV_CPLX0-7530	0.0	0.0
METDtex_FWD_CPLX0-7530	0.0	0.0
METDtex_REV_CPLX0-7533	0.0	0.0
METDtex_FWD_CPLX0-7533	0.0	0.0
METDtex_REV_G6700-MONOMER	0.0	0.0
METDtex_FWD_G6700-MONOMER	0.0	0.0
METOX1s_FWD_SPONT	0.0	0.0
METOX2s_FWD_SPONT	0.0	0.0
METS_FWD_HOMOCYSMETB12-MONOMER_mod_zn2(1)_mod_cbl1(1)	0.0	0.0
METS_FWD_HOMOCYSMET-MONOMER_mod_zn2(1)	0.1408430366187899	0.1390344750274513
METSOX1abcpp_FWD_CPLX_dummy	0.0	0.0
METSOX1tex_REV_CPLX0-7534	0.0	0.0
METSOX1tex_FWD_CPLX0-7534	0.0	0.0
METSOX1tex_REV_CPLX0-7530	0.0	0.0
METSOX1tex_FWD_CPLX0-7530	0.0	0.0
METSOX1tex_REV_CPLX0-7533	0.0	0.0
METSOX1tex_FWD_CPLX0-7533	0.0	0.0
METSOX1tex_REV_G6700-MONOMER	0.0	0.0
METSOX1tex_FWD_G6700-MONOMER	0.0	0.0
METSOX2abcpp_FWD_CPLX_dummy	0.0	0.0
METSOX2tex_REV_CPLX0-7534	0.0	0.0
METSOX2tex_FWD_CPLX0-7534	0.0	0.0
METSOX2tex_REV_CPLX0-7530	0.0	0.0
METSOX2tex_FWD_CPLX0-7530	0.0	0.0
METSOX2tex_REV_CPLX0-7533	0.0	0.0
METSOX2tex_FWD_CPLX0-7533	0.0	0.0
METSOX2tex_REV_G6700-MONOMER	0.0	0.0
METSOX2tex_FWD_G6700-MONOMER	0.0	0.0
METabcpp_FWD_METNIQ-METHIONINE-ABC-CPLX	0.0	0.0
METtex_REV_CPLX0-7534	0.0	0.0
METtex_FWD_CPLX0-7534	0.0	0.0
METtex_REV_CPLX0-7530	0.0	0.0
METtex_FWD_CPLX0-7530	0.0	0.0
METtex_REV_CPLX0-7533	0.0	0.0
METtex_FWD_CPLX0-7533	0.0	0.0
METtex_REV_G6700-MONOMER	0.0	0.0
METtex_FWD_G6700-MONOMER	0.0	0.0
MG2t3_2pp_REV_CPLX_dummy	0.0	0.0
MG2t3_2pp_FWD_CPLX_dummy	0.0150106262211831	0.0145876253014549
MG2tex_REV_CPLX0-7534	0.0	0.0
MG2tex_FWD_CPLX0-7534	0.0	0.0
MG2tex_REV_CPLX0-7530	0.0	0.0
MG2tex_FWD_CPLX0-7530	0.0	0.0
MG2tex_REV_CPLX0-7533	0.0	0.0
MG2tex_FWD_CPLX0-7533	0.0	0.0
MG2tex_REV_G6700-MONOMER	0.0	0.0
MG2tex_FWD_G6700-MONOMER	0.0150106262211831	0.0145876253014549
MG2tpp_FWD_CORA-MONOMER	0.0	0.0
MG2uabcpp_FWD_MGTA-MONOMER	0.0	0.0
MGSA_FWD_METHGLYSYN-CPLX	0.0	0.0
MI1PP_FWD_EG10983-MONOMER_mod_mg2(1)	0.0	0.0
MICITDr_REV_CPLX0-7761_mod_4fe4s(1)	0.0	0.0
MICITDr_FWD_CPLX0-7761_mod_4fe4s(1)	0.0	0.0
MINCYCtex_REV_CPLX0-7533	0.0	0.0
MINCYCtex_FWD_CPLX0-7533	0.0	0.0
MINCYCtex_REV_CPLX0-7534	0.0	0.0
MINCYCtex_FWD_CPLX0-7534	0.0	0.0
MINCYCtex_REV_CPLX0-7530	0.0	0.0
MINCYCtex_FWD_CPLX0-7530	0.0	0.0
MINCYCtex_REV_G6700-MONOMER	0.0	0.0
MINCYCtex_FWD_G6700-MONOMER	0.0	0.0
MINCYCtpp_FWD_CPLX0-3932	0.0	0.0
MINCYCtpp_FWD_TRANS-CPLX-201	0.0	0.0
MINOHPtexi_FWD_CPLX_dummy	0.0	0.0
MLDCP1App_FWD_CPLX_dummy	0.0	0.0
MLDCP1Bpp_FWD_CPLX_dummy	0.0	0.0
MLDCP2App_FWD_CPLX_dummy	0.0	0.0
MLDCP2Bpp_FWD_CPLX_dummy	0.0	0.0
MLDCP3App_FWD_CPLX_dummy	0.0	0.0
MLDEP1pp_FWD_CPLX_dummy	0.0	0.0
MLDEP2pp_FWD_CPLX_dummy	0.0	0.0
MLTG1_FWD_MALTODEXGLUCOSID-MONOMER	0.0	0.0
MLTG2_FWD_MALTODEXGLUCOSID-MONOMER	0.0	0.0
MLTG3_FWD_MALTODEXGLUCOSID-MONOMER	0.0	0.0
MLTG4_FWD_MALTODEXGLUCOSID-MONOMER	0.0	0.0
MLTG5_FWD_MALTODEXGLUCOSID-MONOMER	0.0	0.0
MLTGY1pp_FWD_EG11373-MONOMER	0.0	0.0
MLTGY1pp_FWD_G6622-MONOMER	0.0	0.0
MLTGY1pp_FWD_EG10950-MONOMER	0.0	0.0
MLTGY1pp_FWD_G7533-MONOMER	0.0	0.0
MLTGY1pp_FWD_G7457-MONOMER	0.0	0.0
MLTGY1pp_FWD_G7410-MONOMER	0.0	0.0
MLTGY2pp_FWD_G6622-MONOMER	0.0	0.0
MLTGY2pp_FWD_EG10950-MONOMER	0.0	0.0
MLTGY2pp_FWD_G7410-MONOMER	0.0	0.0
MLTGY2pp_FWD_G7533-MONOMER	0.0	0.0
MLTGY2pp_FWD_G7457-MONOMER	0.0	0.0
MLTGY2pp_FWD_EG11373-MONOMER	0.0	0.0
MLTGY3pp_FWD_G6622-MONOMER	0.0	0.0
MLTGY3pp_FWD_EG10950-MONOMER	0.0	0.0
MLTGY3pp_FWD_G7410-MONOMER	0.0	0.0
MLTGY3pp_FWD_G7533-MONOMER	0.0	0.0
MLTGY3pp_FWD_G7457-MONOMER	0.0	0.0
MLTGY3pp_FWD_EG11373-MONOMER	0.0	0.0
MLTGY4pp_FWD_G6622-MONOMER	0.0	0.0
MLTGY4pp_FWD_EG10950-MONOMER	0.0	0.0
MLTGY4pp_FWD_G7410-MONOMER	0.0	0.0
MLTGY4pp_FWD_G7533-MONOMER	0.0	0.0
MLTGY4pp_FWD_G7457-MONOMER	0.0	0.0
MLTGY4pp_FWD_EG11373-MONOMER	0.0	0.0
MLTP1_REV_MALDEXPHOSPHORYL-CPLX_mod_pydx5p(1)	0.0	0.0
MLTP1_FWD_MALDEXPHOSPHORYL-CPLX_mod_pydx5p(1)	0.0	0.0
MLTP2_REV_MALDEXPHOSPHORYL-CPLX_mod_pydx5p(1)	0.0	0.0
MLTP2_FWD_MALDEXPHOSPHORYL-CPLX_mod_pydx5p(1)	0.0	0.0
MLTP3_REV_MALDEXPHOSPHORYL-CPLX_mod_pydx5p(1)	0.0	0.0
MLTP3_FWD_MALDEXPHOSPHORYL-CPLX_mod_pydx5p(1)	0.0	0.0
MMCD_FWD_CPLX0-254	0.0	0.0
MMETt2pp_FWD_B0260-MONOMER	0.0	0.0
MMETtex_REV_CPLX0-7534	0.0	0.0
MMETtex_FWD_CPLX0-7534	0.0	0.0
MMETtex_REV_CPLX0-7530	0.0	0.0
MMETtex_FWD_CPLX0-7530	0.0	0.0
MMETtex_REV_CPLX0-7533	0.0	0.0
MMETtex_FWD_CPLX0-7533	0.0	0.0
MMETtex_REV_G6700-MONOMER	0.0	0.0
MMETtex_FWD_G6700-MONOMER	0.0	0.0
MMM_FWD_CPLX0-7741_mod_adocbl(1)	0.0	0.0
MN2t3pp_FWD_CPLX0-7641	0.0	0.0
MN2t3pp_FWD_B0752-MONOMER	0.0	0.0
MN2tpp_FWD_EG11167-MONOMER	4.987811983460424e-05	4.809533153949913e-05
MN6PP_FWD_G6425-MONOMER_mod_mg2(1)	0.0	0.0
MNLptspp_FWD_CPLX-166	0.0	0.0
MNLtex_REV_CPLX0-7534	0.0	0.0
MNLtex_FWD_CPLX0-7534	0.0	0.0
MNLtex_REV_CPLX0-7530	0.0	0.0
MNLtex_FWD_CPLX0-7530	0.0	0.0
MNLtex_REV_CPLX0-7533	0.0	0.0
MNLtex_FWD_CPLX0-7533	0.0	0.0
MNLtex_REV_G6700-MONOMER	0.0	0.0
MNLtex_FWD_G6700-MONOMER	0.0	0.0
MNNH_FWD_MANNONDEHYDRAT-MONOMER	0.0	0.0
MNt2pp_FWD_YFEP-MONOMER	0.0	0.0
MNtex_REV_CPLX0-7534	0.0	0.0
MNtex_FWD_CPLX0-7534	0.0	0.0
MNtex_REV_CPLX0-7530	0.0	0.0
MNtex_FWD_CPLX0-7530	0.0	0.0
MNtex_REV_CPLX0-7533	0.0	0.0
MNtex_FWD_CPLX0-7533	0.0	0.0
MNtex_REV_G6700-MONOMER	0.0	0.0
MNtex_FWD_G6700-MONOMER	4.987811983460424e-05	4.809533153949913e-05
MOAT_FWD_KDOTRANS-MONOMER	0.0162076222896575	0.0159231785416603
MOAT2_FWD_KDOTRANS-MONOMER	0.0162076222896575	0.0159231785416603
MOAT3C_FWD_EG11426-MONOMER	0.0	0.0
MOBDabcpp_FWD_ABC-19-CPLX	0.0	0.0
MOBDabcpp_FWD_ABC-7-CPLX	0.0	0.0
MOBDabcpp_FWD_ABC-70-CPLX	0.0	0.0
MOBDtex_REV_CPLX0-7534	0.0	0.0
MOBDtex_FWD_CPLX0-7534	0.0	0.0
MOBDtex_REV_CPLX0-7530	0.0	0.0
MOBDtex_FWD_CPLX0-7530	0.0	0.0
MOBDtex_REV_CPLX0-7533	0.0	0.0
MOBDtex_FWD_CPLX0-7533	0.0	0.0
MOBDtex_REV_G6700-MONOMER	0.0	0.0
MOBDtex_FWD_G6700-MONOMER	0.0	0.0
MOCDS_FWD_G7496-MONOMER_mod_mg2(1)	0.0	0.0
MOCOS_FWD_EG10153-MONOMER	0.0	0.0
MOGDS_FWD_EG11829-MONOMER_EG11828-MONOMER	0.0	0.0
MOGDS_FWD_EG11829-MONOMER_mod_mg2(1)	0.0	0.0
MOGDS_FWD_EG11829-MONOMER_mod_mn2(1)	0.0	0.0
MOHMT_FWD_3-METHYL-2-OXOBUT-OHCH3XFER-CPLX_mod_mg2(1)	0.0004830573476194	0.0004745266060348
MOX_REV_CPLX_dummy	0.0	0.0
MOX_FWD_CPLX_dummy	0.0	0.0
MPTAT_FWD_EG11511-MONOMER	0.0	0.0
MPTG_FWD_CPLX0-3951_G6561-MONOMER	0.0	0.0
MPTG_FWD_CPLX0-7717_G6561-MONOMER	0.0	0.0
MPTG_FWD_G7322-MONOMER_G6561-MONOMER	0.0115778254032135	0.01137463458395
MPTG2_FWD_CPLX0-3951_G6561-MONOMER	0.0	0.0
MPTG2_FWD_CPLX0-7717_G6561-MONOMER	0.0	0.0
MPTG2_FWD_G7322-MONOMER_G6561-MONOMER	0.0	0.0
MSAR_FWD_G6519-MONOMER	0.0	0.0
MSAR_FWD_CPLX0-1962	0.0	0.0
MSO3abcpp_FWD_ABC-56-CPLX	0.0	0.0
MSO3tex_REV_CPLX0-7534	0.0	0.0
MSO3tex_FWD_CPLX0-7534	0.0	0.0
MSO3tex_REV_CPLX0-7530	0.0	0.0
MSO3tex_FWD_CPLX0-7530	0.0	0.0
MSO3tex_REV_CPLX0-7533	0.0	0.0
MSO3tex_FWD_CPLX0-7533	0.0	0.0
MSO3tex_REV_G6700-MONOMER	0.0	0.0
MSO3tex_FWD_G6700-MONOMER	0.0	0.0
MTAN_FWD_CPLX0-1541	0.0001772852329622	0.0001724866535701
MTHFC_REV_FOLD-CPLX	0.0	0.0
MTHFC_FWD_FOLD-CPLX	0.5016969927261188	0.490739634384468
MTHFD_REV_FOLD-CPLX	0.0	0.0
MTHFD_FWD_FOLD-CPLX	0.501773772877115	0.4908142255393894
MTHFR2_FWD_METHYLENETHFREDUCT-CPLX_mod_fad(1)	0.1408430366187899	0.1390344750274513
MTHTHFSs_FWD_SPONT	0.0040562069125462	0.0039449163249154
MTRPOX_FWD_SARCOX-MONOMER_mod_fad(1)	0.0	0.0
N2Otex_REV_CPLX0-7534	0.0	0.0
N2Otex_FWD_CPLX0-7534	0.0	0.0
N2Otex_REV_CPLX0-7530	0.0	0.0
N2Otex_FWD_CPLX0-7530	0.0	0.0
N2Otex_REV_CPLX0-7533	0.0	0.0
N2Otex_FWD_CPLX0-7533	0.0	0.0
N2Otex_REV_G6700-MONOMER	0.0	0.0
N2Otex_FWD_G6700-MONOMER	0.0	0.0
N2Otpp_REV_SPONT	0.0	0.0
N2Otpp_FWD_SPONT	0.0	0.0
NACODA_FWD_ACETYLORNDEACET-CPLX_mod_zn2(1)	0.0	0.0
NACtex_REV_CPLX0-7534	0.0	0.0
NACtex_FWD_CPLX0-7534	0.0	0.0
NACtex_REV_CPLX0-7530	0.0	0.0
NACtex_FWD_CPLX0-7530	0.0	0.0
NACtex_REV_CPLX0-7533	0.0	0.0
NACtex_FWD_CPLX0-7533	0.0	0.0
NACtex_REV_G6700-MONOMER	0.0	0.0
NACtex_FWD_G6700-MONOMER	0.0	0.0
NACtpp_FWD_CPLX_dummy	0.0	0.0
NADDP_FWD_EG11702-MONOMER	0.0	0.0
NADDP_FWD_EG10534-MONOMER_mod_mg2(1)	0.0	0.0
NADH10_FWD_NADH-DHII-MONOMER_mod_mg2(1)_mod_cu(1)_mod_fad(1)	0.0	0.0
NADH16pp_FWD_NADH-DHI-CPLX_mod_2fe2s(1)_mod_4fe4s(1)_mod_fmn(1)	28.717160737491927	28.365386367055823
NADH17pp_FWD_NADH-DHI-CPLX_mod_2fe2s(1)_mod_4fe4s(1)_mod_fmn(1)	0.0	0.0
NADH18pp_FWD_NADH-DHI-CPLX_mod_2fe2s(1)_mod_4fe4s(1)_mod_fmn(1)	0.0	0.0
NADH5_FWD_NADH-DHII-MONOMER_mod_mg2(1)_mod_cu(1)_mod_fad(1)	0.0	0.0
NADH9_FWD_NADH-DHII-MONOMER_mod_mg2(1)_mod_cu(1)_mod_fad(1)	0.0	0.0
NADK_FWD_CPLX0-682_mod_mg2(1)	0.0003724931270941	0.0003659557071309
NADN_FWD_CPLX_dummy	0.0	0.0
NADPHQR2_FWD_CPLX0-253_mod_fad(1)	0.0	0.0
NADPHQR3_FWD_CPLX0-253_mod_fad(1)	0.0	0.0
NADPHQR4_FWD_CPLX0-253_mod_fad(1)	0.0	0.0
NADPPPS_FWD_CPLX_dummy	0.0	0.0
NADS1_FWD_NAD-SYNTH-CPLX_mod_mn2(1)	0.0	0.0
NADS1_FWD_NAD-SYNTH-CPLX_mod_mg2(1)	0.0019262489712923	0.0018920636195923
NADTRHD_FWD_PYRNUTRANSHYDROGEN-CPLX	0.0	0.0
NADTRHD_FWD_UDHA-CPLX_mod_fad(1)	0.0	0.0
NAMNPP_FWD_NICOTINATEPRIBOSYLTRANS-MONOMER	0.0	0.0
NAt3_1p5pp_FWD_NHAB-MONOMER	0.0	0.0
NAt3_2pp_FWD_CPLX0-7629	0.0	0.0
NAt3pp_FWD_CHAA-MONOMER	0.0	0.0
NAt3pp_FWD_CMR-MONOMER	0.0	0.0
NAtex_REV_CPLX0-7534	0.0	0.0
NAtex_FWD_CPLX0-7534	0.0	0.0
NAtex_REV_CPLX0-7530	0.0	0.0
NAtex_FWD_CPLX0-7530	0.0	0.0
NAtex_REV_CPLX0-7533	0.0	0.0
NAtex_FWD_CPLX0-7533	0.0	0.0
NAtex_REV_G6700-MONOMER	0.0	0.0
NAtex_FWD_G6700-MONOMER	0.0	0.0
NDPK1_REV_NUCLEOSIDE-DIP-KIN-CPLX_mod_mn2(1)	0.0	0.0
NDPK1_FWD_NUCLEOSIDE-DIP-KIN-CPLX_mod_mn2(1)	0.0	0.0
NDPK1_REV_NUCLEOSIDE-DIP-KIN-CPLX_mod_ca2(1)	0.0	0.0
NDPK1_FWD_NUCLEOSIDE-DIP-KIN-CPLX_mod_ca2(1)	0.0	0.0
NDPK1_REV_NUCLEOSIDE-DIP-KIN-CPLX_mod_mg2(1)	0.0	0.0
NDPK1_FWD_NUCLEOSIDE-DIP-KIN-CPLX_mod_mg2(1)	0.0	0.0
NDPK1_REV_ADENYL-KIN-MONOMER_mod_mg2(1)	0.0	0.0
NDPK1_FWD_ADENYL-KIN-MONOMER_mod_mg2(1)	10.007557648494952	9.848660283725112
NDPK2_REV_NUCLEOSIDE-DIP-KIN-CPLX_mod_mn2(1)	0.0	0.0
NDPK2_FWD_NUCLEOSIDE-DIP-KIN-CPLX_mod_mn2(1)	0.0	0.0
NDPK2_REV_NUCLEOSIDE-DIP-KIN-CPLX_mod_ca2(1)	0.0	0.0
NDPK2_FWD_NUCLEOSIDE-DIP-KIN-CPLX_mod_ca2(1)	0.0	0.0
NDPK2_REV_NUCLEOSIDE-DIP-KIN-CPLX_mod_mg2(1)	0.0	0.0
NDPK2_FWD_NUCLEOSIDE-DIP-KIN-CPLX_mod_mg2(1)	0.0	0.0
NDPK2_REV_ADENYL-KIN-MONOMER_mod_mg2(1)	0.0	0.0
NDPK2_FWD_ADENYL-KIN-MONOMER_mod_mg2(1)	0.4981714199723642	0.487142129519101
NDPK3_REV_NUCLEOSIDE-DIP-KIN-CPLX_mod_mn2(1)	0.0	0.0
NDPK3_FWD_NUCLEOSIDE-DIP-KIN-CPLX_mod_mn2(1)	0.0	0.0
NDPK3_REV_NUCLEOSIDE-DIP-KIN-CPLX_mod_ca2(1)	0.0	0.0
NDPK3_FWD_NUCLEOSIDE-DIP-KIN-CPLX_mod_ca2(1)	0.0	0.0
NDPK3_REV_NUCLEOSIDE-DIP-KIN-CPLX_mod_mg2(1)	0.0	0.0
NDPK3_FWD_NUCLEOSIDE-DIP-KIN-CPLX_mod_mg2(1)	0.0	0.0
NDPK3_REV_ADENYL-KIN-MONOMER_mod_mg2(1)	0.0	0.0
NDPK3_FWD_ADENYL-KIN-MONOMER_mod_mg2(1)	0.2037246853724436	0.200243016438078
NDPK4_REV_NUCLEOSIDE-DIP-KIN-CPLX_mod_mn2(1)	0.0	0.0
NDPK4_FWD_NUCLEOSIDE-DIP-KIN-CPLX_mod_mn2(1)	0.0	0.0
NDPK4_REV_NUCLEOSIDE-DIP-KIN-CPLX_mod_ca2(1)	0.0	0.0
NDPK4_FWD_NUCLEOSIDE-DIP-KIN-CPLX_mod_ca2(1)	0.0	0.0
NDPK4_REV_NUCLEOSIDE-DIP-KIN-CPLX_mod_mg2(1)	0.0	0.0
NDPK4_FWD_NUCLEOSIDE-DIP-KIN-CPLX_mod_mg2(1)	0.0	0.0
NDPK4_REV_ADENYL-KIN-MONOMER_mod_mg2(1)	0.0	0.0
NDPK4_FWD_ADENYL-KIN-MONOMER_mod_mg2(1)	0.0188199361643612	0.0187911026312086
NDPK5_REV_NUCLEOSIDE-DIP-KIN-CPLX_mod_mn2(1)	0.0	0.0
NDPK5_FWD_NUCLEOSIDE-DIP-KIN-CPLX_mod_mn2(1)	0.0	0.0
NDPK5_REV_NUCLEOSIDE-DIP-KIN-CPLX_mod_ca2(1)	0.0	0.0
NDPK5_FWD_NUCLEOSIDE-DIP-KIN-CPLX_mod_ca2(1)	0.0	0.0
NDPK5_REV_NUCLEOSIDE-DIP-KIN-CPLX_mod_mg2(1)	0.0	0.0
NDPK5_FWD_NUCLEOSIDE-DIP-KIN-CPLX_mod_mg2(1)	0.0	0.0
NDPK5_REV_ADENYL-KIN-MONOMER_mod_mg2(1)	0.0	0.0
NDPK5_FWD_ADENYL-KIN-MONOMER_mod_mg2(1)	0.0	0.0
NDPK6_REV_NUCLEOSIDE-DIP-KIN-CPLX_mod_mn2(1)	0.0	0.0
NDPK6_FWD_NUCLEOSIDE-DIP-KIN-CPLX_mod_mn2(1)	0.0	0.0
NDPK6_REV_NUCLEOSIDE-DIP-KIN-CPLX_mod_ca2(1)	0.0	0.0
NDPK6_FWD_NUCLEOSIDE-DIP-KIN-CPLX_mod_ca2(1)	0.0	0.0
NDPK6_REV_NUCLEOSIDE-DIP-KIN-CPLX_mod_mg2(1)	0.0	0.0
NDPK6_FWD_NUCLEOSIDE-DIP-KIN-CPLX_mod_mg2(1)	0.0	0.0
NDPK6_REV_ADENYL-KIN-MONOMER_mod_mg2(1)	0.0	0.0
NDPK6_FWD_ADENYL-KIN-MONOMER_mod_mg2(1)	0.0	0.0
