Gene Name,Left-End-Position,Right-End-Position,Product,Accession-1,replicon
SYNPCC7942_0913,921285,921780,SYNPCC7942_0913-MONOMER,SYNPCC7942_RS04695,NC_007604.1
SYNPCC7942_2062,2138584,2139820,SYNPCC7942_2062-MONOMER,SYNPCC7942_RS10460,NC_007604.1
SYNPCC7942_0390,382302,383454,SYNPCC7942_0390-MONOMER,SYNPCC7942_RS01990,NC_007604.1
SYNPCC7942_1484,1534873,1536367,SYNPCC7942_1484-MONOMER,SYNPCC7942_RS07585,NC_007604.1
SYNPCC7942_B2629,0,1224,SYNPCC7942_B2629-MONOMER,SYNPCC7942_RS13450,SYNPCC7942_RS13450
SYNPCC7942_0884,889696,890926,SYNPCC7942_0884-MONOMER,SYNPCC7942_RS04555,NC_007604.1
SYNPCC7942_2032,2101117,2102308,SYNPCC7942_2032-MONOMER,SYNPCC7942_RS10310,NC_007604.1
SYNPCC7942_0355,348456,348870,SYNPCC7942_0355-MONOMER,SYNPCC7942_RS01805,NC_007604.1
SYNPCC7942_1457,1510304,1510982,SYNPCC7942_1457-MONOMER,SYNPCC7942_RS07455,NC_007604.1
SYNPCC7942_2601,2682898,2683813,SYNPCC7942_2601-MONOMER,SYNPCC7942_RS13250,NC_007604.1
SYNPCC7942_0851,847232,848258,SYNPCC7942_0851-MONOMER,SYNPCC7942_RS04395,NC_007604.1
SYNPCC7942_2004,2073027,2073618,SYNPCC7942_2004-MONOMER,SYNPCC7942_RS10165,NC_007604.1
SYNPCC7942_0333,329243,329720,SYNPCC7942_0333-MONOMER,SYNPCC7942_RS01695,NC_007604.1
SYNPCC7942_1433,1486982,1488041,SYNPCC7942_1433-MONOMER,SYNPCC7942_RS07330,NC_007604.1
SYNPCC7942_2573,2652515,2653346,SYNPCC7942_2573-MONOMER,SYNPCC7942_RS13075,NC_007604.1
SYNPCC7942_0817,812330,812723,SYNPCC7942_0817-MONOMER,SYNPCC7942_RS04225,NC_007604.1
SYNPCC7942_1979,2050013,2050736,SYNPCC7942_1979-MONOMER,SYNPCC7942_RS10035,NC_007604.1
SYNPCC7942_0311,310413,311253,SYNPCC7942_0311-MONOMER,SYNPCC7942_RS01585,NC_007604.1
SYNPCC7942_1410,1461948,1463571,SYNPCC7942_1410-MONOMER,SYNPCC7942_RS07215,NC_007604.1
SYNPCC7942_2553,2632862,2633201,SYNPCC7942_2553-MONOMER,SYNPCC7942_RS12975,NC_007604.1
SYNPCC7942_0790,785281,785710,SYNPCC7942_0790-MONOMER,SYNPCC7942_RS04090,NC_007604.1
SYNPCC7942_1959,2030339,2032142,SYNPCC7942_1959-MONOMER,SYNPCC7942_RS09940,NC_007604.1
SYNPCC7942_0288,282603,283962,SYNPCC7942_0288-MONOMER,SYNPCC7942_RS01465,NC_007604.1
SYNPCC7942_1386,1431626,1432760,SYNPCC7942_1386-MONOMER,SYNPCC7942_RS07095,NC_007604.1
SYNPCC7942_2527,2608874,2609717,SYNPCC7942_2527-MONOMER,SYNPCC7942_RS12830,NC_007604.1
SYNPCC7942_0756,750405,750870,SYNPCC7942_0756-MONOMER,SYNPCC7942_RS03920,NC_007604.1
SYNPCC7942_1929,2003132,2004293,SYNPCC7942_1929-MONOMER,SYNPCC7942_RS09790,NC_007604.1
SYNPCC7942_0266,262637,263225,SYNPCC7942_0266-MONOMER,SYNPCC7942_RS01355,NC_007604.1
SYNPCC7942_1359,1398293,1399499,SYNPCC7942_1359-MONOMER,SYNPCC7942_RS06950,NC_007604.1
SYNPCC7942_2505,2586129,2586786,SYNPCC7942_2505-MONOMER,SYNPCC7942_RS12710,NC_007604.1
SYNPCC7942_0704,695312,695948,SYNPCC7942_0704-MONOMER,SYNPCC7942_RS03610,NC_007604.1
SYNPCC7942_1900,1972831,1973413,SYNPCC7942_1900-MONOMER,SYNPCC7942_RS09635,NC_007604.1
SYNPCC7942_0241,235486,236854,SYNPCC7942_0241-MONOMER,SYNPCC7942_RS01225,NC_007604.1
SYNPCC7942_1326,1357231,1360693,SYNPCC7942_1326-MONOMER,SYNPCC7942_RS06780,NC_007604.1
SYNPCC7942_2471,2552610,2553252,SYNPCC7942_2471-MONOMER,SYNPCC7942_RS12560,NC_007604.1
SYNPCC7942_0677,672081,672462,SYNPCC7942_0677-MONOMER,SYNPCC7942_RS03465,NC_007604.1
SYNPCC7942_1874,1946153,1946624,SYNPCC7942_1874-MONOMER,SYNPCC7942_RS09505,NC_007604.1
SYNPCC7942_0206,207361,208750,SYNPCC7942_0206-MONOMER,SYNPCC7942_RS01045,NC_007604.1
SYNPCC7942_1307,1334180,1334996,SYNPCC7942_1307-MONOMER,SYNPCC7942_RS06685,NC_007604.1
SYNPCC7942_2448,2524463,2526071,SYNPCC7942_2448-MONOMER,SYNPCC7942_RS12440,NC_007604.1
SYNPCC7942_0649,642766,643966,SYNPCC7942_0649-MONOMER,SYNPCC7942_RS03325,NC_007604.1
SYNPCC7942_1853,1921477,1922182,SYNPCC7942_1853-MONOMER,SYNPCC7942_RS09400,NC_007604.1
SYNPCC7942_0181,178418,179792,SYNPCC7942_0181-MONOMER,SYNPCC7942_RS00920,NC_007604.1
SYNPCC7942_1284,1305959,1306232,SYNPCC7942_1284-MONOMER,SYNPCC7942_RS06575,NC_007604.1
SYNPCC7942_2427,2498971,2499814,SYNPCC7942_2427-MONOMER,SYNPCC7942_RS12330,NC_007604.1
SYNPCC7942_0149,150186,150744,SYNPCC7942_0149-MONOMER,SYNPCC7942_RS00755,NC_007604.1
SYNPCC7942_2394,2469053,2470835,SYNPCC7942_2394-MONOMER,SYNPCC7942_RS12165,NC_007604.1
SYNPCC7942_0120,119507,119993,SYNPCC7942_0120-MONOMER,SYNPCC7942_RS00605,NC_007604.1
SYNPCC7942_1237,1258977,1260957,SYNPCC7942_1237-MONOMER,SYNPCC7942_RS06340,NC_007604.1
SYNPCC7942_2371,2438451,2439246,SYNPCC7942_2371-MONOMER,SYNPCC7942_RS12050,NC_007604.1
SYNPCC7942_1810,1878955,1880710,SYNPCC7942_1810-MONOMER,SYNPCC7942_RS09195,NC_007604.1
SYNPCC7942_0095,92589,93339,SYNPCC7942_0095-MONOMER,SYNPCC7942_RS00480,NC_007604.1
SYNPCC7942_1218,1240556,1241411,SYNPCC7942_1218-MONOMER,SYNPCC7942_RS06240,NC_007604.1
SYNPCC7942_2348,2415232,2416312,SYNPCC7942_2348-MONOMER,SYNPCC7942_RS11930,NC_007604.1
SYNPCC7942_1786,1853722,1854250,SYNPCC7942_1786-MONOMER,SYNPCC7942_RS09075,NC_007604.1
SYNPCC7942_0073,71999,73196,SYNPCC7942_0073-MONOMER,SYNPCC7942_RS00360,NC_007604.1
SYNPCC7942_1193,1221675,1222443,SYNPCC7942_1193-MONOMER,SYNPCC7942_RS06110,NC_007604.1
SYNPCC7942_2324,2391368,2392340,SYNPCC7942_2324-MONOMER,SYNPCC7942_RS11815,NC_007604.1
SYNPCC7942_1749,1819753,1820146,SYNPCC7942_1749-MONOMER,SYNPCC7942_RS08900,NC_007604.1
SYNPCC7942_0045,43529,44927,SYNPCC7942_0045-MONOMER,SYNPCC7942_RS00225,NC_007604.1
SYNPCC7942_1172,1206147,1207698,SYNPCC7942_1172-MONOMER,SYNPCC7942_RS06010,NC_007604.1
SYNPCC7942_2304,2372352,2373270,SYNPCC7942_2304-MONOMER,SYNPCC7942_RS11710,NC_007604.1
SYNPCC7942_1726,1799118,1799607,SYNPCC7942_1726-MONOMER,SYNPCC7942_RS08785,NC_007604.1
SYNPCC7942_0017,15629,16193,SYNPCC7942_0017-MONOMER,SYNPCC7942_RS00090,NC_007604.1
SYNPCC7942_1133,1153414,1155559,SYNPCC7942_1133-MONOMER,SYNPCC7942_RS05800,NC_007604.1
SYNPCC7942_2272,2339595,2340126,SYNPCC7942_2272-MONOMER,SYNPCC7942_RS11545,NC_007604.1
SYNPCC7942_1705,0,120,SYNPCC7942_1705-MONOMER,SYNPCC7942_1705,SYNPCC7942_1705
SYNPCC7942_1109,1125666,1126740,SYNPCC7942_1109-MONOMER,SYNPCC7942_RS05685,NC_007604.1
SYNPCC7942_2245,2310342,2310531,SYNPCC7942_2245-MONOMER,SYNPCC7942_RS11400,NC_007604.1
SYNPCC7942_0612,602208,603369,SYNPCC7942_0612-MONOMER,SYNPCC7942_RS03140,NC_007604.1
SYNPCC7942_1681,1749075,1750128,SYNPCC7942_1681-MONOMER,SYNPCC7942_RS08565,NC_007604.1
SYNPCC7942_1083,1097759,1099175,SYNPCC7942_1083-MONOMER,SYNPCC7942_RS05560,NC_007604.1
SYNPCC7942_2225,2295136,2295565,SYNPCC7942_2225-MONOMER,SYNPCC7942_RS11300,NC_007604.1
SYNPCC7942_0588,576664,577840,SYNPCC7942_0588-MONOMER,SYNPCC7942_RS03015,NC_007604.1
SYNPCC7942_1650,1717706,1720946,SYNPCC7942_1650-MONOMER,SYNPCC7942_RS08415,NC_007604.1
SYNPCC7942_1054,1065227,1066049,SYNPCC7942_1054-MONOMER,SYNPCC7942_RS05405,NC_007604.1
SYNPCC7942_2209,2286805,2287735,SYNPCC7942_2209-MONOMER,SYNPCC7942_RS11225,NC_007604.1
SYNPCC7942_0563,543653,545654,SYNPCC7942_0563-MONOMER,SYNPCC7942_RS02865,NC_007604.1
SYNPCC7942_1619,1685435,1685942,SYNPCC7942_1619-MONOMER,SYNPCC7942_RS08260,NC_007604.1
SYNPCC7942_1026,1039970,1041725,SYNPCC7942_1026-MONOMER,SYNPCC7942_RS05270,NC_007604.1
SYNPCC7942_2186,2264072,2265710,SYNPCC7942_2186-MONOMER,SYNPCC7942_RS11110,NC_007604.1
SYNPCC7942_0529,513542,514331,SYNPCC7942_0529-MONOMER,SYNPCC7942_RS02690,NC_007604.1
SYNPCC7942_1597,1663656,1664298,SYNPCC7942_1597-MONOMER,SYNPCC7942_RS08155,NC_007604.1
SYNPCC7942_1005,1016314,1016944,SYNPCC7942_1005-MONOMER,SYNPCC7942_RS05155,NC_007604.1
SYNPCC7942_2148,2230822,2231845,SYNPCC7942_2148-MONOMER,SYNPCC7942_RS10915,NC_007604.1
SYNPCC7942_0498,484584,487098,SYNPCC7942_0498-MONOMER,SYNPCC7942_RS02530,NC_007604.1
SYNPCC7942_1575,1636579,1638625,SYNPCC7942_1575-MONOMER,SYNPCC7942_RS08045,NC_007604.1
SYNPCC7942_0976,982167,984897,SYNPCC7942_0976-MONOMER,SYNPCC7942_RS05010,NC_007604.1
SYNPCC7942_2121,2202116,2202509,SYNPCC7942_2121-MONOMER,SYNPCC7942_RS10755,NC_007604.1
SYNPCC7942_0471,457881,458712,SYNPCC7942_0471-MONOMER,SYNPCC7942_RS02405,NC_007604.1
SYNPCC7942_1548,1604318,1605638,SYNPCC7942_1548-MONOMER,SYNPCC7942_RS07895,NC_007604.1
SYNPCC7942_0954,962265,963240,SYNPCC7942_0954-MONOMER,SYNPCC7942_RS04905,NC_007604.1
SYNPCC7942_2099,2181004,2181874,SYNPCC7942_2099-MONOMER,SYNPCC7942_RS10640,NC_007604.1
SYNPCC7942_0448,437533,438628,SYNPCC7942_0448-MONOMER,SYNPCC7942_RS02290,NC_007604.1
SYNPCC7942_1524,1577149,1583050,SYNPCC7942_1524-MONOMER,SYNPCC7942_RS07790,NC_007604.1
SYNPCC7942_0931,938385,939192,SYNPCC7942_0931-MONOMER,SYNPCC7942_RS04790,NC_007604.1
SYNPCC7942_2079,2156573,2157755,SYNPCC7942_2079-MONOMER,SYNPCC7942_RS10540,NC_007604.1
SYNPCC7942_0417,406850,408359,SYNPCC7942_0417-MONOMER,SYNPCC7942_RS02130,NC_007604.1
SYNPCC7942_1505,1554838,1555936,SYNPCC7942_1505-MONOMER,SYNPCC7942_RS07690,NC_007604.1
SYNPCC7942_B2663,0,960,SYNPCC7942_B2663-MONOMER,SYNPCC7942_RS13375,SYNPCC7942_RS13375
SYNPCC7942_0903,911755,914341,SYNPCC7942_0903-MONOMER,SYNPCC7942_RS04655,NC_007604.1
SYNPCC7942_2057,2135124,2135757,SYNPCC7942_2057-MONOMER,SYNPCC7942_RS10435,NC_007604.1
SYNPCC7942_0385,377320,378568,SYNPCC7942_0385-MONOMER,SYNPCC7942_RS01965,NC_007604.1
SYNPCC7942_1478,0,438,SYNPCC7942_1478-MONOMER,SYNPCC7942_1478,SYNPCC7942_1478
SYNPCC7942_B2623,0,990,SYNPCC7942_B2623-MONOMER,SYNPCC7942_RS13425,SYNPCC7942_RS13425
SYNPCC7942_0881,887551,888427,SYNPCC7942_0881-MONOMER,SYNPCC7942_RS04540,NC_007604.1
SYNPCC7942_2028,2096614,2097676,SYNPCC7942_2028-MONOMER,SYNPCC7942_RS10290,NC_007604.1
SYNPCC7942_0352,344822,345431,SYNPCC7942_0352-MONOMER,SYNPCC7942_RS01790,NC_007604.1
SYNPCC7942_1454,1507283,1508324,SYNPCC7942_1454-MONOMER,SYNPCC7942_RS07440,NC_007604.1
SYNPCC7942_2592,2675316,2675922,SYNPCC7942_2592-MONOMER,SYNPCC7942_RS13200,NC_007604.1
SYNPCC7942_0844,839098,839809,SYNPCC7942_0844-MONOMER,SYNPCC7942_RS04365,NC_007604.1
SYNPCC7942_1999,2067447,2067735,SYNPCC7942_1999-MONOMER,SYNPCC7942_RS10135,NC_007604.1
SYNPCC7942_0328,323780,325898,SYNPCC7942_0328-MONOMER,SYNPCC7942_RS01670,NC_007604.1
SYNPCC7942_1428,1481406,1482594,SYNPCC7942_1428-MONOMER,SYNPCC7942_RS07305,NC_007604.1
SYNPCC7942_2569,2648097,2648820,SYNPCC7942_2569-MONOMER,SYNPCC7942_RS13055,NC_007604.1
SYNPCC7942_0814,809133,809358,SYNPCC7942_0814-MONOMER,SYNPCC7942_RS04210,NC_007604.1
SYNPCC7942_1976,2045792,2047397,SYNPCC7942_1976-MONOMER,SYNPCC7942_RS10020,NC_007604.1
SYNPCC7942_0308,305968,307108,SYNPCC7942_0308-MONOMER,SYNPCC7942_RS01570,NC_007604.1
SYNPCC7942_1407,1457996,1459688,SYNPCC7942_1407-MONOMER,SYNPCC7942_RS07200,NC_007604.1
SYNPCC7942_2548,2627422,2628031,SYNPCC7942_2548-MONOMER,SYNPCC7942_RS12945,NC_007604.1
SYNPCC7942_0785,779930,781919,SYNPCC7942_0785-MONOMER,SYNPCC7942_RS04065,NC_007604.1
SYNPCC7942_1954,2026182,2027823,SYNPCC7942_1954-MONOMER,SYNPCC7942_RS09920,NC_007604.1
SYNPCC7942_0283,279618,280623,SYNPCC7942_0283-MONOMER,SYNPCC7942_RS01440,NC_007604.1
SYNPCC7942_1381,1424684,1426610,SYNPCC7942_1381-MONOMER,SYNPCC7942_RS07070,NC_007604.1
SYNPCC7942_2524,2605277,2606702,SYNPCC7942_2524-MONOMER,SYNPCC7942_RS12815,NC_007604.1
SYNPCC7942_0748,742816,743320,SYNPCC7942_0748-MONOMER,SYNPCC7942_RS03875,NC_007604.1
SYNPCC7942_1923,1999239,1999896,SYNPCC7942_1923-MONOMER,SYNPCC7942_RS09760,NC_007604.1
SYNPCC7942_0262,259225,260620,SYNPCC7942_0262-MONOMER,SYNPCC7942_RS01335,NC_007604.1
SYNPCC7942_1355,1388108,1390898,SYNPCC7942_1355-MONOMER,SYNPCC7942_RS06925,NC_007604.1
SYNPCC7942_2499,2579714,2581055,SYNPCC7942_2499-MONOMER,SYNPCC7942_RS12680,NC_007604.1
SYNPCC7942_0698,691084,>691378,SYNPCC7942_0698-MONOMER,SYNPCC7942_RS03580,NC_007604.1
SYNPCC7942_1896,1968653,1969901,SYNPCC7942_1896-MONOMER,SYNPCC7942_RS09615,NC_007604.1
SYNPCC7942_0235,231161,231677,SYNPCC7942_0235-MONOMER,SYNPCC7942_RS01195,NC_007604.1
SYNPCC7942_1323,1351948,1352797,SYNPCC7942_1323-MONOMER,SYNPCC7942_RS06765,NC_007604.1
SYNPCC7942_2466,2546849,2547557,SYNPCC7942_2466-MONOMER,SYNPCC7942_RS12535,NC_007604.1
SYNPCC7942_0672,666886,667849,SYNPCC7942_0672-MONOMER,SYNPCC7942_RS03440,NC_007604.1
SYNPCC7942_1870,1941530,1942814,SYNPCC7942_1870-MONOMER,SYNPCC7942_RS09490,NC_007604.1
SYNPCC7942_0202,202637,204089,SYNPCC7942_0202-MONOMER,SYNPCC7942_RS01025,NC_007604.1
SYNPCC7942_1300,1328092,1328662,SYNPCC7942_1300-MONOMER,SYNPCC7942_RS06650,NC_007604.1
SYNPCC7942_0642,636124,636670,SYNPCC7942_0642-MONOMER,SYNPCC7942_RS03295,NC_007604.1
SYNPCC7942_1850,1917869,1919099,SYNPCC7942_1850-MONOMER,SYNPCC7942_RS09385,NC_007604.1
SYNPCC7942_0177,174708,175497,SYNPCC7942_0177-MONOMER,SYNPCC7942_RS00900,NC_007604.1
SYNPCC7942_1278,1301568,1301769,SYNPCC7942_1278-MONOMER,SYNPCC7942_RS06545,NC_007604.1
SYNPCC7942_2423,2494867,2496775,SYNPCC7942_2423-MONOMER,SYNPCC7942_RS12310,NC_007604.1
SYNPCC7942_0141,142617,143562,SYNPCC7942_0141-MONOMER,SYNPCC7942_RS00715,NC_007604.1
SYNPCC7942_1254,1277465,1277855,SYNPCC7942_1254-MONOMER,SYNPCC7942_RS06425,NC_007604.1
SYNPCC7942_2390,2461465,2465122,SYNPCC7942_2390-MONOMER,SYNPCC7942_RS12145,NC_007604.1
SYNPCC7942_0116,114298,115273,SYNPCC7942_0116-MONOMER,SYNPCC7942_RS00585,NC_007604.1
SYNPCC7942_1232,1252949,1253489,SYNPCC7942_1232-MONOMER,SYNPCC7942_RS06315,NC_007604.1
SYNPCC7942_2365,2430838,2432509,SYNPCC7942_2365-MONOMER,SYNPCC7942_RS12015,NC_007604.1
SYNPCC7942_1807,1875796,1876243,SYNPCC7942_1807-MONOMER,SYNPCC7942_RS09180,NC_007604.1
SYNPCC7942_0091,89714,90326,SYNPCC7942_0091-MONOMER,SYNPCC7942_RS00460,NC_007604.1
SYNPCC7942_1215,1237545,1238553,SYNPCC7942_1215-MONOMER,SYNPCC7942_RS06225,NC_007604.1
SYNPCC7942_2343,2411022,2411139,SYNPCC7942_2343-MONOMER,SYNPCC7942_RS11905,NC_007604.1
SYNPCC7942_1780,1845759,1847385,SYNPCC7942_1780-MONOMER,SYNPCC7942_RS09045,NC_007604.1
SYNPCC7942_0067,67176,67986,SYNPCC7942_0067-MONOMER,SYNPCC7942_RS00330,NC_007604.1
SYNPCC7942_1189,1218045,1218630,SYNPCC7942_1189-MONOMER,SYNPCC7942_RS06090,NC_007604.1
SYNPCC7942_2321,2390120,2390642,SYNPCC7942_2321-MONOMER,SYNPCC7942_RS11800,NC_007604.1
SYNPCC7942_1743,1814091,1815276,SYNPCC7942_1743-MONOMER,SYNPCC7942_RS08870,NC_007604.1
SYNPCC7942_0040,38629,39007,SYNPCC7942_0040-MONOMER,SYNPCC7942_RS00200,NC_007604.1
SYNPCC7942_1168,1201326,1202109,SYNPCC7942_1168-MONOMER,SYNPCC7942_RS05990,NC_007604.1
SYNPCC7942_2298,2368965,2369589,SYNPCC7942_2298-MONOMER,SYNPCC7942_RS11680,NC_007604.1
SYNPCC7942_1722,1794142,1795228,SYNPCC7942_1722-MONOMER,SYNPCC7942_RS08765,NC_007604.1
SYNPCC7942_0009,8963,10166,SYNPCC7942_0009-MONOMER,SYNPCC7942_RS00045,NC_007604.1
SYNPCC7942_1127,1145372,1146842,SYNPCC7942_1127-MONOMER,SYNPCC7942_RS05770,NC_007604.1
SYNPCC7942_2268,2336071,2337217,SYNPCC7942_2268-MONOMER,SYNPCC7942_RS11525,NC_007604.1
SYNPCC7942_0633,625077,625791,SYNPCC7942_0633-MONOMER,SYNPCC7942_RS03250,NC_007604.1
SYNPCC7942_1699,1765463,1766858,SYNPCC7942_1699-MONOMER,SYNPCC7942_RS08650,NC_007604.1
SYNPCC7942_1105,1122448,1123534,SYNPCC7942_1105-MONOMER,SYNPCC7942_RS05665,NC_007604.1
SYNPCC7942_2242,0,993,SYNPCC7942_2242-MONOMER,SYNPCC7942_RS11380,SYNPCC7942_RS11380
SYNPCC7942_0608,595755,596298,SYNPCC7942_0608-MONOMER,SYNPCC7942_RS03120,NC_007604.1
SYNPCC7942_1672,1742507,1743233,SYNPCC7942_1672-MONOMER,SYNPCC7942_RS08520,NC_007604.1
SYNPCC7942_1079,1088697,1091151,SYNPCC7942_1079-MONOMER,SYNPCC7942_RS05535,NC_007604.1
SYNPCC7942_2222,2294279,2294645,SYNPCC7942_2222-MONOMER,SYNPCC7942_RS11285,NC_007604.1
SYNPCC7942_0584,565353,566052,SYNPCC7942_0584-MONOMER,SYNPCC7942_RS02970,NC_007604.1
SYNPCC7942_1645,1713331,1714075,SYNPCC7942_1645-MONOMER,SYNPCC7942_RS08390,NC_007604.1
SYNPCC7942_1051,1063317,1063563,SYNPCC7942_1051-MONOMER,SYNPCC7942_RS05390,NC_007604.1
SYNPCC7942_2206,2285061,2285517,SYNPCC7942_2206-MONOMER,SYNPCC7942_RS11210,NC_007604.1
SYNPCC7942_0556,538505,539219,SYNPCC7942_0556-MONOMER,SYNPCC7942_RS02830,NC_007604.1
SYNPCC7942_1615,1682807,1683176,SYNPCC7942_1615-MONOMER,SYNPCC7942_RS08240,NC_007604.1
SYNPCC7942_1020,1034795,1035746,SYNPCC7942_1020-MONOMER,SYNPCC7942_RS05245,NC_007604.1
SYNPCC7942_2177,2257160,2258033,SYNPCC7942_2177-MONOMER,SYNPCC7942_RS11065,NC_007604.1
SYNPCC7942_0525,509225,510332,SYNPCC7942_0525-MONOMER,SYNPCC7942_RS02670,NC_007604.1
SYNPCC7942_1592,1659118,1659934,SYNPCC7942_1592-MONOMER,SYNPCC7942_RS08130,NC_007604.1
SYNPCC7942_1001,1011885,1013679,SYNPCC7942_1001-MONOMER,SYNPCC7942_RS05135,NC_007604.1
SYNPCC7942_2142,2226467,2226803,SYNPCC7942_2142-MONOMER,SYNPCC7942_RS10875,NC_007604.1
SYNPCC7942_0489,475664,477044,SYNPCC7942_0489-MONOMER,SYNPCC7942_RS02490,NC_007604.1
SYNPCC7942_1572,1631338,1632925,SYNPCC7942_1572-MONOMER,SYNPCC7942_RS08030,NC_007604.1
SYNPCC7942_0973,979757,981137,SYNPCC7942_0973-MONOMER,SYNPCC7942_RS05000,NC_007604.1
SYNPCC7942_2117,2198154,2199594,SYNPCC7942_2117-MONOMER,SYNPCC7942_RS10735,NC_007604.1
SYNPCC7942_0467,454003,454837,SYNPCC7942_0467-MONOMER,SYNPCC7942_RS02380,NC_007604.1
SYNPCC7942_1544,1600801,1601053,SYNPCC7942_1544-MONOMER,SYNPCC7942_RS07875,NC_007604.1
SYNPCC7942_0949,957545,958424,SYNPCC7942_0949-MONOMER,SYNPCC7942_RS04880,NC_007604.1
SYNPCC7942_2094,2176208,2176610,SYNPCC7942_2094-MONOMER,SYNPCC7942_RS10615,NC_007604.1
SYNPCC7942_0445,435382,436438,SYNPCC7942_0445-MONOMER,SYNPCC7942_RS02275,NC_007604.1
SYNPCC7942_1521,1572848,1573646,SYNPCC7942_1521-MONOMER,SYNPCC7942_RS07775,NC_007604.1
SYNPCC7942_0928,934863,937029,SYNPCC7942_0928-MONOMER,SYNPCC7942_RS04775,NC_007604.1
SYNPCC7942_2074,2152638,2153769,SYNPCC7942_2074-MONOMER,SYNPCC7942_RS10515,NC_007604.1
SYNPCC7942_0407,400428,400671,SYNPCC7942_0407-MONOMER,SYNPCC7942_RS02075,NC_007604.1
SYNPCC7942_1500,1549178,1550078,SYNPCC7942_1500-MONOMER,SYNPCC7942_RS07665,NC_007604.1
SYNPCC7942_B2659,0,384,SYNPCC7942_B2659-MONOMER,SYNPCC7942_RS13355,SYNPCC7942_RS13355
SYNPCC7942_0897,907652,907928,SYNPCC7942_0897-MONOMER,SYNPCC7942_RS04620,NC_007604.1
SYNPCC7942_2052,2129313,2130186,SYNPCC7942_2052-MONOMER,SYNPCC7942_RS10410,NC_007604.1
SYNPCC7942_0375,368928,370344,SYNPCC7942_0375-MONOMER,SYNPCC7942_RS01910,NC_007604.1
SYNPCC7942_1473,1523638,1525081,SYNPCC7942_1473-MONOMER,SYNPCC7942_RS07530,NC_007604.1
SYNPCC7942_B2620,0,1098,SYNPCC7942_B2620-MONOMER,SYNPCC7942_RS13410,SYNPCC7942_RS13410
SYNPCC7942_0877,880866,883485,SYNPCC7942_0877-MONOMER,SYNPCC7942_RS04520,NC_007604.1
SYNPCC7942_2025,2093362,2094448,SYNPCC7942_2025-MONOMER,SYNPCC7942_RS10275,NC_007604.1
SYNPCC7942_0348,340697,341768,SYNPCC7942_0348-MONOMER,SYNPCC7942_RS01770,NC_007604.1
SYNPCC7942_1450,1503456,1504257,SYNPCC7942_1450-MONOMER,SYNPCC7942_RS07420,NC_007604.1
SYNPCC7942_2588,2671411,2672932,SYNPCC7942_2588-MONOMER,SYNPCC7942_RS13180,NC_007604.1
SYNPCC7942_0839,833949,834954,SYNPCC7942_0839-MONOMER,SYNPCC7942_RS04340,NC_007604.1
SYNPCC7942_1995,2064925,2065561,SYNPCC7942_1995-MONOMER,SYNPCC7942_RS10115,NC_007604.1
SYNPCC7942_0325,322092,322296,SYNPCC7942_0325-MONOMER,SYNPCC7942_RS01655,NC_007604.1
SYNPCC7942_1425,1478239,1479070,SYNPCC7942_1425-MONOMER,SYNPCC7942_RS07290,NC_007604.1
SYNPCC7942_2565,2644834,2645392,SYNPCC7942_2565-MONOMER,SYNPCC7942_RS13035,NC_007604.1
SYNPCC7942_0811,805185,806769,SYNPCC7942_0811-MONOMER,SYNPCC7942_RS04195,NC_007604.1
SYNPCC7942_1972,2042289,2043057,SYNPCC7942_1972-MONOMER,SYNPCC7942_RS10000,NC_007604.1
SYNPCC7942_0302,300007,301447,SYNPCC7942_0302-MONOMER,SYNPCC7942_RS01540,NC_007604.1
SYNPCC7942_1403,1454592,1455369,SYNPCC7942_1403-MONOMER,SYNPCC7942_RS07180,NC_007604.1
SYNPCC7942_2542,2623377,2623725,SYNPCC7942_2542-MONOMER,SYNPCC7942_RS12915,NC_007604.1
SYNPCC7942_0781,774003,776520,SYNPCC7942_0781-MONOMER,SYNPCC7942_RS04050,NC_007604.1
SYNPCC7942_1943,2016142,2018038,SYNPCC7942_1943-MONOMER,SYNPCC7942_RS09860,NC_007604.1
SYNPCC7942_0280,275767,277033,SYNPCC7942_0280-MONOMER,SYNPCC7942_RS01425,NC_007604.1
SYNPCC7942_1377,1417584,1419879,SYNPCC7942_1377-MONOMER,SYNPCC7942_RS07045,NC_007604.1
SYNPCC7942_2519,2599190,2601896,SYNPCC7942_2519-MONOMER,SYNPCC7942_RS12790,NC_007604.1
SYNPCC7942_0738,732709,733270,SYNPCC7942_0738-MONOMER,SYNPCC7942_RS13625,NC_007604.1
SYNPCC7942_1919,1994564,1995326,SYNPCC7942_1919-MONOMER,SYNPCC7942_RS09740,NC_007604.1
SYNPCC7942_0257,254095,254845,SYNPCC7942_0257-MONOMER,SYNPCC7942_RS01310,NC_007604.1
SYNPCC7942_1351,1382385,1383078,SYNPCC7942_1351-MONOMER,SYNPCC7942_RS06905,NC_007604.1
SYNPCC7942_2496,2576686,2577886,SYNPCC7942_2496-MONOMER,SYNPCC7942_RS12665,NC_007604.1
SYNPCC7942_R0050,2655231,2655349,SYNPCC7942_R0050-rRNA,SYNPCC7942_RS13090,NC_007604.1
SYNPCC7942_R0004,568589,570078,SYNPCC7942_R0004-rRNA,SYNPCC7942_RS02985,NC_007604.1
SYNPCC7942_R0051,2655419,2658297,SYNPCC7942_R0051-rRNA,SYNPCC7942_RS13095,NC_007604.1
SYNPCC7942_R0005,570623,573501,SYNPCC7942_R0005-rRNA,SYNPCC7942_RS03000,NC_007604.1
