Transcription-Units,Genes of transcription unit,Direction
TU490-3734,SYNPCC7942_0436 // SYNPCC7942_0435 // SYNPCC7942_0434,+
TU490-5400,SYNPCC7942_R0026,+
TU490-3484,SYNPCC7942_B2641,+
TU490-4285,SYNPCC7942_1354,+
TU490-5217,SYNPCC7942_1433,+
TU490-4650,SYNPCC7942_1951,+
TU490-5214,SYNPCC7942_1452,-
TU490-5016,SYNPCC7942_2548,+
TU490-4099,SYNPCC7942_1046,+
TU490-3901,SYNPCC7942_0712,-
TU490-4464,SYNPCC7942_1643,+
TU490-5384,SYNPCC7942_0213,-
TU490-4833,SYNPCC7942_2253,-
TU490-4269,SYNPCC7942_1326,+
TU490-3715,SYNPCC7942_0397 // SYNPCC7942_0396,+
TU490-4634,SYNPCC7942_1926,-
TU490-1535,SYNPCC7942_B2622,+
TU490-5003,SYNPCC7942_2530,+
TU490-5198,SYNPCC7942_1564,+
TU490-3885,SYNPCC7942_0685,+
TU490-4083,SYNPCC7942_1005,+
TU490-5368,SYNPCC7942_0359,+
TU490-4448,SYNPCC7942_1624,-
TU490-4253,SYNPCC7942_1305,-
TU490-4817,SYNPCC7942_2232,-
TU490-4618,SYNPCC7942_1904 // SYNPCC7942_1903 // SYNPCC7942_1902,-
TU490-3699,SYNPCC7942_0369,+
TU490-4987,SYNPCC7942_2502,-
TU490-5182,SYNPCC7942_1657,+
TU490-3869,SYNPCC7942_0657,-
TU490-4067,SYNPCC7942_R0017,-
TU490-5352,SYNPCC7942_0452,-
TU490-4432,SYNPCC7942_1587,-
TU490-4237,SYNPCC7942_1272,-
TU490-4801,SYNPCC7942_2190,+
TU490-4602,SYNPCC7942_1873 // SYNPCC7942_1872,+
TU490-3683,SYNPCC7942_0344,-
TU490-4971,SYNPCC7942_2472 // SYNPCC7942_2471,+
TU490-5166,SYNPCC7942_1808,-
TU490-3853,SYNPCC7942_0636 // SYNPCC7942_0635 // SYNPCC7942_0634,-
TU490-4051,SYNPCC7942_0953,-
TU490-5336,SYNPCC7942_R0032,+
TU490-4416,SYNPCC7942_1561,-
TU490-4221,SYNPCC7942_1248 // SYNPCC7942_1247 // SYNPCC7942_1246,+
TU490-4784,SYNPCC7942_2166,-
TU490-4586,SYNPCC7942_1840,-
TU490-3667,SYNPCC7942_0318,+
TU490-4955,SYNPCC7942_2449,+
TU490-5150,SYNPCC7942_1943,-
TU490-3837,SYNPCC7942_0611 // SYNPCC7942_0610,+
TU490-4035,SYNPCC7942_0920,-
TU490-5320,SYNPCC7942_0676,+
TU490-4400,SYNPCC7942_1537,+
TU490-4205,SYNPCC7942_1220 // SYNPCC7942_1219,+
TU490-4768,SYNPCC7942_2141,+
TU490-4570,SYNPCC7942_1812,-
TU490-3651,SYNPCC7942_0292 // SYNPCC7942_0291,+
TU490-4939,SYNPCC7942_2426,-
TU490-5134,SYNPCC7942_2067,+
TU490-3821,SYNPCC7942_R0034 // SYNPCC7942_R0033,+
TU490-4019,SYNPCC7942_0899,-
TU490-5304,SYNPCC7942_0861,-
TU490-4384,SYNPCC7942_1514 // SYNPCC7942_1513,+
TU490-4189,SYNPCC7942_1193,-
TU490-4752,SYNPCC7942_2115,-
TU490-4554,SYNPCC7942_1794 // SYNPCC7942_1793,+
TU490-3635,SYNPCC7942_0262,+
TU490-4923,SYNPCC7942_2408,-
TU490-5118,SYNPCC7942_2153,+
TU490-3805,SYNPCC7942_0561,+
TU490-4003,SYNPCC7942_0873,-
TU490-3555,SYNPCC7942_0119,-
TU490-4368,SYNPCC7942_1486 // SYNPCC7942_1485 // SYNPCC7942_1484 // SYNPCC7942_1483,-
TU490-5288,SYNPCC7942_0971,-
TU490-4736,SYNPCC7942_2087,+
TU490-4173,SYNPCC7942_1160,+
TU490-3619,SYNPCC7942_0232 // SYNPCC7942_0231,-
TU490-4538,SYNPCC7942_1771,+
TU490-5102,SYNPCC7942_2281,+
TU490-4907,SYNPCC7942_2387,-
TU490-3987,SYNPCC7942_0848,-
TU490-3789,SYNPCC7942_0536,+
TU490-4352,SYNPCC7942_1454,+
TU490-3539,SYNPCC7942_0095,-
TU490-4720,SYNPCC7942_2059,-
TU490-5272,SYNPCC7942_1040,+
TU490-3603,SYNPCC7942_0207,+
TU490-4157,SYNPCC7942_1141 // SYNPCC7942_1140,-
TU490-5086,SYNPCC7942_2352,-
TU490-4522,SYNPCC7942_1743,+
TU490-3971,SYNPCC7942_0822 // SYNPCC7942_0821,+
TU490-4891,SYNPCC7942_2357,-
TU490-4336,SYNPCC7942_1430,-
TU490-3773,SYNPCC7942_0509 // SYNPCC7942_0508 // SYNPCC7942_0507 // SYNPCC7942_0506,+
TU490-4704,SYNPCC7942_2034,+
TU490-3523,SYNPCC7942_0071 // SYNPCC7942_0070,-
TU490-3587,SYNPCC7942_0175 // SYNPCC7942_0174,+
TU490-5256,SYNPCC7942_R0045,+
TU490-5070,SYNPCC7942_2529,-
TU490-4141,SYNPCC7942_1119 // SYNPCC7942_1118,-
TU490-3955,SYNPCC7942_0794,-
TU490-4506,SYNPCC7942_1714 // SYNPCC7942_1713,+
TU490-4320,SYNPCC7942_1408,+
TU490-4875,SYNPCC7942_2330 // SYNPCC7942_2329,-
TU490-4688,SYNPCC7942_2007 // SYNPCC7942_2006,-
TU490-3757,SYNPCC7942_0472,+
TU490-3571,SYNPCC7942_0139,+
TU490-3507,SYNPCC7942_0039,+
TU490-5054,SYNPCC7942_2593,+
TU490-5240,SYNPCC7942_1290,-
TU490-3939,SYNPCC7942_0776 // SYNPCC7942_0775,-
TU490-4125,SYNPCC7942_1088 // SYNPCC7942_1087 // SYNPCC7942_1086,+
TU490-5476,SYNPCC7942_2557 // SYNPCC7942_2556,-
TU490-4490,SYNPCC7942_1692,-
TU490-4304,SYNPCC7942_1379,+
TU490-4859,SYNPCC7942_2303,+
TU490-4672,SYNPCC7942_1986 // SYNPCC7942_1985,-
TU490-3741,SYNPCC7942_0445,-
TU490-5038,SYNPCC7942_2595 // SYNPCC7942_2594,+
TU490-3491,SYNPCC7942_0004 // SYNPCC7942_0003,+
TU490-3923,SYNPCC7942_0749 // SYNPCC7942_0748 // SYNPCC7942_0747,+
TU490-5224,SYNPCC7942_1402,+
TU490-5406,SYNPCC7942_0069,+
TU490-4109,SYNPCC7942_1060,+
TU490-4656,SYNPCC7942_1958,-
TU490-4471,SYNPCC7942_1655 // SYNPCC7942_1654,-
TU490-5022,SYNPCC7942_2565,-
TU490-4840,SYNPCC7942_2264,-
TU490-3907,SYNPCC7942_0716,+
TU490-3722,SYNPCC7942_0410 // SYNPCC7942_0409,-
TU490-5390,SYNPCC7942_0179,+
TU490-1542,SYNPCC7942_B2657,-
TU490-4275,SYNPCC7942_1337,+
TU490-5205,SYNPCC7942_1528,-
TU490-4640,SYNPCC7942_1938,-
TU490-4090,SYNPCC7942_1021 // SYNPCC7942_1020 // SYNPCC7942_1019,+
TU490-5009,SYNPCC7942_2541,+
TU490-4455,SYNPCC7942_1633,+
TU490-3891,SYNPCC7942_0694,-
TU490-4824,SYNPCC7942_2241,+
TU490-5374,SYNPCC7942_0293,-
TU490-3706,SYNPCC7942_0381,-
TU490-4259,SYNPCC7942_1314,-
TU490-1526,SYNPCC7942_B2637 // SYNPCC7942_B2626,-
TU490-4624,SYNPCC7942_1914 // SYNPCC7942_1913,+
TU490-5189,SYNPCC7942_1605,-
TU490-4993,SYNPCC7942_2512 // SYNPCC7942_2511,-
TU490-4074,SYNPCC7942_0991 // SYNPCC7942_0990,-
TU490-3875,SYNPCC7942_0666,+
TU490-4439,SYNPCC7942_1604 // SYNPCC7942_1603,+
TU490-5358,SYNPCC7942_0415,-
TU490-4808,SYNPCC7942_2201 // SYNPCC7942_R0008,-
TU490-4243,SYNPCC7942_1288,+
TU490-3690,SYNPCC7942_0355 // SYNPCC7942_0354,-
TU490-4608,SYNPCC7942_1882,-
TU490-5173,SYNPCC7942_1723,+
TU490-4977,SYNPCC7942_2481 // SYNPCC7942_2480,-
TU490-4058,SYNPCC7942_0961,+
TU490-3859,SYNPCC7942_0642,-
TU490-4423,SYNPCC7942_1570,-
TU490-5342,SYNPCC7942_0498,+
TU490-4792,SYNPCC7942_2180,-
TU490-4227,SYNPCC7942_1259,+
TU490-3674,SYNPCC7942_0328,-
TU490-4592,SYNPCC7942_1856,+
TU490-5157,SYNPCC7942_1857,-
TU490-4961,SYNPCC7942_R0016 // SYNPCC7942_2458,+
TU490-4042,SYNPCC7942_0937,-
TU490-3843,SYNPCC7942_0619,+
TU490-4407,SYNPCC7942_1547,-
TU490-5326,SYNPCC7942_0629,-
TU490-4775,SYNPCC7942_2155 // SYNPCC7942_2154,-
TU490-4211,SYNPCC7942_1231,-
TU490-3658,SYNPCC7942_0304,+
TU490-4576,SYNPCC7942_1824 // SYNPCC7942_1823,-
TU490-5141,SYNPCC7942_R0003,-
TU490-4945,SYNPCC7942_R0015,+
TU490-4026,SYNPCC7942_0907,+
TU490-3827,SYNPCC7942_0598,+
TU490-4391,SYNPCC7942_1523,+
TU490-5310,SYNPCC7942_0808,-
TU490-4759,SYNPCC7942_2124,-
TU490-4195,SYNPCC7942_1202 // SYNPCC7942_1201 // SYNPCC7942_1200 // SYNPCC7942_1199,-
TU490-3642,SYNPCC7942_0277 // SYNPCC7942_0276,-
TU490-4560,SYNPCC7942_1801,+
TU490-5125,SYNPCC7942_2126,-
TU490-4929,SYNPCC7942_2415,-
TU490-4010,SYNPCC7942_0885 // SYNPCC7942_0884,-
TU490-3811,SYNPCC7942_0572 // SYNPCC7942_0571,-
TU490-4375,SYNPCC7942_1501 // SYNPCC7942_1500,-
TU490-3561,SYNPCC7942_0127,+
TU490-4743,SYNPCC7942_2096,+
TU490-5294,SYNPCC7942_0945,-
TU490-3626,SYNPCC7942_0242,-
TU490-4179,SYNPCC7942_1174,-
TU490-5109,SYNPCC7942_2202,+
TU490-4544,SYNPCC7942_1779,+
TU490-3994,SYNPCC7942_0857 // SYNPCC7942_0856,+
TU490-4913,SYNPCC7942_2393,+
TU490-4359,SYNPCC7942_1463,+
TU490-3795,SYNPCC7942_0547,-
TU490-4727,SYNPCC7942_2071,-
TU490-3545,SYNPCC7942_0104 // SYNPCC7942_0103,-
TU490-3610,SYNPCC7942_R0029,+
TU490-5278,SYNPCC7942_1026,-
TU490-5093,SYNPCC7942_2328,+
TU490-4163,SYNPCC7942_1146,-
TU490-3978,SYNPCC7942_0833,+
TU490-4528,SYNPCC7942_1752,-
TU490-4343,SYNPCC7942_1442,+
TU490-4897,SYNPCC7942_2367,-
TU490-4711,SYNPCC7942_2044,-
TU490-3779,SYNPCC7942_0519,+
TU490-3594,SYNPCC7942_0190 // SYNPCC7942_0189,-
TU490-3529,SYNPCC7942_0079,-
TU490-5077,SYNPCC7942_2479,+
TU490-5262,SYNPCC7942_1126,-
TU490-3962,SYNPCC7942_0802,+
TU490-4147,SYNPCC7942_1127,+
TU490-4327,SYNPCC7942_1419,+
TU490-4512,SYNPCC7942_1727 // SYNPCC7942_1726,-
TU490-4695,SYNPCC7942_2020,-
TU490-4881,SYNPCC7942_2337,-
TU490-3578,SYNPCC7942_0159 // SYNPCC7942_0158,-
TU490-3763,SYNPCC7942_0483 // SYNPCC7942_0482,-
TU490-5061,SYNPCC7942_2560,+
TU490-3513,SYNPCC7942_0047 // SYNPCC7942_0046,+
TU490-3946,SYNPCC7942_0785 // SYNPCC7942_0784,+
TU490-5246,SYNPCC7942_1243,-
TU490-5483,SYNPCC7942_0677,-
TU490-4131,SYNPCC7942_1102 // SYNPCC7942_1101,+
TU490-4311,SYNPCC7942_1388,+
TU490-4496,SYNPCC7942_1699,-
TU490-4679,SYNPCC7942_1995,-
TU490-4865,SYNPCC7942_2310,-
TU490-5045,SYNPCC7942_2606,-
TU490-3747,SYNPCC7942_0457,+
TU490-3930,SYNPCC7942_0762,-
TU490-3497,SYNPCC7942_0014,-
TU490-5413,SYNPCC7942_0025,+
TU490-5230,SYNPCC7942_1383,-
TU490-4295,SYNPCC7942_1368 // SYNPCC7942_1367,+
TU490-4115,SYNPCC7942_1072,-
TU490-4663,SYNPCC7942_1969,+
TU490-4480,SYNPCC7942_1671 // SYNPCC7942_1670 // SYNPCC7942_1669 // SYNPCC7942_1668,+
TU490-5029,SYNPCC7942_R0052,-
TU490-4849,SYNPCC7942_2279,+
TU490-3914,SYNPCC7942_0727 // SYNPCC7942_0726 // SYNPCC7942_0725,+
TU490-3731,SYNPCC7942_0429,-
TU490-5397,SYNPCC7942_0145,-
TU490-1551,SYNPCC7942_B2647 // SYNPCC7942_B2646,-
TU490-4282,SYNPCC7942_1351 // SYNPCC7942_1350 // SYNPCC7942_1349 // SYNPCC7942_1348 // SYNPCC7942_1347,-
TU490-4846,SYNPCC7942_2276,-
TU490-4647,SYNPCC7942_1948,+
TU490-3728,SYNPCC7942_0421 // SYNPCC7942_0420,-
TU490-5013,SYNPCC7942_2545,+
TU490-1548,SYNPCC7942_B2643,-
TU490-3898,SYNPCC7942_0707 // SYNPCC7942_0706,-
TU490-5211,SYNPCC7942_1482,+
TU490-5381,SYNPCC7942_0254,+
TU490-4096,SYNPCC7942_1043,-
TU490-4266,SYNPCC7942_1322,+
TU490-4461,SYNPCC7942_1639,+
TU490-4631,SYNPCC7942_1922,-
TU490-4830,SYNPCC7942_2249,-
TU490-5000,SYNPCC7942_2522,-
TU490-3712,SYNPCC7942_0391,-
TU490-3882,SYNPCC7942_0680,+
TU490-1532,SYNPCC7942_B2618,+
TU490-5365,SYNPCC7942_0388,-
TU490-5195,SYNPCC7942_1580,-
TU490-4250,SYNPCC7942_1301 // SYNPCC7942_1300,+
TU490-4080,SYNPCC7942_1001,-
TU490-4615,SYNPCC7942_1898 // SYNPCC7942_1897 // SYNPCC7942_1896,-
TU490-4445,SYNPCC7942_1620 // SYNPCC7942_1619 // SYNPCC7942_1618 // SYNPCC7942_1617,+
TU490-4984,SYNPCC7942_2489,+
TU490-4814,SYNPCC7942_2214 // SYNPCC7942_2213,-
TU490-3866,SYNPCC7942_0650,-
TU490-3696,SYNPCC7942_0365,+
TU490-5349,SYNPCC7942_0466,+
TU490-5179,SYNPCC7942_1679,+
TU490-4234,SYNPCC7942_1269,+
TU490-4064,SYNPCC7942_0975,-
TU490-4599,SYNPCC7942_1868 // SYNPCC7942_1867,+
TU490-4429,SYNPCC7942_1577,-
TU490-4968,SYNPCC7942_2468,+
TU490-4798,SYNPCC7942_2186,+
TU490-3850,SYNPCC7942_0631,-
TU490-3680,SYNPCC7942_0341 // SYNPCC7942_0340 // SYNPCC7942_0339,+
TU490-5333,SYNPCC7942_0575,-
TU490-5163,SYNPCC7942_1825,+
TU490-4218,SYNPCC7942_1242 // SYNPCC7942_1241,+
TU490-4048,SYNPCC7942_0944 // SYNPCC7942_0943,+
TU490-4583,SYNPCC7942_1837 // SYNPCC7942_1836,-
TU490-4413,SYNPCC7942_1556,+
TU490-4952,SYNPCC7942_2446,-
TU490-4781,SYNPCC7942_2163,+
TU490-3834,SYNPCC7942_0607,+
TU490-3664,SYNPCC7942_0315,-
TU490-5317,SYNPCC7942_0691,+
TU490-5147,SYNPCC7942_1960,-
TU490-4202,SYNPCC7942_1216,-
TU490-4032,SYNPCC7942_R0043 // SYNPCC7942_R0042,+
TU490-4567,SYNPCC7942_1809,+
TU490-4397,SYNPCC7942_1533,+
TU490-4936,SYNPCC7942_2423 // SYNPCC7942_2422,-
TU490-4765,SYNPCC7942_2138,+
TU490-3818,SYNPCC7942_0585,-
TU490-3648,SYNPCC7942_0286,+
TU490-5301,SYNPCC7942_0881,+
TU490-5131,SYNPCC7942_2089,-
TU490-4186,SYNPCC7942_1189,-
TU490-4016,SYNPCC7942_0894,-
TU490-4551,SYNPCC7942_1788,+
TU490-4381,SYNPCC7942_1508,-
TU490-4920,SYNPCC7942_2403,+
TU490-4749,SYNPCC7942_2113,+
TU490-3802,SYNPCC7942_0557,+
TU490-3632,SYNPCC7942_0259,+
TU490-3552,SYNPCC7942_0116,+
TU490-5115,SYNPCC7942_2169,-
TU490-5285,SYNPCC7942_0977,-
TU490-4000,SYNPCC7942_0866,+
TU490-4170,SYNPCC7942_1157 // SYNPCC7942_1156,+
TU490-4365,SYNPCC7942_1477,-
TU490-4535,SYNPCC7942_1766,-
TU490-4733,SYNPCC7942_2081,-
TU490-4904,SYNPCC7942_R0047,-
TU490-3616,SYNPCC7942_0228 // SYNPCC7942_0227 // SYNPCC7942_0226,+
TU490-3786,SYNPCC7942_0531 // SYNPCC7942_0530 // SYNPCC7942_0529,+
TU490-5099,SYNPCC7942_2302,-
TU490-3536,SYNPCC7942_0091,-
TU490-3984,SYNPCC7942_0843,-
TU490-5269,SYNPCC7942_1073,+
TU490-4349,SYNPCC7942_1450,+
TU490-4154,SYNPCC7942_1134,-
TU490-4717,SYNPCC7942_2056,+
TU490-4519,SYNPCC7942_1739,+
TU490-3600,SYNPCC7942_0204 // SYNPCC7942_0203,-
TU490-4888,SYNPCC7942_2354,-
TU490-5083,SYNPCC7942_2381,+
TU490-3770,SYNPCC7942_0499,-
TU490-3968,SYNPCC7942_0817,-
TU490-3520,SYNPCC7942_0064 // SYNPCC7942_0063,-
TU490-4333,SYNPCC7942_1427 // SYNPCC7942_1426,+
TU490-5253,SYNPCC7942_1173,+
TU490-4701,SYNPCC7942_2030,-
TU490-4138,SYNPCC7942_1115 // SYNPCC7942_1114 // SYNPCC7942_1113 // SYNPCC7942_1112 // SYNPCC7942_1111,-
TU490-3584,SYNPCC7942_0169,+
TU490-4503,SYNPCC7942_1707,+
TU490-5067,SYNPCC7942_2534,-
TU490-4872,SYNPCC7942_2319 // SYNPCC7942_2318,+
TU490-3952,SYNPCC7942_0791,-
TU490-3754,SYNPCC7942_0469 // SYNPCC7942_0468 // SYNPCC7942_0467,-
TU490-4317,SYNPCC7942_1401,-
TU490-3504,SYNPCC7942_0032,-
TU490-4685,SYNPCC7942_2002,+
TU490-5237,SYNPCC7942_1295,-
TU490-3568,SYNPCC7942_0136,-
TU490-4122,SYNPCC7942_1082,+
TU490-5051,SYNPCC7942_2613,-
TU490-4487,SYNPCC7942_1685,+
TU490-3936,SYNPCC7942_0770 // SYNPCC7942_0769,+
TU490-4856,SYNPCC7942_2297,-
TU490-5473,SYNPCC7942_1542,-
TU490-3738,SYNPCC7942_0441,+
TU490-4301,SYNPCC7942_1376,-
TU490-3488,SYNPCC7942_B2617,-
TU490-4669,SYNPCC7942_1979 // SYNPCC7942_1978,-
TU490-5221,SYNPCC7942_1413,+
TU490-5035,SYNPCC7942_2588 // SYNPCC7942_2587,-
TU490-4106,SYNPCC7942_1053,+
TU490-3920,SYNPCC7942_0738,+
TU490-4468,SYNPCC7942_1647,+
TU490-5403,SYNPCC7942_0099,+
TU490-4837,SYNPCC7942_2259 // SYNPCC7942_2258,+
TU490-4288,SYNPCC7942_1359,-
TU490-3719,SYNPCC7942_0404 // SYNPCC7942_0403 // SYNPCC7942_0402,-
TU490-4653,SYNPCC7942_1955,+
TU490-1539,SYNPCC7942_B2655,-
TU490-5019,SYNPCC7942_2562,+
TU490-5202,SYNPCC7942_1552,-
TU490-3904,SYNPCC7942_R0039,-
TU490-4087,SYNPCC7942_1016 // SYNPCC7942_1015 // SYNPCC7942_1014 // SYNPCC7942_1013,-
TU490-5387,SYNPCC7942_0191,+
TU490-4452,SYNPCC7942_1629,+
TU490-4272,SYNPCC7942_1330 // SYNPCC7942_1329,+
TU490-4821,SYNPCC7942_2238,-
TU490-4637,SYNPCC7942_1934 // SYNPCC7942_1933 // SYNPCC7942_1932,+
TU490-3703,SYNPCC7942_0377 // SYNPCC7942_0376 // SYNPCC7942_0375,-
TU490-5006,SYNPCC7942_2538,-
